vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,t_cross_mp_top_prop_DIAMETER
dummy,96717.27922972573,12706.779229725747,12706.779229725747,-1231.4999999999998,-9.203415099265132e-15,-1759.999999999999,1579.8271657450182
