vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,left_wing_CHORD_1,left_wing_CHORD_2,left_wing_SPAN
dummy,0.0,0.0,0.0,-150.3338772625685,-4750.603797190628,-4.153545995874106e-12,1401.1911242271924,1400.1442544166548,8019.791414589342
