vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,cylinder_0_LENGTH,fork_l_1_LENGTH,fork_r_1_LENGTH,tbar_post_2_LENGTH,tbar_post_3_LENGTH,tbar_cross_1_LENGTH,tbar_cross_2_LENGTH,post_l_1_LENGTH,tbar_cross_3_LENGTH,tbar_post_1_LENGTH,post_r_1_LENGTH,t_cross_mp_top_prop_DIAMETER,t_post_mp_bottom_prop_DIAMETER,fork_post_mp_1_prop_DIAMETER,t_cross_mp_bottom_prop_DIAMETER,fork_post_mp_2_prop_DIAMETER,tail_tbar_post_mp_prop_DIAMETER,t_post_mp_top_prop_DIAMETER,tail_tbar_cross_mp_prop_DIAMETER,right_wing_CHORD_1,right_wing_CHORD_2,right_wing_SPAN,left_wing_CHORD_1,left_wing_CHORD_2,left_wing_SPAN
tbar_single,1485702.7380179958,2807288.1042676386,2718635.1467492236,-271.9757787112778,77.46053118097383,-16.13706165442117,1993.4777479989264,1554.0288439594447,1581.8030290520705,1923.3095823140113,2031.0747639502783,1048.2890735427468,1023.9615814368153,432.7242914424463,953.5457792663801,2019.757968878504,480.1851563138893,1582.4295704926367,1489.0690288200701,1665.691542927201,1467.2955926577683,1635.591491648527,1531.4387583441544,1622.2129880925797,1660.820547422238,1413.6306134697693,1373.3806926501488,8108.865243508418,1383.329419927518,1343.405273623469,7930.015347088666
tbar_single,1486924.6153570479,2806088.66798192,2714436.4338586293,-273.27063850380443,82.41316793762859,-15.890234631450868,1976.7866549193213,1535.094596286588,1586.5958038311157,1939.06862646122,2032.6283590127455,1041.808339781813,1021.5843158566786,451.13336274736355,968.3665729316567,2019.2454012293892,496.0262149305569,1578.5670185797226,1473.7141425873936,1666.4312842443221,1484.2488350851927,1629.188224391174,1515.5374092236748,1636.8181048146525,1641.5829236921545,1427.2371353721858,1379.4110751056426,8126.944373710233,1395.6049045047678,1326.2255575103648,7920.735528339686
tbar_single,1488780.3842483805,2807082.3709016806,2719631.9925246453,-276.66474612788363,85.59253141690255,-16.24056109699767,1991.1114248831948,1544.4916418755163,1573.9058220645454,1927.3639887694603,2051.965617677461,1047.0508397521255,1034.3162891788938,468.170581195588,982.758878130249,2018.118971802089,489.4748138600155,1586.7499068932543,1454.6481865040496,1651.385364090378,1464.7248650276479,1612.8265753926182,1528.7452991675618,1648.0557384300364,1652.469170094239,1441.2515255592893,1377.9704309019062,8126.051342212545,1404.074788283739,1333.7863867161313,7904.075841336734
tbar_single,1486465.4921806455,2805558.0763614397,2719816.280336145,-276.6356633033743,75.63914055812576,-16.185396661862224,2003.0562133602095,1550.539488631829,1562.4254525470221,1922.8290811684747,2034.9927664776044,1052.6318903822635,1045.586727383488,472.0495814261207,985.9716179266704,2012.9662403948068,475.7567253030968,1600.3413912609522,1455.5792533090173,1654.4900223341574,1449.5167334141524,1616.5755663867506,1516.2511130660666,1633.6528270087347,1669.9677848882484,1442.7112113832588,1386.5410494243558,8129.8958277513975,1413.5002655823594,1319.1894928819097,7905.658351987501
tbar_single,1485306.921653114,2810032.580916546,2720708.028100314,-272.96695146788005,89.1751940360462,-16.922687766753004,2018.0611974386193,1560.0357396379952,1557.5566974166961,1917.9155404239507,2052.8037050596067,1037.4973813400363,1036.408264262826,487.3108263968211,979.5984712055266,2031.9800752788963,457.4352390890824,1589.2249047324428,1461.7321632642459,1660.017652629594,1433.6939413678567,1602.1503737389733,1520.1948968389877,1637.9169348409957,1679.3646150689485,1440.4351126507574,1368.5747292673068,8147.368224843677,1404.4947676526203,1320.0378481670061,7904.125311317018
tbar_single,1479830.9601234405,2815011.4331528707,2725167.3851234363,-275.565534057975,98.77155692910134,-15.368442793453845,2030.7354392939408,1560.8360310024016,1549.4186352123206,1928.498920204033,2057.9798430798705,1054.8509920663137,1044.3787510737973,487.40131603106016,993.0615878568706,2048.7265175719335,451.36587850948155,1569.8654591645823,1459.7236260821114,1646.743353525304,1438.2158669195896,1592.8036650678916,1528.2677274667055,1630.2574342861756,1688.058300252585,1445.160848820893,1378.8156296111565,8164.26349548432,1409.0813096367347,1321.106911224646,7895.928984317812
tbar_single,1493663.6320689295,2812975.258388798,2719106.801232559,-278.03184156012674,91.19919637223288,-17.209749755429222,2019.4991188840797,1548.339154253761,1536.7594891804763,1947.120786248514,2040.437473417277,1050.646777395596,1045.3130971171872,476.2648596081686,993.8941384100779,2061.959143601588,450.86472781541005,1562.8540561631999,1467.969543896642,1641.3628089430165,1450.7797189686723,1600.8282804258006,1515.9814423805485,1623.0321309382703,1690.6570713667575,1432.3518513967783,1393.850489629999,8178.482197760618,1415.882258951644,1334.7275126380287,7881.738601957951
tbar_single,1492974.520739391,2807819.1190038845,2713500.3020762564,-279.60145851100293,65.24929552734255,-18.12282646248956,2004.9717326266352,1564.0078768529731,1522.723309419113,1952.2639827121916,2021.6744396640786,1034.2492410363418,1038.5107235530395,470.1712222312352,1013.2534674243246,2078.506721654425,457.7197932568512,1553.5385059907862,1464.9935506037837,1630.9578476658073,1458.8922829807877,1593.6749958283847,1507.3856028289458,1626.9954534082988,1709.7009792084095,1419.4880832015647,1394.9304843203315,8181.942226565604,1429.9854255195812,1346.7806524558923,7875.992221119865
tbar_single,1480056.457139232,2805563.8421565206,2709570.579636741,-279.823194662741,46.44580822713634,-15.720838657888283,1997.366233567548,1550.616168326351,1511.5698528992075,1942.9882145729212,2004.897894211645,1034.6237102959196,1053.7694772668865,486.9251984442808,1000.758740265167,2081.3954979528676,474.07919983160207,1560.0668158766696,1460.7859379533938,1634.6222524012123,1451.8101262307175,1607.4123302299263,1509.8620179521565,1639.8188003694918,1712.777595008121,1406.3240375209748,1394.8451742179748,8179.74646687246,1435.3493041678662,1364.697276753842,7892.517101097701
tbar_single,1492953.251037438,2806293.5339629813,2710991.4987024744,-280.56288986560446,33.21585583654749,-17.96641953258266,1999.5499639109355,1553.1382604188952,1526.6886230645648,1938.6090472955257,2013.5906637091273,1018.1380271121944,1055.2512749664004,490.25866869037833,1007.1700851270685,2070.9085877682887,467.0716821824774,1543.8615459744212,1474.469692490265,1630.924411510003,1461.0747401365481,1614.0740989003677,1497.5105612668733,1624.0635027646301,1694.1885760822588,1406.9933684966,1382.913933605171,8190.421451547617,1447.7408227028834,1369.11686443626,7904.528546536652
tbar_single,1481381.9717611324,2804987.7743667867,2709191.6346808146,-280.93999465030686,30.205626406313513,-15.844942172480666,2016.4189805210244,1536.6171844445512,1535.0023609437744,1930.5850460098734,2004.7532940503604,1006.5211001538751,1050.181768573514,478.0010467911102,1021.9637150026969,2059.837713510146,454.64575044171556,1525.3539274119314,1486.8066597345687,1623.7611421318056,1451.0166354886,1627.0691567005365,1498.7501358143168,1612.6635864184168,1697.750770158616,1395.946679389706,1375.6742213328496,8187.937965334518,1442.639181892807,1382.9382193061476,7889.801363689601
tbar_single,1502276.8609145721,2810081.8104709852,2714569.868063005,-284.61286217303996,17.967029727771973,-18.174078308920205,1999.7530755880973,1555.389704473051,1542.845452466963,1948.198443588677,2016.2519784702197,1022.3534129329381,1061.0305596916457,481.2592729129365,1024.2594814620645,2078.8417018993396,464.20973392411366,1532.7139917256968,1467.7738668176978,1615.0251827208147,1442.4657813896147,1609.3436619343502,1489.3989038977406,1617.2594894310657,1692.8645835560285,1396.7045641523735,1385.8524123228103,8175.108830465828,1449.4572998744397,1388.0342522160422,7907.170810762047
tbar_single,1501243.7639134438,2809906.823239316,2714942.917527488,-280.8600708212829,7.869474900807897,-17.358064519134683,1987.3042199617796,1573.2609037240402,1551.1434455138929,1957.6298390864813,2004.9721604792644,1022.9692334681799,1060.1270508360353,488.9203524135692,1016.6567782191862,2070.4674846513067,472.8759484505738,1549.9146170904214,1469.1627764961813,1626.9347031826392,1437.4500680254928,1622.3741019639053,1473.837595639556,1603.7549625535753,1684.0181523840774,1389.6935578628893,1367.6529955046008,8189.962807371045,1452.4725401603514,1377.2734298113683,7907.421249476247
tbar_single,1499473.5774624157,2809405.7972371033,2709856.270427809,-282.3989400452188,-5.262828741781649,-18.36360986176274,1990.7798175542346,1568.4441047507826,1543.033280933939,1944.7179018138322,1988.3776687995708,1030.390619890973,1042.1795814751852,494.13130699226315,1012.9507815099296,2086.1630646549447,458.7242246897519,1532.1563624049263,1483.0197638575214,1639.7326134124394,1445.53042962486,1642.3077736165912,1485.0106037886628,1598.3384195311985,1680.8423020953237,1387.6491214911196,1363.1190694467102,8192.985307688024,1464.8937244192443,1395.0597822884986,7888.796315361919
tbar_single,1489453.769883605,2809650.146654169,2710597.648171217,-284.0075943004031,28.272759916127768,-16.117109103914757,1993.1156779291082,1564.9909329016905,1557.1713385134453,1947.5296804505401,1978.1552307422612,1038.2088409055323,1023.258169782435,500.809633576054,1012.648306812831,2105.8867984845933,464.7390869158196,1552.1355732411143,1483.4695319115544,1648.0221607152787,1464.5922294197244,1651.8630147416404,1471.873178045305,1613.91225103896,1688.7665102887192,1404.5212615545197,1375.551843919571,8187.700227315447,1450.6844627028922,1393.2601056302951,7902.703849232092
tbar_single,1509705.8090670062,2812778.7101271306,2714967.597411114,-288.8908792621962,-13.254285835288863,-19.676795827298907,2012.4965283003937,1570.763100177496,1573.7547676698346,1932.514651374891,1993.9388709559867,1037.9425821277084,1004.0593360405328,498.306317263985,1026.9465059508102,2099.5699736522015,474.11956053894903,1571.391459507501,1471.2509966826735,1668.0146181381067,1472.4788949401236,1641.5320457052874,1490.6332962148374,1605.187376645112,1681.690971760982,1389.5452947112274,1386.091066189579,8170.416577316072,1470.2770422275064,1399.742004774141,7884.262337657292
tbar_single,1504418.8136001183,2810093.5308621526,2716947.528102841,-289.3775526680186,5.87285174792608,-18.78495184085583,2031.1283517249337,1590.2775120460992,1560.9698735755512,1939.0522907805935,2008.104739295018,1028.5847218536,991.8276563361628,482.4301540257498,1031.6583440612274,2081.814023863293,478.0725142298069,1558.0580182404342,1456.6069956947863,1677.910593171723,1486.0312050664768,1652.3080179640758,1491.6519464057335,1620.3862858177868,1682.2735432354782,1389.3409971871904,1397.5449253813129,8182.750680530627,1469.6576446952283,1403.1450455871582,7871.378169239259
tbar_single,1491302.8479990927,2811853.9732708232,2713535.62636404,-289.43682317220276,37.083824402321945,-16.187206463744037,2020.4928569141728,1579.3074872400591,1568.6152235423808,1940.8108375159939,2020.6642816341757,1021.9619377680613,972.0535514602545,481.2948857884985,1022.9530321299059,2085.8807673825663,470.5316418616318,1540.7429111601612,1440.5135597456322,1691.8414307903724,1471.9837677671076,1633.1872351424715,1495.7439660363118,1636.3130511533136,1692.9386224723637,1406.668484409965,1410.787554654863,8202.261491106248,1462.002338476646,1389.2943183666653,7881.806946916356
tbar_single,1508497.6912517706,2808753.88595829,2710127.1863208744,-290.8047324973739,30.006514106310863,-17.30319094314216,2004.859053007706,1579.1456336101755,1568.170422781584,1955.7476449680441,2006.2456590859888,1030.354845533017,963.797829130489,485.3426343022061,1018.8191934077402,2066.351389537349,480.12343456443773,1557.3209213360685,1453.3213778393108,1683.9120655060876,1460.5523437089273,1648.2149566978674,1512.2267131653057,1646.845877160399,1708.5769028935451,1422.5815818246988,1403.426139424682,8213.116695587261,1477.0830196790314,1380.0851336191952,7892.065085685877
tbar_single,1497026.5725264435,2809742.944431811,2706732.802038161,-287.7967615621915,-7.094150664814863,-17.163647304388814,2007.3459693562538,1564.2204845550693,1550.2452363062494,1953.0226977664704,2019.2740020884116,1031.8307074099969,951.6443028605629,467.02720377412425,1037.886330430845,2054.1486008972333,496.3487847447694,1549.181439134646,1457.9986050489686,1673.5185516723961,1446.2330162891299,1652.3601134983421,1530.8664466333832,1649.0630957553872,1707.836358988652,1405.2970317094494,1402.0996351202934,8211.67730739404,1490.3892218943502,1371.3114042446355,7905.9164384582555
tbar_single,1500270.9613494452,2809799.1214153464,2701490.2847320107,-287.1534184502844,-9.157391477357669,-16.880815087710122,1994.2756060860934,1547.1500973476384,1539.3181415820359,1965.5885820683468,2012.8494053897284,1047.4809972656599,939.2611669213679,455.7392114463863,1049.1979476643733,2060.402361665796,507.13646132035655,1544.8237447496174,1455.9283271088327,1677.5711312429312,1465.4774286513816,1650.2501092635111,1539.8602634892306,1633.7343789530323,1716.700631727061,1403.3951300675772,1402.5442227817205,8215.06340399285,1491.1912408969838,1359.8430127986953,7897.830506953903
tbar_single,1495296.5235506275,2807560.862562536,2698569.421192847,-287.67545633474066,-6.809531243962637,-15.550579356275703,1975.326680962108,1532.4240462501418,1523.0408411722867,1959.0461229138052,2021.7335718722916,1060.3290661136346,956.3648481659252,457.2737709243824,1058.8943710123465,2068.860044049191,511.39109069664124,1549.8315936662493,1467.6923126610088,1679.208224288494,1474.0204171046105,1655.8381340952158,1538.1403173006418,1650.3752807787657,1721.8572827439575,1410.4250890387418,1391.3341684590198,8233.344308647003,1498.9061940083277,1347.2837688404709,7893.3660435354195
tbar_single,1487778.0883406785,2805444.9362320714,2697385.7371618673,-284.66004563420114,17.29736124848565,-15.098417163950755,1973.929975859629,1516.2789263078112,1528.3295211510006,1960.7781271336717,2027.8054572535075,1046.4759379064074,953.7929481086753,446.6004050402805,1076.9915437315037,2054.4872163659848,506.01772270097223,1538.8899858184966,1487.434995203009,1671.3131604794519,1488.6052493874129,1645.0625565108135,1554.2336650081463,1669.841566320252,1739.2999399878702,1419.8468754632172,1379.5554378307718,8232.401623128766,1482.635139028411,1349.245321108182,7913.349292205074
tbar_single,1497339.1780302352,2802738.305518432,2691185.6830556877,-285.84972421744,30.252812827270997,-16.342804456819024,1973.8393833315165,1515.3279702680156,1511.7871350526416,1971.417797056987,2014.8127894594923,1044.5268818005054,943.5684099647902,441.6062774651497,1084.9642945299581,2041.7544771658622,508.5822680846301,1523.1959863163042,1478.7962108008649,1653.2952595977574,1498.067289991199,1660.5349201252222,1542.4837554638464,1684.9147910160598,1746.6526192497367,1423.5171846693079,1394.006541884405,8239.218779088638,1479.737428116813,1345.1833353966492,7910.350716669029
tbar_single,1497852.4546171478,2801046.118815059,2693513.2990926285,-288.7178647327554,14.253184451151103,-16.04858215250869,1980.8988173437835,1526.3763380360745,1527.8862188040212,1967.2723859727953,2001.9345462101421,1031.3834402496577,941.8247853894402,457.3619722563286,1069.93259688673,2036.0600040514773,495.10835245355923,1541.9717400511436,1478.8711924156446,1638.902176353528,1487.356315724441,1680.0729740010968,1553.7672149436828,1687.2265225924923,1763.6028702660371,1429.2737549230083,1402.0003530353408,8225.193412613587,1494.742047198609,1349.0824743724488,7898.080423281935
tbar_single,1484971.0476045504,2799794.2182320408,2690606.1435342073,-285.66480389505665,-8.391037403326527,-14.331518512372979,1993.382352360511,1511.0727952779373,1515.298737928323,1963.827276118534,1990.4882225933118,1016.8379594454002,957.6684744876608,452.1997787163717,1076.1633341276909,2024.7294339689815,493.69007634676495,1540.7033381720717,1489.434284899788,1643.1179457216435,1505.3811524010646,1686.537216976697,1539.1972199041545,1681.7861021646102,1752.3255572059022,1413.6263750737023,1391.6031720994067,8209.613244754437,1493.1680198609306,1346.3067039204354,7891.5272296225985
