vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,tbar_cross_1_LENGTH,tbar_post_1_LENGTH
tbar,84913.61683428848,79477.77504428076,97724.69298265614,-673.2251369869792,-158.31233668753413,359.99999999999994,431.5303843530735,492.3967407465174
tbar,85114.58731670756,80193.80529338932,98280.43746998199,-675.4111700247234,-161.56848861977556,360.0,426.9024179065644,501.73289877037973
tbar,84191.14471432393,79308.5294401537,97198.47596257158,-674.4198629116008,-163.20411460734155,359.99999999999983,421.9077375635407,497.5613486380962
tbar,81348.54791845327,76169.1847917795,93613.52411216173,-669.8009894864102,-165.38099874458933,359.99999999999994,411.0721732606343,478.0256893081173
tbar,81177.44613807902,75614.85222494416,93173.4994280075,-668.2134924963681,-162.96066104231505,359.99999999999994,414.4212626096441,470.9487707875916
tbar,81763.74895393728,75472.72949077643,93428.35426815355,-666.4004512552452,-156.9393986543073,360.00000000000006,425.30267324212997,462.2264556372706
tbar,79298.27436756322,73372.66199799668,90699.55458935088,-664.6627652833545,-163.17133742644748,360.00000000000006,409.11426185326656,455.2968479417812
tbar,81158.69496303222,75247.77141344057,92937.15345611962,-666.9721480312832,-160.5335942610225,359.9999999999999,418.145150601799,465.2225919233521
tbar,79960.34908218596,74021.47299377431,91484.54745234811,-665.4230257415184,-162.10175323944583,359.9999999999998,412.5299263194768,458.5315360568983
tbar,78074.13994313459,72266.19040073353,89305.33648529623,-663.5622746407798,-165.81096560468393,359.99999999999994,401.7785223415851,450.82096163583265
tbar,78679.04338466379,72253.84806338402,89650.0543443035,-662.2651447188066,-160.50270072540496,360.0000000000001,411.54591408958925,443.97397262209745
tbar,81159.44569697762,74956.26002576726,92758.46838927604,-665.9741986080729,-158.4550448846363,359.9999999999997,421.3533498186507,460.5005971657479
tbar,83676.67647037593,77864.35416515982,96013.11341735053,-670.3601175955828,-157.51211918088856,359.9999999999998,429.52062077551903,479.9062354467002
tbar,85110.98191004522,79586.06462566156,97906.42240676685,-673.1349760629009,-157.40026016450523,359.99999999999994,433.4814357908053,491.98527622951656
tbar,86306.90818755898,79856.33918158305,98771.16107142881,-671.2284457013822,-149.1197513350456,359.9999999999998,449.52284743470165,483.26981273341715
tbar,83792.92673408378,76916.01048311502,95498.92158171436,-666.8315825654856,-149.75380619596334,360.0,441.7550391634854,463.3156538850153
tbar,84001.91227970227,76527.58599753545,95381.99033209063,-665.1318263255977,-145.1009978821045,359.99999999999994,449.34117131789554,454.73889611548316
tbar,84480.66507184407,75980.66750380797,95324.05434042176,-662.5232109577034,-136.79492946556576,359.9999999999999,462.97373453780926,440.61550706783436
tbar,85274.27287494592,75600.12719347447,95550.67062508744,-660.0539157071487,-126.71909321459333,359.99999999999983,479.8144262579321,425.6946776353034
tbar,85611.4771628683,76187.29483169445,96109.31746045343,-661.0937876900834,-128.16418502514014,359.9999999999998,478.719770673399,431.52211309434574
tbar,83434.116021772,74287.64666046324,93670.51106600324,-659.5459117349678,-133.38577103163925,359.99999999999994,464.93867342912773,424.64197484819044
tbar,82300.60697090189,73157.70157618361,92313.54372639437,-658.3428070577215,-135.02239617371643,360.0,459.32311229512595,418.76149356559165
tbar,82767.04381872645,73961.60343950467,93081.47470768866,-659.773103519134,-136.93922063135815,360.00000000000006,457.89486279537954,426.6955497095315
tbar,83959.71562263892,75671.6797242861,94830.38241590581,-662.5774758697576,-139.1339403266991,359.9999999999999,458.07358365821307,441.3333366649182
tbar,87271.5136814142,79141.88341658755,98895.8705423026,-666.7361219494007,-135.52983670772045,359.9999999999999,472.6818960010489,461.1672858128527
tbar,86038.60965676185,78422.50778335346,97734.63154904339,-666.9923825379232,-141.09950752178386,359.9999999999999,460.95811558829024,463.05320769162006
tbar,84975.06564649561,77154.19871795307,96334.68750843099,-665.1404252796077,-141.13877352561582,359.99999999999994,457.9506127938237,454.2005753140889
tbar,87446.44047666299,78964.72541838614,98888.95602940327,-665.8318653516018,-132.6620665624689,359.9999999999999,477.4086147727019,456.3819882300075
tbar,88006.98685369597,79577.87465251956,99592.79899229214,-666.6095084653527,-132.2447459286079,360.00000000000006,479.60051367116984,460.1529510156894
tbar,88605.90293851984,81036.64862617041,100838.05210412924,-670.048083800824,-137.70142289895526,359.99999999999994,473.1412592390406,477.1618201476163
tbar,88782.05909492116,81301.23843412477,101103.21745371714,-670.5431437076982,-138.0870823451037,360.0,473.04535676328686,479.5041673367365
tbar,85148.1667322577,77803.22502089488,96834.66400899184,-666.8581323268224,-144.37773342254135,359.9999999999998,453.58436098563294,462.80255991405613
tbar,87905.77919939857,80111.31011210263,99861.43021938825,-668.5181476480802,-137.07671210589987,359.9999999999998,472.1437186846317,469.8855531576231
tbar,88859.7744613147,81453.92639685335,101242.23785039134,-670.8838283809259,-138.51727741477882,360.00000000000006,472.6098283520666,481.11745760728036
tbar,89443.58633727697,81772.2162703411,101778.48939369727,-670.6509195371596,-135.7362446277321,360.0,478.40446606504753,479.86586990579735
tbar,91522.72079779135,83559.05896545899,104088.72014196998,-671.9961405815482,-130.57452531517117,359.9999999999997,491.8949449424805,485.94735116259545
tbar,90353.88630937602,82659.84175385912,102854.52508831488,-671.5968756631074,-134.24341096803667,359.9999999999999,483.1590274796886,484.2273362878651
tbar,91203.68261737922,83696.9695000365,103986.65227854947,-673.1895012939633,-134.36051691056255,359.99999999999955,485.3204947261705,491.6570963465849
tbar,90392.53579036187,83078.96829836443,103133.87435312252,-672.9379519437196,-136.9419511775018,359.9999999999998,479.19143155284627,490.5615411252802
tbar,92070.64919722486,83898.86086146969,104617.20626894874,-671.908540189962,-128.25445055089884,359.9999999999998,496.8838461536891,485.43571241378606
tbar,90212.35917039697,82237.85925930867,102513.14668269153,-670.5040855973846,-132.40271805941458,359.99999999999983,485.5261599985541,478.9680924288043
tbar,88838.40375317531,81818.27423188197,101453.0277965089,-672.1798024376685,-141.33041259310835,359.9999999999997,468.28612115429337,487.22694850877855
tbar,87793.88649948416,80352.0549880894,99943.8436307949,-669.553610742198,-139.81295837323177,359.9999999999996,467.7285951584016,474.998871876599
tbar,88217.61051831978,80755.74050462579,100438.95312737046,-669.9673376580263,-139.04882730703451,359.99999999999983,470.04453015185356,476.87743708028137
tbar,86887.04130336845,80507.23204724926,99509.08791013916,-672.1594293152369,-148.76811169783446,360.0,451.62199667881026,487.42227912554597
tbar,88176.40962509562,80918.65228705946,100514.78882220341,-670.607630681052,-140.58817129959476,359.9999999999999,467.60708961396097,479.9573472923102
tbar,88172.43226344156,81633.55209974614,100950.49129059738,-673.0987478984878,-145.74602274783553,359.99999999999994,459.7277797190806,491.52786913568036
tbar,88073.46184208669,82371.39701119957,101344.05058581142,-676.0349980543835,-151.77760821549816,359.99999999999994,450.1006521155678,504.48917746644037
tbar,89493.50911046883,83041.50440659901,102585.0309170638,-674.949847355264,-144.4156936335432,359.99999999999983,465.32635621961515,499.7768896472367
tbar,90917.98022559406,83456.89092073939,103672.56716187159,-673.0242027836254,-135.10819433114546,359.99999999999983,483.4065222242214,490.910182533619
tbar,90621.32482902694,83730.00019134139,103666.20259883355,-674.6787695769352,-139.63439531547914,360.00000000000017,475.71337005203276,498.54941499491093
tbar,87704.78716319054,81209.14666126983,100417.1334854407,-672.7065181785632,-146.74166968347146,360.0,456.9385267709602,489.7985874276363
tbar,87660.83954027739,81380.8486074329,100496.56782417494,-673.4253925782094,-148.33416665451276,359.9999999999998,454.3645899383556,493.0454811551994
tbar,88385.93466314276,81761.65088446037,101153.78602935461,-673.0442669371051,-144.82453534474237,359.99999999999994,461.71868770367956,491.2592464792593
tbar,86397.8397604013,79923.26649331505,98865.32218008321,-671.250898895412,-148.81516882124183,360.0,450.23557973339774,483.3548005179451
tbar,88222.17538699403,81498.65135504966,100896.96553777726,-672.504093975975,-144.35815148265698,359.99999999999983,461.9919188437896,488.810267125875
tbar,89852.17460698992,82881.35500116744,102696.85906217195,-673.5151511888795,-140.19624007618762,359.9999999999999,472.7694688025961,493.28116987321107
tbar,88086.74926463769,81217.69993544543,100645.68254728173,-671.8388744308274,-143.51667932889768,360.0,462.9119485362367,485.7614021748436
tbar,88920.41541941327,82393.32515626727,101853.1010182877,-674.0121577048438,-144.7282923364726,359.99999999999994,463.30544604459993,495.59698944406426
tbar,88362.92851397504,82066.00326441803,101326.63826338688,-674.1889247658678,-147.17894902832455,359.99999999999994,458.02890030062116,496.4134144582067
tbar,89350.00456845145,83748.89732097845,102933.47490096203,-677.9383281483179,-150.58668852722917,359.9999999999998,455.33231233639765,512.7229034871207
tbar,90722.69513364215,84710.26278789979,104324.85158358728,-678.0085838328347,-145.69041821609568,359.9999999999999,466.62812608632834,513.2146434196093
tbar,88016.91309109116,82281.82254018614,101256.17545864021,-675.8441034937118,-151.63135195929547,360.0,450.1805643314278,503.6647991460275
tbar,90459.82546165473,84436.31423802963,104003.50992648897,-677.6580356024074,-146.00193534771844,359.99999999999994,465.4444997999504,511.67590696932194
tbar,89689.17876714282,84785.35580592652,103765.05543396583,-681.057019501157,-154.87440213562067,359.99999999999994,449.4192878812533,525.6809649163948
tbar,88006.08197561087,83759.6168672897,102152.4408608745,-681.6419148222722,-161.83160911574805,360.00000000000006,433.90264171198254,527.5357601385161
tbar,88622.20797831281,83863.65904254155,102577.11579789015,-680.3377400521746,-157.45257444193476,359.9999999999999,442.53861585623054,522.4975741994037
tbar,90387.3973354754,85488.2699426865,104603.2747054937,-681.9203673001354,-153.8663617336664,359.99999999999966,452.8363383121865,529.3651939478501
tbar,91720.27054348632,86115.91555274336,105767.67386297372,-680.7419260896481,-147.04754175767044,359.9999999999997,467.134496972439,524.9316663023005
tbar,90996.50865364422,86254.48688789633,105427.78037852288,-683.2882513829557,-154.02550922460958,359.9999999999998,454.1531655402243,535.0334664441752
tbar,92340.44094133188,88023.55219931006,107294.3941637855,-686.6652125617935,-154.8836250414444,359.9999999999997,456.21208695394176,548.7882426961479
tbar,92917.11837295958,87941.82598718621,107583.07910582703,-684.6574770922837,-149.5797095573119,359.99999999999994,466.2365361760216,541.2094929701958
tbar,90152.78893602593,85210.5216511732,104296.27363472509,-681.4650265143011,-153.92197968358852,359.99999999999983,452.1405373668969,527.4601236499788
tbar,89516.67678192709,85375.18316319768,104023.61965135366,-683.9371311251872,-160.2776124644203,359.99999999999983,440.2659612650782,537.0248123533306
tbar,86579.48939150243,82635.48222189069,100630.17084746264,-681.1049062227518,-165.98895724246935,359.99999999999966,423.5240046520721,525.0179330515841
tbar,86110.06983494334,82044.39023144351,99994.25016461832,-680.0211303442292,-165.87749840760137,359.9999999999998,422.5181798566142,520.636324465131
tbar,82274.06986856133,78291.1136800125,95454.21699318416,-675.5181044036107,-172.16696792842336,359.9999999999999,402.5828270069038,502.10913485849557
tbar,82555.03167410103,79636.80766154043,96441.03076499485,-680.2499804802711,-178.78696502156387,360.00000000000006,392.36792708595846,520.6841866024695
tbar,85323.8061474864,82012.95154764835,99514.15250194496,-682.1542856695149,-172.06275438578342,359.99999999999994,410.3938572187616,528.6933251173311
tbar,84980.0706502573,82902.61301322884,99854.78774708581,-687.0879692045793,-180.5537460064055,359.9999999999999,395.2699162264473,546.7030814954873
tbar,85429.33666005476,83175.9037558665,100284.96265458845,-686.8841767821326,-178.75633631051787,359.99999999999983,399.41669686099806,546.2006840666761
tbar,86404.33313861376,84174.83987481635,101465.68831018762,-688.2564049143463,-177.44312354756337,359.99999999999966,404.00571803172454,551.6146097782593
tbar,88398.21583748658,86430.69582021433,104009.59116000491,-692.0240793713406,-176.1103491665448,360.0000000000001,411.08310187426315,566.088824276798
tbar,90024.51056268065,88761.22265545683,106382.09974983013,-697.431919714473,-178.08330453663922,360.0,411.5454644328959,585.7260312407756
tbar,87668.88158008788,86290.81025650314,103495.90997049598,-693.8256416317902,-180.91269504206977,360.0000000000001,401.05618409101857,571.7639050107392
tbar,86791.08690310374,84590.54511029439,101945.86801474032,-688.8872650803186,-177.0462746765652,359.9999999999999,405.6151576949292,554.0731871483308
tbar,88343.01362452884,85870.58784714335,103636.40316205194,-689.6590112132059,-172.97428892213614,359.9999999999999,416.28955097541404,557.72077730324
tbar,87943.29778055305,85119.20672825226,102944.27628741223,-687.5873222734673,-171.30748667047837,360.0,418.1209735173483,550.0257501805049
tbar,87559.39103801279,85701.93167774082,103073.45707122487,-691.44685980519,-178.0681741859227,360.0000000000001,405.7130721920642,563.5280535055807
tbar,87314.87899041835,86558.72832501389,103450.6290971454,-696.3392924213136,-185.2926783453798,359.9999999999999,392.5483150088326,579.8881607033436
tbar,86546.18536763602,85920.06343743722,102610.57560194186,-695.95501913126,-187.24573287352575,360.0,387.309387632879,578.0102693238384
tbar,84030.78354038058,83347.69832204134,99568.21199720097,-692.3221245771126,-190.68380864992108,359.99999999999983,375.4023128875319,564.1428541268522
tbar,83259.05431798699,81628.4128416682,98068.45223050324,-686.8465696133162,-185.96887170284052,359.9999999999998,381.85525101818695,544.9841555925328
tbar,81517.99132955664,79546.20704233309,95777.79084417115,-682.9926732618202,-186.43490761160805,359.9999999999998,376.91219558627995,530.5210398582768
tbar,84267.94346744298,82012.93646693508,98894.81099721731,-685.3632415737675,-180.49281339401168,359.9999999999999,393.65948102455474,540.1807244677454
tbar,80476.26682069243,78252.02610699495,94377.384022209,-680.4933502859097,-186.39366158916775,360.0,374.4871480331604,521.0820316188566
tbar,83354.6281415473,80744.3201840078,97585.60519517979,-682.6114732072708,-179.58314228791096,359.9999999999999,392.98623827161305,529.76255404296
tbar,81924.27611392886,79526.31282686503,96003.87385040845,-681.6576305566537,-183.10139354701957,359.99999999999983,383.56969206786766,525.778887802094
tbar,81978.68948866741,78658.68918995388,95505.9813666133,-677.8222907875374,-177.01867916378384,359.9999999999999,393.88597948044105,511.24452310383964
tbar,79980.1990966857,77138.17227388182,93406.4110745778,-677.1970647650016,-183.150874287166,359.99999999999983,378.7587033991483,508.5845257340026
tbar,79768.06640318222,77263.16279931224,93358.55179911434,-678.3402388167186,-185.65564219354337,359.99999999999983,374.03026145290585,512.907510419266
tbar,79785.84383040892,77009.9090651178,93214.20911580385,-677.2172003676363,-183.87310883726474,360.0,377.07372860469883,508.64119172091966
tbar,79338.95718482923,77789.0005768174,93428.14264104635,-681.9451715137324,-192.37995761319453,359.9999999999998,361.49613978714217,526.03119621624
tbar,81397.61000423924,79652.66189375888,95772.1111840442,-683.845894272666,-188.0518532177395,359.9999999999998,373.845613406096,533.5395047317094
tbar,80077.37584401162,77569.60176465916,93726.93763594223,-678.7393331513778,-185.17194064735781,359.99999999999994,375.5965340705873,514.4621524192268
tbar,78451.64364950664,75982.47807930337,91804.97680019798,-676.7329417500481,-187.86638647182065,359.99999999999983,367.10943429308975,506.6666618602985
tbar,77401.69282930759,75633.88003258916,90977.07698238683,-678.3338036964827,-193.9270279673362,360.0000000000001,354.2521324053203,512.5101092915588
tbar,76987.15280469532,76444.4229500999,91228.92106618974,-683.3240719254057,-202.1538739502669,359.99999999999994,338.8492972642939,530.0465331972217
tbar,79537.48652724132,79371.05844927623,94508.9754226816,-688.6824644926734,-200.5882365642935,359.99999999999983,347.4342962929649,549.2497077747441
tbar,80817.56657635988,80414.355837267,95895.80517744317,-689.3062486349471,-197.22857948450041,359.99999999999983,356.37412624195525,552.0589105548235
tbar,83394.24604098478,82827.74453367617,98877.93807040356,-692.0269696390077,-192.35454174271393,360.0,370.96852273895894,562.7287376162838
tbar,80920.30274586024,80385.64840406072,95938.64660610083,-688.8161369381404,-196.2747496768474,359.99999999999983,358.31325037906646,550.4827331642257
tbar,81771.49467707344,81305.79519096608,96998.63805855767,-690.310993927822,-195.41217459169457,359.9999999999999,361.7986292989363,555.9774574074804
tbar,81004.58988537175,79871.30669150848,95674.81564548305,-686.1101672180662,-192.46921096007534,359.9999999999999,365.2391130622274,541.3217305292452
tbar,79789.45906624408,77931.5108067254,93779.19742126984,-681.180939119993,-189.75940721213252,359.99999999999966,367.0872570332797,523.4141672375202
tbar,81953.15747732148,79595.14018860951,96062.80226494848,-681.8696797792223,-183.31447216939313,359.99999999999983,383.2782136946507,526.569599674395
tbar,85229.50130380399,82930.11966621927,100017.94745114922,-686.4193378129185,-178.7630737870294,359.9999999999998,398.9224711533288,544.4327933511897
tbar,84983.77936276914,81712.38685293183,99131.41958527955,-681.8869836398472,-172.83188792386812,359.99999999999994,408.2752416730852,527.5694795397478
tbar,84417.35601820677,81850.9800274451,98883.75290465928,-684.1856872723821,-178.269425586726,359.9999999999999,397.7887100374132,535.9578128013825
tbar,86328.85288297881,82981.36703958643,100694.1960473087,-683.2769505244045,-170.31505552309872,359.9999999999999,415.78584614895317,533.2985043244711
tbar,84971.68777959855,81928.85746036569,99256.37500523616,-682.8419660545139,-174.3463368026217,359.9999999999999,405.72734688369286,531.1759796220422
tbar,84509.73237199368,82504.504666664,99336.21481710156,-686.7975705243209,-181.7202738525347,359.9999999999998,392.14596995834495,545.4337485554711
tbar,83852.38118150317,81647.20094352453,98428.08133261776,-685.040637388054,-181.436161480864,359.9999999999997,391.05192086194563,538.8342145030155
tbar,83217.84819757951,81330.48359372147,97862.74477449241,-685.6271992166731,-184.4115051885795,359.99999999999983,384.44150799404315,540.6551730766554
tbar,85761.98802693206,84204.8813066719,101106.7427127082,-690.4910554994707,-182.66284145805577,359.9999999999999,393.50689788293346,559.0724917309515
tbar,85561.68483398552,83680.03734043274,100669.65878256038,-688.7354703186285,-180.92062028632054,359.99999999999994,396.0350544103,552.8414196993382
tbar,82666.01185300335,80697.63903764186,97153.25282771127,-684.5330816462063,-184.72859480998002,359.9999999999998,382.5796205249958,536.5063414396823
tbar,84241.17887156553,82727.12130391934,99314.13243624297,-688.6847366296557,-185.22178507099025,359.9999999999997,385.4728089424632,551.9198306494069
tbar,82095.178924493,81378.8099599769,97233.16782729913,-689.5500924567177,-193.39502148944698,359.9999999999999,366.1317040369485,553.6312869159508
tbar,82120.05116794122,80438.66541040354,96675.09151621941,-685.0987663635975,-187.36459798916837,359.9999999999999,376.74450900140516,538.2905354810053
tbar,82444.3362568193,80072.26728030147,96641.87817384202,-682.4556751752609,-182.4855555882154,359.99999999999994,385.8709835441383,528.8826820269143
tbar,82254.1833121076,79435.92858273895,96142.08521305886,-680.2824437166084,-179.8894055005819,359.9999999999999,389.7852271519161,520.7342605513495
tbar,82772.81421905765,80138.07884780789,96874.62139972193,-681.7462244977094,-180.2997134675947,359.9999999999998,390.36208761023977,526.3633468595858
tbar,82766.68531445735,80354.69939298024,97003.17960439128,-682.7050365240518,-181.74446365327722,359.9999999999999,387.90681759199504,529.9077444719458
tbar,84657.45782671042,81815.84603871056,99003.16584335495,-683.3013808327363,-176.12802561167373,359.99999999999994,401.9763830739109,532.781789911698
tbar,86879.10177642702,83776.67367797268,101501.81987153064,-685.0224411587825,-171.0949638580672,359.9999999999997,415.85490065629966,540.0715288185164
tbar,86962.15218811309,84710.09927819108,102119.10045456752,-688.8759856780921,-176.46041243987167,359.99999999999994,407.02572893256723,554.1302175382743
tbar,86714.61581802866,83460.5987195718,101212.66274087464,-684.16361262124,-170.35009532184367,359.9999999999998,416.6860211651342,536.7907084959472
tbar,86709.98079215588,83712.05571673815,101363.2045187642,-685.2583111115401,-172.03009357193093,359.9999999999999,413.8777904973367,540.8743085949558
tbar,86622.79145760076,83627.93849723306,101260.78216462424,-685.1604327488694,-172.18096168256992,359.99999999999983,413.41095120438337,540.4734396585123
tbar,84414.06702045625,81983.4716088753,98962.58834956918,-684.7772086427748,-179.14802397481353,359.9999999999999,396.29542364179537,538.1189823450771
tbar,85552.56555888386,82852.21729191003,100160.06408659418,-685.0686843602979,-175.69881849773876,359.99999999999983,404.8882433897369,539.671013887114
tbar,86921.28384957163,84727.49223485478,102105.68817631906,-689.0860600241782,-176.89354202903502,359.9999999999998,406.1895740361992,554.8527454407223
tbar,84405.64232742896,82176.05459061064,99075.01440688536,-685.6562558837521,-180.44814787396427,359.9999999999997,394.067598977737,541.299265248853
tbar,83760.33088626241,82462.0285413545,98870.39531861761,-689.0468637781055,-187.2931919158586,359.9999999999999,380.7369267593993,552.8964324304002
tbar,81888.22046059299,80875.02353689271,96804.90170832282,-687.866793537325,-191.88105570357303,359.9999999999999,368.3273774874376,547.8074012560481
tbar,78392.3900226817,77496.3526068061,92694.5895444379,-683.6332182635934,-197.8718768401513,359.99999999999983,349.67594459441744,531.6368295198996
tbar,79522.75661897536,77471.5365250972,93342.09883365137,-679.9712536469192,-188.93350523404192,359.99999999999994,367.8683263095112,518.930058280948
tbar,77968.51720407084,75901.34433253758,91472.4847833653,-677.8021189177906,-191.17225299880815,359.99999999999983,360.32854331736445,510.6307257709072
tbar,76098.18423337647,74884.9082188061,89755.97619730762,-678.995463674331,-199.36931291341097,359.9999999999998,341.7385063257344,514.678735892925
tbar,75966.97180482929,74741.17202574578,89591.31024042316,-678.7559240387685,-199.48937141659323,359.99999999999994,341.22383478335036,513.7983798840496
tbar,79217.51524691119,77760.99612593863,93339.85738298953,-682.2008307758465,-193.14865482977612,359.9999999999999,359.8756549027316,526.9037404231145
tbar,79223.812134271,77279.97019580824,93049.95536130904,-680.0389178506961,-190.06658708339486,360.0,365.21435260636673,519.1090322904754
tbar,80985.83176327561,78352.17545739398,94737.13299199656,-679.404553971528,-182.99258592554932,359.9999999999998,381.47741788987986,517.1395060189725
tbar,77320.2279958736,74768.56553812271,90400.36354266222,-674.8640727282127,-189.03534155722215,360.0000000000001,362.3991527805087,499.47725123128015
tbar,80354.7970350065,77686.11786089577,93960.62336809761,-678.4222355446708,-183.71431920486313,359.99999999999994,378.7272208814666,513.3112192918717
tbar,81793.2811224731,79683.75632893684,96023.12206074336,-682.7485412214097,-185.14431410433482,359.99999999999983,379.77899181511157,529.7326562702708
tbar,83396.44450055822,81696.34307446501,98190.47262781895,-686.7120596151126,-185.32503972543006,359.99999999999983,383.2934592322073,544.5796875594932
tbar,80895.21560343189,78793.19600814422,94953.24703664781,-681.5868079596913,-186.5437394043202,359.99999999999983,375.23645914427243,525.2113535056828
tbar,78572.66591882598,77102.13867422008,92559.77852929798,-681.2573135608199,-194.03280222159844,360.0,356.8256048651995,523.3450686966308
tbar,80251.09434652462,78638.71847974425,94481.34486347335,-682.9004678526346,-190.6135962140971,359.9999999999998,366.7064870781694,529.7434346565458
tbar,81284.20122384277,79534.74686847955,95633.69136223919,-683.6737454826091,-188.19419919782027,359.9999999999997,373.3311248354612,532.8813194314849
tbar,81720.17405192461,78606.53801527193,95322.70150623642,-678.3425486814779,-178.76309058062176,359.9999999999998,390.3533738863309,513.2244066924158
tbar,80299.93419501331,77225.15944372425,93646.79498776588,-676.6492471103298,-181.14955522854393,359.9999999999998,382.88339224238433,506.49633665138373
tbar,77868.49766089629,74615.52870372165,90627.42592710834,-672.7215590131784,-183.6258629563512,359.99999999999994,372.77561753772824,491.0244280582121
tbar,79147.50336893702,75558.83832122253,91953.00012839312,-673.0596374548406,-179.48193627579127,360.0,382.7802148993937,492.24991472252884
tbar,77881.28875834377,75029.14624608457,90888.09110658844,-674.3692990362623,-186.23858706641914,359.9999999999997,368.4609352643289,497.5474302169655
tbar,77676.13391987812,74294.8651829289,90318.5580440458,-671.9547336748227,-183.0652980191872,359.9999999999999,373.224829390015,487.9585295833601
tbar,80326.44739116955,76806.17435472884,93406.0837933228,-674.8658756260455,-178.17051359750064,359.99999999999994,387.87634060481133,499.46411584613884
tbar,82173.40693692473,78455.53146648066,95495.8309095001,-676.4502754857267,-174.0900708139914,359.9999999999998,399.1912468584063,505.8532624361942
tbar,81717.90077618386,77743.96967900322,94794.04617083468,-674.8455857542041,-173.05908535525657,359.9999999999998,399.72683737798906,499.37224722765313
tbar,80062.1175671441,75700.69743512136,92574.63672443766,-671.2331243301657,-172.9141259738836,360.0,395.7565723431344,484.5399778235149
tbar,80305.32434475928,76096.4098591522,92959.2469192758,-672.1266846088072,-173.5857354930691,360.0,395.2937949527988,488.2611203820135
tbar,79595.3202805197,76336.57967236683,92690.96041211596,-674.9709957576486,-180.99722727829345,359.9999999999999,381.39676197879413,499.88526662095506
tbar,81106.55507492696,77162.26207004949,94080.4124477201,-674.1817150406242,-174.17212999415244,359.99999999999983,396.37281975606794,496.680457178767
tbar,80071.26720620986,76345.05702090617,92974.61481972026,-673.7126246922838,-177.18129094931257,359.99999999999994,388.8601728958842,494.82493719764256
tbar,81122.55438459278,77887.65493497126,94533.41689740335,-677.0625717825993,-178.86327506084126,359.9999999999999,388.7104764690576,508.18059244238367
tbar,80490.14412863132,77211.56299046776,93749.83661059204,-676.059572058716,-179.5241635008369,359.9999999999998,386.0502497472911,504.20243373580865
