vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,tbar_cross_1_LENGTH,tbar_post_1_LENGTH
tbar,79811.66215898101,77301.26060343295,93407.36298594206,-678.3748100275833,-185.55459540904437,360.0,374.3065349922945,513.044758604238
tbar,80065.51963684661,76515.92368520124,93075.82069736531,-674.4094273544938,-178.36666580825855,359.9999999999998,386.9030109072039,497.6395015925973
tbar,79506.62439872601,75575.94735549644,92173.47806764403,-672.1799974589552,-176.65594013609464,359.99999999999966,388.2965763435518,488.6014123399484
tbar,80612.41164204293,76924.45424420178,93645.78035332474,-674.5637512313403,-176.62647097447737,359.99999999999983,391.1245880152932,498.24654503373154
tbar,79433.60613172076,76887.05084756925,92932.8530709185,-677.7176377839688,-185.88967084441748,359.99999999999983,372.82481184770734,510.50649839994037
tbar,78291.40148282392,75903.19706911298,91662.6911657273,-676.8612972609471,-188.62924153141407,359.9999999999998,365.4314694626677,507.1392021816683
tbar,77244.0315299814,74345.88041974265,90097.11423315223,-673.3288572670376,-186.89552260525628,359.99999999999994,365.80514077960703,493.50217639923227
tbar,76134.43031328535,73268.36653579753,88788.42110038213,-671.9697273321937,-188.77281151496385,359.99999999999994,359.9573318153804,488.262915449915
tbar,76320.95166925865,74578.22333004279,89699.04341201708,-676.9579122880021,-195.71456257301352,359.9999999999997,348.61671166187534,507.3182037568009
tbar,77533.7439213743,74543.87635176034,90387.77603275767,-673.3414197928912,-185.85972873321194,359.9999999999999,368.2426035170268,493.5271608258783
tbar,77020.66415940646,74198.75238129238,89876.39785378167,-673.3417717994713,-187.72929027187126,359.99999999999994,363.8654987593917,493.5719393256635
tbar,77185.17069646035,74681.43364120259,90268.02636247655,-674.882463775642,-189.5485262112233,359.99999999999966,361.2064281357626,499.54883331621613
tbar,74669.67340908249,71877.59185027436,87080.05084559464,-670.2850138088644,-191.4584157463255,360.0000000000001,351.8951294264188,481.8520378029515
tbar,71122.89956875151,68480.96749772382,82924.79738024119,-665.9899979863316,-197.77531619024637,360.0,332.7050099255051,465.83941609183336
tbar,72189.52498261177,69124.3597003926,83942.37099094647,-665.8130591132802,-193.39211295373752,359.99999999999983,342.6165918378023,464.54857916670255
tbar,72088.6948385985,68854.70686544526,83717.86088857523,-665.0255268176772,-192.42505087015124,359.99999999999983,343.96930858590724,461.2938434204403
tbar,73210.30013410309,69832.9349886893,84973.23262638859,-666.0038737394774,-189.78813153773913,359.99999999999983,351.0844773718885,464.8140129548814
tbar,71589.6823748971,67938.09100899602,82863.22885742885,-662.7789970862741,-190.3794708213463,359.99999999999994,346.0873921298466,451.93543375083584
tbar,71289.78155227604,67423.2783330382,82371.58542795845,-661.5896540025992,-189.37508758575694,359.9999999999998,346.96811405596463,446.88957567585237
tbar,70598.64733582664,66510.37004632357,81406.6936074888,-659.8678268407485,-188.89637329623494,360.0,345.99782949208344,439.68542820163657
tbar,67284.09106922544,63274.07044316481,77481.70302464305,-655.6233316867892,-194.3808034002966,360.0,328.80990500152274,423.6213672478323
tbar,66861.66307952523,62366.08888055865,76674.68924285869,-653.4411261048463,-191.6471190691461,360.0000000000001,332.09367293560166,413.500688508775
tbar,65017.8561898139,60372.59259376515,74370.00167738921,-650.4574325318449,-193.33323712858987,360.00000000000017,324.6971127265703,401.37224967303536
tbar,66745.63079357846,62332.217014171496,76586.4050989106,-653.5484096356553,-192.3928906863432,359.9999999999999,330.61552743351984,414.23090277189795
tbar,67931.54782986573,64279.604450812876,78479.0949841801,-657.7575568790221,-195.85492450330113,360.0000000000001,328.05085276611015,432.8301882714303
tbar,66954.53448754239,64248.395378370165,77891.39444684138,-659.8256521346267,-203.63324936129604,360.0000000000001,312.82686007162187,443.0752620868159
tbar,67352.12381301173,65262.84075413137,78747.55755440428,-662.7914773175693,-207.0406291912057,359.99999999999966,308.0124261603555,455.1429931945413
tbar,70094.06868792546,67512.37677917565,81729.48165234405,-664.7816406462692,-199.71756861375454,359.9999999999999,326.9596381246419,461.458235905752
tbar,71435.9280104701,67905.00653139166,82753.26983694785,-663.0160751016357,-191.4212572460088,359.9999999999999,344.0033252388568,453.0879428020462
tbar,71993.96403937509,67343.76314351118,82732.49906991902,-659.7742527171802,-182.9437121234248,359.99999999999994,359.059115918303,437.85618501431446
tbar,75065.69660399317,70573.50380650714,86510.53639307489,-664.3333018252406,-179.46650980509907,360.0,372.4791660387738,456.4431523442555
tbar,75226.21634532473,70965.09956807729,86844.89483254087,-665.3791085561646,-180.81054952147426,359.9999999999998,370.7371025996579,461.01785492674054
tbar,77555.74573850878,72969.65607615413,89435.50001881119,-667.1989532714178,-175.11399308044352,359.99999999999994,385.81394116451565,467.88827053427354
tbar,80096.3845647991,75502.45361259865,92473.1538359368,-670.398662343188,-171.27708802019148,359.9999999999998,398.4691885637864,480.96761239836
tbar,82988.75542229932,78471.58323371553,95982.84301553277,-674.3278150545705,-167.49066192074628,359.9999999999999,411.95757810143186,497.21283140087957
tbar,83014.6732259804,78446.61829246196,95982.72925815074,-674.1640109349014,-167.10570978415302,359.9999999999997,412.6416554449985,496.5277903202718
tbar,85779.75987390486,80940.0104468632,99126.10110727398,-676.5405983576109,-161.13313392375315,359.9999999999999,429.316999755774,506.4826640360296
tbar,86476.69036553003,81477.38080311597,99862.64553073756,-676.7775584901775,-159.00371486752275,359.99999999999983,434.5144318679082,507.52513592651405
tbar,86974.07578939779,82600.7915749839,100840.27431904245,-679.8528657162219,-162.5193861628269,359.99999999999994,430.15878648745263,520.163119201176
tbar,87773.06948580641,83713.39495362196,101987.6171557074,-682.1175309929553,-163.43139691325234,359.99999999999994,430.71183603778076,529.330201839501
tbar,89751.02583046656,85540.03171721702,104261.59187547464,-683.9383284012031,-159.46220431583026,359.99999999999994,442.18668279867825,537.12015907916
tbar,89711.87184654489,84839.87528606613,103811.62604582566,-681.2110261263025,-155.05733413639348,359.9999999999998,449.18547164245103,526.3093210337045
tbar,87668.24623602879,82589.11014448787,101239.84040501803,-677.9193612865391,-156.68392022718325,359.9999999999998,441.29660226065363,512.4103728681387
tbar,87248.44317054498,82443.27412394437,100904.84183110578,-678.4758966182665,-159.18204075011442,359.99999999999966,436.22684283885394,514.6420700147578
tbar,85562.51644858194,80378.95056825026,98655.83137924934,-674.9586338416639,-159.0956751907316,359.9999999999998,431.99152560662856,499.82407712282645
tbar,84441.23424862429,80410.32111711646,98018.53987627692,-678.0685299655387,-168.60530042260262,359.99999999999994,413.8558815342796,512.5606744119111
tbar,83111.18229344048,80165.21023578892,97089.53264319796,-680.8546190303897,-177.77102142150952,359.9999999999999,395.43165035489665,523.1144828883547
tbar,84562.66305769012,81119.74696656015,98522.90565027126,-680.6303969447033,-172.3341859587489,359.99999999999994,408.05151110180316,522.6379629626614
tbar,86202.41336953832,82341.17077940128,100229.5221674753,-680.9725482248217,-167.10491166093402,359.9999999999999,420.7500967288164,524.3975999457102
tbar,88881.60629161079,85124.80151658731,103498.4075530201,-684.7557701423069,-163.7888417822446,359.9999999999999,432.92542561194483,539.9158226686656
tbar,90864.44539201484,87116.69567762586,105875.62269978943,-687.2539651803881,-160.88012342403613,359.9999999999997,442.6865514341126,550.2941396782783
tbar,92113.79317611319,88900.73892904207,107695.13797632643,-691.1196036774966,-162.52050417931187,360.0,443.0968292552192,565.2985473740326
tbar,92496.66170009518,90160.17626182921,108685.78160432237,-695.5473721773128,-167.60312463918734,359.9999999999999,435.4953454134596,581.292629058611
tbar,93330.50041798344,90549.1887842005,109412.44651935299,-694.5623966847124,-163.49576219491817,359.9999999999998,444.47191479979665,578.4722658255148
tbar,95884.77283166765,93040.15445187953,112427.74261568036,-697.4439302344068,-159.2530526275442,359.9999999999998,457.884890323934,590.6044680003346
tbar,96380.02509268184,92723.91574804271,112526.94967295634,-694.413149495809,-153.22416344369285,359.9999999999997,469.1476012000154,580.1822257966969
tbar,95489.57768580108,92087.5658798472,111616.7157660912,-694.4495516946185,-156.22465877496745,359.99999999999983,461.9569209269343,579.6615284286878
tbar,96026.38057604061,93558.63231769846,112825.80159264,-699.3539220122643,-161.46188362023776,359.99999999999983,454.5084750948381,597.3531846473524
tbar,98320.61827828259,95115.36695991227,115120.69644696932,-698.7905521285252,-153.2626309151463,359.9999999999999,473.93321814908825,597.3704781233349
tbar,101047.24887266131,97790.98485268603,118348.90991082336,-701.8646320163218,-148.84209710476148,360.0000000000001,488.0826535793714,610.570027320054
tbar,99954.75775083681,97169.72165409481,117328.89714245682,-702.7126283403168,-153.5282003684071,359.9999999999998,477.5339192898317,612.4773524110527
tbar,100694.27059760252,98497.46566181003,118569.27192154319,-706.3909777520056,-156.17706357501316,360.0000000000001,474.8616282528959,625.657929577387
tbar,100394.57099500026,97316.79373221502,117677.04988409355,-701.8936908112909,-150.97878794965786,360.00000000000006,482.89554036928547,610.0652339235074
tbar,100972.21063510963,97312.03449132135,118014.22220874665,-699.9422809060077,-146.31809744571322,359.99999999999983,492.0801056134213,603.7371466746586
tbar,100045.99959997476,96455.30416292317,116949.25067285878,-699.1408952019259,-148.16112713263502,359.99999999999983,486.7094039870766,600.0855545495795
tbar,98609.37809319983,95979.2428276618,115814.79211399703,-701.7871424099704,-156.54295308954732,359.9999999999999,469.14676912047975,608.0372110736103
tbar,97135.33523189463,95530.98759069812,114675.01148757912,-704.8311518173891,-165.26177133874947,359.99999999999994,450.6943283444036,616.8335856759079
tbar,94161.30662305352,92818.94070713087,111279.25224596346,-702.351421270135,-171.36954257572543,359.99999999999983,433.02409326273926,605.7354111292098
tbar,95351.10383926553,93957.18690244894,112670.09812932827,-703.608189658835,-169.25936885762553,359.9999999999999,439.5163956873867,611.0261655279674
tbar,98228.87525777337,96784.71299268329,116079.00635078327,-706.9779118095253,-164.61990098921305,359.9999999999998,454.4189173933383,625.0034498160501
tbar,99550.24352452172,97168.09398329578,117089.69639518065,-704.1057615529697,-156.71614284455003,359.9999999999998,471.1570884380649,616.8277071226038
tbar,99358.75338303449,96624.73280796366,116647.47575130804,-702.2219174383803,-154.75088618783454,359.9999999999999,474.0088265104158,610.2295360071986
tbar,97945.47194270718,95402.01539844296,115073.82012891978,-701.3746221562152,-158.09533403186805,359.99999999999994,464.89740369766076,606.0091627950678
tbar,101298.30827670178,98842.78483250395,119134.3714391093,-705.8988874037208,-153.6228925202687,360.0,480.6737628332366,624.6332411159875
tbar,98834.01261992095,96146.91519483298,116048.73957548084,-701.7976318992514,-155.84009466220058,359.9999999999998,470.8836629086165,608.282288304208
tbar,99066.47975435747,95994.69407836154,116093.24944636875,-700.3070542123585,-153.00991461864956,359.99999999999994,476.20698824797716,603.3360445266133
tbar,100940.7471308869,98406.50832643504,118659.34961722726,-705.0903440879003,-153.6568124609037,359.9999999999998,479.740513102013,621.5421706931675
tbar,100558.54959152981,97152.15294052499,117673.72843393424,-700.5907054292779,-148.59746905036775,359.9999999999998,487.27003430367915,605.6626011159062
tbar,101389.67430362031,97528.06783561416,118391.01509497873,-699.5399354117377,-144.3694421249571,359.99999999999983,496.3425273523424,602.6668629304853
tbar,99607.08671248876,95925.83313637979,116369.62688743598,-698.2067918966839,-148.22488413387987,359.99999999999994,485.50182861651916,596.3826361828216
tbar,102070.46612813343,98164.03926108783,119177.57837952732,-700.1522164095918,-143.05493166376255,359.99999999999994,500.2227248564691,605.450322405102
tbar,102161.92923553665,97596.75704148944,118887.17940964707,-697.359399109339,-138.5482506058142,359.9999999999999,507.81150638379904,595.4013203713283
tbar,101734.9298977782,98366.20037399858,119102.64102356561,-702.1792852698337,-147.07937475288549,359.99999999999994,492.7300006712335,612.3081875207213
tbar,101115.03815123785,97497.79575431492,118210.9901661884,-700.3069412389959,-146.3854540868319,359.99999999999983,492.32761164183256,605.1566319723837
tbar,98595.34501092987,95186.06187188686,115325.2663650012,-698.2028458262664,-151.52156522805618,359.99999999999966,477.5125385859029,595.5242461597717
tbar,100638.34838265172,97096.67148315914,117687.04476540948,-700.0747317032792,-147.59434109536866,360.0,489.13238686136367,603.9130627041518
tbar,101780.29049316511,97318.30298639784,118493.59703790057,-697.3575468868078,-139.80722082220979,359.9999999999998,504.7914361914968,595.087014335144
tbar,100600.95240757584,97007.35469561211,117610.8447928946,-699.7957544175836,-147.3105862123053,360.0,489.50798890368054,602.8919048768097
tbar,101370.79360179079,98256.174539909,118821.50281418471,-702.9061175832782,-149.2758037840304,360.0,488.1640758921217,614.4923476945763
tbar,98443.58842102566,95703.7187380428,115550.06582014004,-701.0740314602083,-156.08703072869426,360.00000000000006,469.5076393348871,605.433615766168
tbar,99349.19181202266,96070.7750211695,116305.81293284496,-699.7087684407445,-151.24433650405183,359.9999999999999,479.8538121752678,601.4900294953239
tbar,101380.32478932459,98049.0299128928,118701.51075918005,-701.9233296545427,-147.8547269340166,359.9999999999997,490.5560259334329,611.0838413119855
tbar,104316.83604267043,100755.60867717661,122071.72780358345,-704.3901582308478,-141.95393625137947,360.0,507.6947352561076,622.497151602973
tbar,102854.9894960054,98883.25708884877,120075.6854271538,-700.7939960005821,-141.4500266083076,359.9999999999999,504.84232119428805,608.439366609168
tbar,102860.67023083243,98213.94996929083,119672.95563204346,-697.827722359325,-136.95922146354775,359.99999999999983,512.1780947660518,597.6917210845011
tbar,101590.1615093512,96962.61838816431,118165.80596031333,-696.415477569246,-138.98544658626324,359.99999999999994,505.6371215214181,591.4643276568983
tbar,100378.76346448695,96126.17885276854,116945.28380592966,-696.6082953676253,-143.29640899326236,360.00000000000017,495.53713226886197,591.2242195116496
tbar,97977.68095800796,94045.86078358468,114269.57265696031,-695.1360579821331,-149.01443216182116,360.0,480.09594151525124,583.9971499724305
tbar,99702.30283747919,95724.70604326336,116303.55988030258,-697.0067080522815,-146.13054623231503,360.00000000000006,489.1864108842325,592.138343232195
tbar,96936.30086511197,93491.7989775646,113320.55548865542,-696.0280349827748,-153.77823310708317,359.99999999999983,469.625394088686,586.4277532511433
tbar,97736.53791109107,93283.12079125548,113664.31942668762,-692.5911242904499,-145.90744415113588,359.9999999999999,484.55016554355285,574.4153030420148
tbar,95787.877617185,91601.20415917362,111496.43681454004,-691.3920507441235,-150.6001300408125,359.9999999999997,471.95316779865175,568.6462946672381
tbar,93305.11147614713,89288.9738823463,108631.20475235312,-689.1079922310511,-155.4478462299461,359.99999999999983,457.74420481277156,558.5814020054215
tbar,95836.41563746227,92003.7682507811,111769.70517241,-692.97935531288,-152.87501523698867,359.99999999999994,468.3543038417227,574.5602509196775
tbar,97417.24823286534,93610.83298773583,113675.7204798365,-695.0098305201901,-150.68120177697674,359.9999999999999,475.94436604470263,583.1176907097678
tbar,95619.74939983629,92578.27844641298,111991.36664395811,-696.2235516018018,-158.3773017287946,360.0,458.697249912561,586.0951906347844
tbar,94608.20799195128,91344.1710971111,110646.77036332063,-693.9800911242077,-158.44717779117522,359.99999999999994,456.07061533656685,577.3305887202472
tbar,94066.78883239228,90543.33404145871,109841.71394717216,-692.1689394992162,-157.5613615470596,360.0,456.18810960839704,570.3927661784181
tbar,93217.58077799412,89333.41509525984,108606.83131208445,-689.5648630553641,-156.4544483888104,359.99999999999994,455.87568324543753,560.2434351076404
tbar,90379.1280619645,86891.4567442286,105453.53145106754,-687.7656113903151,-163.32246422949515,359.9999999999998,437.4468076386921,551.9579839237643
tbar,91488.53860888255,87818.65084414925,106669.43918219687,-688.3581569400967,-160.46002905268878,359.99999999999994,444.94525479214917,554.7605414030089
tbar,92438.97754810055,88323.67728956873,107534.99437594366,-687.6307137391531,-156.0833462504665,359.9999999999999,454.5119032386602,552.5267586274507
tbar,95194.38157392353,90955.77400579657,110755.1576037096,-690.4539239601886,-151.14143127229198,359.99999999999994,469.562182048068,564.757263941738
tbar,96336.30411526769,91506.59136442906,111761.12732951123,-689.3361382507933,-145.4691267343472,360.00000000000006,481.66232617551196,561.179558269567
tbar,95846.15261812293,90991.55731167736,111159.82062060856,-688.6493544730326,-146.03205493657438,359.9999999999998,479.49327481626165,558.2544211180427
tbar,95417.70659864815,89747.57608128832,110150.80186484358,-684.8394067058376,-141.10429747422012,359.99999999999983,486.22323529693824,542.9761912156694
tbar,93612.25029735146,87946.85637102404,107993.9609551566,-682.73791638759,-143.81767703991363,359.99999999999966,477.197736354785,533.7292278369771
tbar,93268.53296962232,88787.14749841683,108304.25777663656,-687.105561727113,-152.39382071169118,359.9999999999999,462.6156300855347,550.9401265003745
tbar,92793.07384348477,87809.85848022836,107429.87113264078,-684.4769064242396,-149.71061996287048,359.9999999999997,465.7060381465594,540.4420339251582
tbar,93233.54655513441,87950.71639652592,107774.16072588052,-683.8006191579531,-147.0104477022655,360.0,471.15394736659374,537.9108992301609
tbar,95259.11512544248,90263.20478446232,110371.7395840388,-687.3684881292228,-145.95010636098493,359.99999999999994,478.1073792252205,552.9638015420086
tbar,96106.06931593244,90693.68755856126,111131.13485237873,-686.6775347969738,-141.85096328096674,359.99999999999966,486.845054634084,550.6596193801662
tbar,96835.32369158408,91359.1651683479,111964.49604763418,-687.2768127658238,-140.3297347136012,359.9999999999999,491.1655239887292,553.3992725276345
tbar,98109.3404903535,92672.1820609012,113511.86456542226,-688.9275274998895,-138.70134953081057,359.9999999999997,497.0811529550518,560.5927388175998
tbar,96733.12263599962,92502.92671908514,112600.23370480943,-692.3441645466565,-148.8969223886021,359.9999999999998,477.13196699264273,572.8187123371007
tbar,93683.09482087565,89804.04244931205,109166.63274934863,-690.1558754717262,-155.7915677471425,359.99999999999994,458.1369975293196,562.7246823282362
tbar,93127.33098069341,88331.64994928383,107943.95547441751,-685.6397097281967,-150.4849384837493,359.99999999999983,465.32899578989156,545.1743287822134
tbar,90936.98957304578,86936.25418102996,105808.3188973279,-686.272742522706,-159.0928220210893,359.99999999999994,445.79657288159746,546.6139295863717
tbar,88246.72271705681,84183.49174900938,102552.10568001626,-682.6906774244999,-162.69942544843553,360.00000000000006,433.1037034561876,531.7206042884067
tbar,89144.37824587006,84130.70275684715,103046.16540127357,-679.9635088910667,-154.93591533873746,359.99999999999983,447.91025240396004,521.0996619843024
tbar,90252.6073131347,85221.95479470024,104361.77220908232,-681.2348440636695,-153.17038129594593,359.9999999999996,453.5985850687664,526.5569709459908
tbar,92781.58714616016,87905.86669672193,107481.63497971864,-684.8984022547266,-150.45794996467797,359.99999999999994,464.48008639567234,542.10652193575
tbar,93471.43800363818,87491.55105353799,107633.68631786836,-681.3535237751241,-141.84731591204562,359.9999999999997,479.9208635454247,527.9539030060575
tbar,92921.364454912,88046.40034934085,107649.29111377981,-685.0692563862011,-150.2547468648257,359.99999999999966,465.166793022953,542.8401752333633
tbar,94477.39925797626,89685.00282881604,109560.71277623635,-687.2721542749131,-148.49383546898514,359.9999999999999,472.00781114574846,552.1924610068457
tbar,97408.96576373823,92849.80841693052,113208.36074443291,-691.7503233411105,-145.68868643308411,359.9999999999998,484.0659387348446,571.0367100182809
tbar,96987.64521887939,93214.02707350162,113182.02237854397,-694.6339304160846,-151.54066445113196,359.99999999999994,473.44853581996296,581.4309778859105
tbar,98944.03645438285,95658.05862986858,115816.922763305,-699.1827843949868,-151.8026479253124,359.99999999999983,477.91554895098886,599.2864818137408
tbar,99691.54249906533,97112.3901288834,117139.1377377988,-703.3521077676024,-155.24497363675857,359.99999999999994,473.99325485972605,614.4104010193022
tbar,98338.74586400573,96380.86758413323,115898.96324618104,-704.6282471897204,-161.2289164555212,359.9999999999998,460.52292492158205,617.3741416361929
tbar,95720.87691164544,94239.61205253655,113059.09052542018,-703.6510780394003,-168.1582036744523,359.99999999999994,442.3061145908725,611.5319372045988
tbar,93514.18449506568,92144.69463851606,110489.28630277657,-701.3975367732423,-172.17360288194794,359.9999999999999,430.0906571920158,601.9763633608127
tbar,93916.05516776729,92479.9163747141,110929.21436035795,-701.5866680769475,-171.1535725282461,360.00000000000006,432.816157627957,602.9778734892276
tbar,96963.27546570606,95531.55371906147,114574.01819923618,-705.4540679660744,-166.59991390122423,359.99999999999994,447.96855649610933,618.7037561455297
tbar,96415.66934876402,94465.69057674527,113605.2734456375,-702.2725308284788,-164.16865134476953,359.99999999999983,450.8440786349894,607.6211604440394
tbar,97410.95613921159,94100.45234132212,113969.37227197296,-697.2066024754503,-153.9416098227045,359.9999999999998,470.5388838657351,591.0109508621421
tbar,95929.60456081008,93039.29630875606,112453.59547801664,-697.2910066081197,-158.89073931040303,359.99999999999994,458.60335611455656,590.1050241370151
tbar,93511.70477620843,90531.04306237157,109507.95502809853,-693.8898323480439,-161.93458792134794,359.99999999999994,447.5362038066816,576.2171118918449
tbar,96114.26434176597,92808.75025613791,112422.20114371015,-695.6444705936964,-155.91837398243604,359.9999999999999,464.0230222039059,584.4193895248475
tbar,94377.39915049307,91706.58381791541,110731.22360978962,-696.36898577404,-162.6357331804436,359.9999999999999,448.48972099911146,585.6269594551719
tbar,93823.29285441728,92395.94558786076,110823.66762247593,-701.5112796182265,-171.34793197785865,359.9999999999998,432.2584122697158,602.6414412647015
tbar,93036.04696380626,91616.4216336661,109887.32226931871,-700.5469796144293,-172.5799104951211,359.99999999999983,428.2494920802862,598.7177711976959
tbar,96263.00259387228,94881.38652661101,113767.45691376828,-704.818009804055,-167.96512970422256,360.0,443.93254269496,615.9066926288423
tbar,96177.12363126143,93889.52014099697,113115.31510466155,-700.3813480303284,-162.38529372421647,359.99999999999966,453.3093399966099,601.0050387736879
tbar,93658.39692272406,91220.08832278053,110012.85168312008,-696.5378106129167,-165.20702342039797,359.99999999999983,442.38718504231997,585.6435463262111
tbar,90744.1195529824,88748.00651914519,106797.239207422,-694.8994641898296,-172.40180378272873,359.9999999999999,423.07482547949024,577.7136751168321
tbar,91623.86627030474,89151.62852358114,107559.74522862834,-693.8253925417546,-168.04612017851267,360.0,432.6199540776976,574.6283936400948
tbar,89308.89871225056,87409.6505502932,105140.05820331005,-693.5114343462553,-175.1727954406556,359.9999999999999,414.8764707318933,571.8726181857758
tbar,92407.84986494052,90343.74085088527,108745.06109692421,-696.696877571489,-169.46979333849745,359.99999999999983,432.1004129939313,585.1897692627284
tbar,89918.53379573592,88390.34451702375,106094.48033470886,-696.033878470277,-176.59003657072648,359.9999999999999,413.888861624516,580.94596155192
tbar,89492.97481754389,87180.0613478251,105108.63373844564,-691.8478449306806,-172.26740317834464,359.9999999999998,420.28131458282314,566.2015505500462
tbar,91774.29232965873,88723.85512708455,107388.06750625408,-691.4153104869715,-164.088706401232,359.9999999999999,439.6419391131879,566.1519783314569
tbar,88189.76152331127,85290.30467431647,103193.16265526255,-687.5695901753691,-170.44886972197008,359.9999999999998,420.16575162352063,550.0895034724031
tbar,85543.824867588,82791.89555320631,100118.17120001274,-684.8324296774687,-175.3782410119639,359.99999999999966,405.4057587541814,538.7985876953885
tbar,84595.65741723825,83083.32246662176,99739.13434227803,-689.1617180463171,-184.69894104166002,359.99999999999994,387.21748928031076,553.7757085536784
tbar,85164.10219034427,84214.00753383365,100761.04158840027,-692.5572660390483,-187.33718454406434,360.0,383.94172526216784,565.7089315277892
tbar,84463.70241449901,82647.16124958085,99396.08619860772,-687.5917212626024,-182.98430482798787,359.9999999999998,389.8663148029615,548.2206258975974
tbar,82304.36072629417,81271.24829389557,97290.49987397059,-688.3353048883642,-191.13113727286427,359.9999999999998,370.61345951257556,549.6352407283275
tbar,83072.05969873854,82294.43456686739,98364.18226050619,-690.5791997021892,-191.54817699416895,359.99999999999983,371.6573552961842,557.6874358359911
tbar,83275.14931207264,81307.98019907746,97882.6531226902,-685.344082542859,-183.8195023222208,360.0000000000001,385.59418897316124,539.6711529109895
tbar,82500.54528511796,81245.7847726432,97390.16154304458,-687.5647572305036,-189.4613579454665,359.99999999999994,373.99785564027985,547.0951646822797
tbar,83572.07704942083,82224.36077727588,98615.15790268927,-688.5661907371131,-187.26876191466772,359.99999999999966,380.33731591277274,551.1337066649597
tbar,83460.34512581532,82374.60805563543,98641.01911528781,-689.6413499273023,-189.06458157822894,359.9999999999998,376.9355365769908,554.7545786703288
tbar,82880.19941268399,81598.10956989418,97827.60929094776,-687.9468087550777,-188.71951534467405,359.9999999999998,376.18296861326576,548.6160494279941
tbar,82515.70267503904,82231.00832341543,97998.77235112982,-692.2032645225003,-195.38910475014623,359.99999999999994,363.53672826931114,562.7123598971262
tbar,83771.1565860687,83074.95213716454,99249.7605343578,-691.9101753482954,-190.99443174751744,359.99999999999994,374.25244886521403,562.5948407444503
tbar,84849.72681592278,82963.65570932055,99815.44923681994,-687.7828045297647,-181.96388040531977,359.9999999999999,392.54176877810744,549.097958444662
tbar,83330.71233021123,81767.86178359207,98195.45708224976,-687.252104394931,-186.2866658405963,359.9999999999997,381.4747230410796,546.4406513694349
tbar,84560.94479335987,82949.87980985499,99637.51188264765,-688.6602980741403,-184.1320085369529,359.9999999999997,388.11734279958307,552.0149234023102
tbar,83621.71711783859,81438.66992496634,98165.64644923357,-684.8363655071582,-181.92440934630923,359.9999999999998,389.6646824893826,537.9981402998685
tbar,84515.96610180537,82426.78998196687,99292.53042039087,-686.4281766618418,-181.17735390465637,359.9999999999998,393.0895166098229,544.1201136469872
tbar,83970.19681044335,81706.2590467636,98533.20163467908,-684.9341621152408,-180.88350968606926,359.9999999999998,392.2765732879846,538.5001269535721
tbar,84537.42404906318,83184.486431624,99766.51498021488,-689.824961671606,-185.78272263735195,360.0,385.1964541535049,556.0287087145184
tbar,83766.02792820729,82489.17536227554,98890.2672672656,-689.154452891291,-187.4181335283155,359.99999999999966,380.5322553402169,553.269456291008
tbar,82056.48991918933,80410.4227459161,96620.58537260626,-685.1739625348815,-187.68257067061725,359.9999999999999,376.0444481385938,538.5288277214985
tbar,83778.61241470395,82364.24746149073,98821.59671103698,-688.5320121230196,-186.54181201334873,359.99999999999994,382.088778342132,551.1311656929744
tbar,80969.08151494525,79467.66599490089,95407.95502666233,-684.3713626574958,-190.2284231126207,359.99999999999983,369.06652332190447,535.2335134662386
tbar,80362.81542646268,79701.22944210708,95194.5496069904,-687.4472287722978,-196.34014630535893,359.9999999999998,356.9201430296687,545.5719521191509
tbar,82980.88402418546,82670.51018812224,98539.42924232416,-692.7105981232919,-194.5333285701926,359.99999999999994,366.1309013129539,564.6985583720705
tbar,82258.28797244857,83006.44643887978,98318.95558110159,-697.015946491299,-201.92988570739334,359.9999999999998,351.04933137545095,577.9123054908691
tbar,79757.7827088474,80975.22347275754,95614.40835439206,-695.9458759046518,-208.4167032710424,359.99999999999994,333.5063011058311,572.5427801459125
tbar,81319.10113946276,82758.25018370707,97615.88809241666,-699.3035603454805,-207.35030505374567,359.99999999999994,338.8793724478135,584.1259724461556
tbar,82700.60178186874,84239.12448412634,99327.81117724993,-701.7582073143607,-205.84930215440735,360.0000000000001,344.6872241435224,592.8212998784526
tbar,81973.68886148365,84542.56203854551,99084.15450504723,-706.3493228547073,-212.74692871487412,359.9999999999997,329.9057283254316,605.5385695674624
tbar,83280.86652095505,85037.27810332015,100153.71170170268,-703.7306318615605,-206.2251673073359,360.00000000000006,345.2200412441936,599.2853994933585
tbar,82713.19080297022,84794.29963977911,99672.16867508787,-704.6995957562544,-208.91475833252366,359.9999999999998,338.87382455926206,601.5520492662537
tbar,83576.2578680279,86143.98263985633,100998.91550099975,-708.5892690565386,-210.3504928395536,359.99999999999983,337.9117439314697,613.7541482361012
tbar,84557.21154573074,87689.86271800495,102513.66892592073,-713.1490357731813,-212.00649485968142,359.99999999999994,336.6971667958415,627.8015100049998
tbar,85651.61139830224,89372.27901633926,104177.55983281488,-718.0777952152743,-213.57529747137914,360.0,335.8068171639514,642.7881166977007
tbar,85441.45714322134,90177.34482999907,104540.84695991459,-723.8635255525232,-219.2674474409497,359.9999999999997,323.79397351850366,657.8786793866643
