GUID,AnalysisError,Interferences,mass,Mass_Requirement_Met,Mass_Error,bbox_x,bbox_x_Requirement_Met,bbox_x_Error,bbox_y,bbox_y_Requirement_Met,bbox_y_Error,bbox_z,bbox_z_Requirement_Met,bbox_z_Error,Ctrl_R,Flight_Path,Q_Angles,Q_Angular_Velocity,Q_Position,Q_Velocity,Requested_Lateral_Acceleration,Requested_Lateral_Deceleration,Requested_Lateral_Speed,Requested_Vertical_Acceleration,Requested_Vertical_Deceleration,Requested_Vertical_Down_Speed,Requested_Vertical_Speed,cargo_mass,forward_tube_length,front_horiz_tube_length,front_vert_lower_tube_length,front_vert_upper_tube_length,wing_chord,wing_span,wing_tube_length,Average_speed_to_traverse_path,Battery_amps_to_max_amps_ratio_at_Max_Flight_Distance,Battery_amps_to_max_amps_ratio_at_Max_Speed,Battery_fraction_used,Distance_at_Max_Speed_(m),Flight_distance,Input_LQR_weights_Qp_Qv_Qav_Qang_R,Location_of_maximum_distance_error,Max_Flight_Distance_(m),Max_Hover_Time_(s),Max_Lateral_Speed_(m/s),Max_uc_at_Max_Flight_Distance,Max_wing_segement_load_ratio,Maximimum_error_distance_during_flight,Maximum_ground_impact_speed,Min_max_nontrim_signed_acceleration_error,Min_max_nontrim_signed_acceleration_error_Speed,Motor_amps_to_max_amps_ratio_at_Max_Flight_Distance,Motor_amps_to_max_amps_ratio_at_Max_Speed,Motor_power_to_max_power_ratio_at_Max_Flight_Distance,Motor_power_to_max_power_ratio_at_Max_Speed,Path_traverse_score_based_on_requirements,Power_at_Max_Flight_Distance_(W),Power_at_Max_Speed_(W),Spatial_average_distance_error,Speed_at_Max_Flight_Distance_(m/s),Time_of_maximum_distance_error,Time_to_traverse_path,Velocity_at_time_of_maximum_distance_error,RES
result_1,False,0,4.688367634128385,False,4.188367634128385,460.6680116459278,True,0,1320.421414706861,True,0,709.8800000000001,True,0,"0.25","9","0.5","1","1","0.5","2","-5","16","-5","5","1","-1","0.5","200","200","200","200","100","600","650","9.95846558","4.02341373E-02","4.02341373E-02","0.529731214","16225.0273","5286.80029","1.00000000;0.500000000;1.00000000;0.500000000;0.250000000","4000.00000;1500.00000;-98.1287766","16225.0273","760.411499","17.0000000","0.918022513","5.85351419","6.93285465","0.107880965","-1.36464150E-05","18.0000000","0.599185288","0.599185288","0.560080528","0.560080528","2395.00000","708.022156","708.022156","0.142705649","17.0000000","424.696014","530.885010","0.00000000;0.00000000;1.00000000",:OK
