vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,front_wing_tube_r_LENGTH,rear_rail_r_LENGTH,rudder_tube_r_LENGTH,top_leg_l_LENGTH,vertical_l_LENGTH,front_wing_tube_l_LENGTH,rear_rail_l_LENGTH,bottom_leg_l_LENGTH,top_leg_r_LENGTH,front_rail_l_LENGTH,rudder_tube_l_LENGTH,bottom_leg_r_LENGTH,mid_tube_r_LENGTH,mid_tube_l_LENGTH,vertical_r_LENGTH,front_rail_r_LENGTH,front_prop_r_DIAMETER,rear_prop_l_DIAMETER,front_prop_l_DIAMETER,rear_prop_r_DIAMETER
axe,15144.089294312356,47929.059433322785,44279.30152501557,-147.5507053740981,-0.7888235295850088,-42.675176046612826,51.9184282754902,209.44649296360456,44.458045365191495,163.89543269445258,146.52006491585095,72.56624358377421,207.23454865752038,165.71444062948686,156.802678049884,99.33312386302347,60.02825812984943,166.1211191625725,120.61692794977156,121.28904782543358,157.72119309047594,90.71017018151079,173.9537563896627,170.74968697618345,172.41737126718212,180.46923918465782
axe,15427.13592003058,47155.07233824871,43337.86672087222,-149.0273639711121,-0.24648028754883497,-42.753401337851805,37.64282218850953,213.14520264097183,58.90659011398294,151.11637301112796,141.1068401355841,58.08115891189831,196.60681366568554,154.14843723885292,137.04084139218364,93.01697086719173,77.50558614664986,168.3746555223988,130.0793200944918,103.9611655358728,173.8942387243337,104.58702597149664,161.83912514110787,169.78837536926488,163.9393806564244,179.4983539246157
axe,15946.843270441072,46924.44951733196,43324.020293373724,-149.6683620732953,1.1575012801066384,-42.403997156087954,42.319721375788056,194.51458889707638,59.241892329198194,134.83599847197547,124.9977480619385,70.86959497103075,192.3402463463109,164.56626348879018,126.03023991779723,87.30546727285635,60.4237389374992,153.9430471621373,149.34517994453023,85.71312850744621,179.65031762929024,115.25951239990906,180.9404250549647,165.2372922275624,149.50073369584024,178.4168707320151
