vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,front_wing_tube_r_LENGTH,rear_rail_r_LENGTH,rudder_tube_r_LENGTH,top_leg_l_LENGTH,vertical_l_LENGTH,front_wing_tube_l_LENGTH,rear_rail_l_LENGTH,bottom_leg_l_LENGTH,top_leg_r_LENGTH,front_rail_l_LENGTH,rudder_tube_l_LENGTH,bottom_leg_r_LENGTH,mid_tube_r_LENGTH,mid_tube_l_LENGTH,vertical_r_LENGTH,front_rail_r_LENGTH,front_prop_r_DIAMETER,rear_prop_l_DIAMETER,front_prop_l_DIAMETER,rear_prop_r_DIAMETER
axe,15071.530358056629,47153.83134840521,44040.15110432167,-147.39800452867294,-0.04761252595093817,-42.78739355668814,40.49525266152071,205.77931598640725,36.06141074760133,153.68691366355824,146.92422696752615,39.544754525277405,201.8964104510875,149.83045112205986,149.86148697349208,91.01338620727869,41.28407422377363,150.30093939957524,149.280206931287,153.40839342961127,168.1696948460477,85.27270702734573,158.17841289137826,185.68135062943128,183.4909845304225,163.0557943444255
axe,14387.05079920875,47564.10906844786,44058.649229478026,-146.28047043250916,-0.28283072076529847,-43.458620021174,42.003781792947926,220.60488662705455,22.798657819817198,170.8685281199559,156.1252151046606,46.43533421142354,215.04548494683996,163.79758574910733,148.66362032165617,73.97497517154767,35.87746955699345,143.62049146615908,135.49189777281381,151.34241678989758,171.93379005005227,78.03399560836108,160.19438642128782,176.36544520382114,189.4838526995217,176.19247069318004
axe,14598.192931754322,47014.805385938176,43913.61884257129,-145.85279111340552,-0.1080129096417749,-43.33904411963695,50.36145149836384,238.62611910739128,21.62381984903923,161.08869299092086,139.9922486169523,56.29309174488027,224.2896758239658,151.46884398135705,129.1648646954701,87.47230659240456,36.52625157218815,127.99978056441373,147.08445922558806,159.63316351181922,173.12427389896135,69.52047006114782,152.81362446233499,186.08416421689193,185.9369810621854,184.4865377514898
