vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,rear_left_wing_CHORD_1,rear_left_wing_CHORD_2,rear_left_wing_SPAN,front_right_wing_CHORD_1,front_right_wing_CHORD_2,front_right_wing_SPAN,left_rudder_CHORD_1,left_rudder_CHORD_2,left_rudder_SPAN,front_left_wing_CHORD_1,front_left_wing_CHORD_2,front_left_wing_SPAN,rear_right_wing_CHORD_1,rear_right_wing_CHORD_2,rear_right_wing_SPAN,right_rudder_CHORD_1,right_rudder_CHORD_2,right_rudder_SPAN
axe,14575.560526991574,46739.8683624297,43692.87307282432,-151.2205615055577,-2.689304716140457,-45.073564139257435,173.19026387036956,188.3922955739421,618.3077305250202,153.55621641298873,138.69992056639353,445.7315273720122,90.53113024311713,100.73598206534875,152.01423438282785,137.52414513652027,136.20900662970445,458.9284396218418,176.71306180854393,186.10432576658224,624.0698285993745,115.41643667232825,103.69949810626501,148.07357688592043
axe,14575.56052699156,46523.22241462852,43879.3734535984,-146.3920794677725,-9.86030800276104,-43.24615918388506,154.5476975322128,199.50410184697375,613.5202368715,158.41316479527381,128.31274289674724,460.2174056802388,74.93998360652822,99.2773306451633,151.63752568513246,119.49229838154572,152.9432115742005,451.83049626723914,157.92643750961912,183.57934564749715,616.7466839417633,112.62477226773431,116.16296898574345,167.70182171980773
axe,14575.560526991574,46642.7819386526,43745.00357192386,-145.53217128295088,-4.107716049690606,-42.94648377650868,157.28439909008728,187.19150268454075,598.6073706418907,145.76335504533995,109.09947003373556,450.0026130161775,60.443058326496974,112.7810583257824,162.3752225175093,112.83098145564847,170.08624553668164,452.6080516610978,146.92288656088948,202.22976108617712,602.2533399589586,117.94613337353829,100.25225540223157,174.16824977203123
