front_wing_tube_l_LENGTH,bottom_leg_l_LENGTH,bottom_leg_r_LENGTH,drag_cz,vehicle,mid_tube_l_LENGTH,vertical_l_LENGTH,mid_tube_r_LENGTH,front_rail_l_LENGTH,rudder_tube_l_LENGTH,rudder_tube_r_LENGTH,drag_x,top_leg_r_LENGTH,top_leg_l_LENGTH,rear_rail_l_LENGTH,drag_cx,drag_cy,rear_rail_r_LENGTH,drag_z,drag_y,front_rail_r_LENGTH,vertical_r_LENGTH,front_wing_tube_r_LENGTH
axe,14599.98072389971,47299.16166103705,43857.942611475664,-147.42906693923499,-0.16301522794005716,-42.63943654785361,36.65017680072783,230.99474760707733,49.30865729400059,158.59159076152855,140.18459397619105,48.38153804135675,204.90363952305884,159.90460292759911,154.5682300391372,98.9661647495287,50.76266913798363,156.61873904475266,137.99173988148513,120.13665419031794,139.2395552862755,86.25117784329336
axe,14793.71295964551,47046.51875301676,44589.42633107462,-148.02664820728955,-1.9231469637262488,-42.26926797958886,26.24639692618973,232.53737627113927,36.2138372451776,161.61224240337623,130.23933912152535,38.2401029651774,197.196078344374,168.43839405378236,172.66142899503862,103.93054677317932,69.38782466106326,149.37077634278,140.68703937772477,133.13833827110503,128.75103071260526,99.46050100590624
axe,14432.432239412781,46827.989142181534,43900.216451563094,-148.7103527496008,-0.9480661316164928,-42.409280375724826,38.25753963248981,247.00922776586827,46.45292196924319,152.52242819583387,124.45437932395089,26.11786298043032,194.44313236784694,158.8715886837506,174.0935734378224,107.12347092831877,60.74787664691976,159.25553329692352,123.76501970022062,113.82212621010918,128.91535378216835,105.23787070577748
