subject,xmin,xmax,ymin,ymax,zmin,zmax,surface_area,cg_x,cg_y,cg_z,density,mass,volume,cg_inert_tensor_x,cg_inert_tensor_y,cg_inert_tensor_z,HORZ_DIAMETER,VERT_DIAMETER,FUSE_CYL_LENGTH,FLOOR_HEIGHT
capsule,-478.24833333333316,478.2483333333335,-562.5066666666667,562.5066666666667,-75.88479783325829,75.88479783325829,1339639.0345719783,-163.41749656244463,0.0,4.736861613533692,1.55e-06,3.040937747535182,1961895.3209904402,83717.9251867661,69017.58304700306,134448.1660560334,562.5066666666667,151.41333333333336,326.835,9.9525
capsule,-277.2316666666667,277.2316666666667,-520.9066666666669,520.9066666666663,-75.25513498246886,75.25513498246886,814261.5271505394,-63.44250000192873,0.0,7.4517298364758275,1.55e-06,1.8583874358006607,1198959.6360004263,40528.161141271215,16551.23317028085,47931.93087082439,520.9066666666666,150.34666666666666,126.88499999999999,25.1265
capsule,-1358.2316666666695,1358.2316666666638,-70.13333333333374,70.13333333333294,-219.82397326027098,219.82397326027098,2301376.161730046,-459.6225168124786,0.0,1.1761821845124798,1.55e-06,5.349293362738444,3451157.008218351,86731.87368407878,814124.7389045928,734536.533121355,70.13333333333334,438.9866666666666,919.245,19.1955
capsule,-813.2283333333336,813.2283333333331,-469.4933333333338,469.4933333333329,-157.9963027575494,157.9963027575494,2291690.793437719,-248.6674999880397,0.0,11.572572618524708,1.55e-06,5.283190507250213,3408510.0046775565,166297.71429180092,350466.8651422196,394259.7785448839,469.49333333333334,315.8933333333333,497.33500000000004,28.4025
capsule,-1255.2916666666656,1255.2916666666674,-382.45333333333366,382.4533333333331,-249.25389998092461,249.25389998092461,3393567.754560386,-378.7125000086219,0.0,-2.689948752695432,1.55e-06,7.815673416737948,5042369.946282547,325604.87800979614,1194175.5353684188,1133219.898387386,382.4533333333334,497.8666666666667,757.425,8.2335
capsule,-763.8249999999999,763.8250000000002,-491.68000000000046,491.67999999999955,-50.4645509113073,50.4645509113073,2172940.808402708,-331.5925000070576,0.0,5.066625598115979,1.55e-06,4.89883538647182,3160538.959014077,100191.13776825523,245638.79896387365,334703.0402563667,491.68,100.64,663.1850000000001,26.827499999999997
capsule,-914.6016666666665,914.601666666667,-546.9333333333337,546.933333333333,-60.6208447822408,60.6208447822408,2884968.137021908,-396.84750822325793,0.0,6.513437949146456,1.55e-06,6.484718932209786,4183689.6336837327,166230.74637937124,467197.1889657635,611368.262938791,546.9333333333334,120.90666666666667,793.695,28.9065
capsule,-711.5949999999998,711.5950000000004,-598.9866666666669,598.9866666666665,-63.023742007992475,63.023742007992475,2256226.170724636,-292.99750016540577,0.0,7.116621628669609,1.55e-06,5.0887577467305105,3283069.5140196844,149452.85339897402,228163.23497684542,356304.5029687253,598.9866666666667,125.6,585.995,16.423499999999997
capsule,-810.8416666666675,810.841666666666,-170.82666666666654,170.82666666666677,-334.90782824969983,334.90782824969983,1971904.6249177079,-70.72750043791267,0.0,-2.798711697110669,1.55e-06,4.578118806753734,2953625.036615312,161501.33876453637,353847.71089183516,224065.9345411559,170.82666666666665,669.3866666666667,141.45499999999998,7.1985
capsule,-1021.2016666666672,1021.2016666666664,-689.8666666666667,689.8666666666667,-129.55073143113407,129.55073143113407,3657041.1721655717,-381.3475003403314,0.0,9.099825836772796,1.55e-06,8.371507648841051,5400972.676671647,407003.8542320811,818998.638040093,1077250.34003824,689.8666666666667,258.50666666666666,762.695,17.143500000000003
capsule,-1503.7883333333339,1503.7883333333327,-292.21333333333405,292.2133333333327,-305.20154389968246,305.20154389968246,4271814.32773426,-447.06749985679886,0.0,6.416402690076387,1.55e-06,9.922435406103617,6401571.229744269,451383.2549730218,2064435.3068528825,1822764.0743272903,292.21333333333337,609.6533333333333,894.135,24.3705
capsule,-462.8883333333336,462.8883333333331,-423.2,423.19999999999993,-107.85939828643306,107.85939828643306,1063146.254571988,-123.73749999726465,0.0,5.332828914896594,1.55e-06,2.434094130407642,1570383.3099404143,49560.73923260564,57491.90383376842,80546.52392679779,423.2,215.41333333333336,247.475,12.823500000000001
capsule,-469.4316666666668,469.43166666666656,-668.9599999999998,668.9600000000003,-65.45009594599854,65.45009594599854,1775493.708673982,-169.4624997705006,0.0,7.196964466409263,1.55e-06,4.010933447745276,2587698.9985453393,142729.39052870328,82670.39495051639,209616.00934740482,668.96,130.50666666666666,338.925,27.4035
capsule,-433.27500000000015,433.2749999999998,-481.43999999999994,481.44000000000005,-63.85199772697664,63.85199772697664,1210036.3290993925,-152.87749896131567,0.0,6.676973816845678,1.55e-06,2.737940290410313,1766413.0905872989,53975.05370505726,48220.889613811596,92307.22934196299,481.44,127.52,305.755,28.8885
capsule,-1230.8250000000032,1230.824999999997,-84.21333333333388,84.2133333333328,-251.26216021542572,251.26216021542572,2331165.720410556,-364.4525015620687,0.0,-1.82099725250646,1.55e-06,5.395870465534866,3481206.751957978,110848.24772209836,700196.5834243239,599770.7351001409,84.21333333333334,501.92,728.905,7.7924999999999995
capsule,-949.9250000000005,949.9249999999994,-286.66666666666674,286.6666666666665,-200.96296671178462,200.96296671178462,2072072.7612633943,-274.2424999869282,0.0,5.734425037689525,1.55e-06,4.803162996169709,3098814.836238522,122486.13786459633,420227.9672249641,385943.60375593585,286.6666666666667,401.44,548.4849999999999,17.863500000000002
capsule,-1320.6983333333342,1320.6983333333321,-283.0399999999995,283.0400000000004,-257.47666181383835,257.47666181383835,3224821.291751233,-403.20250009469316,0.0,-0.16557801309886863,1.55e-06,7.4996645505569886,4838493.258423864,261706.8370608358,1212274.3894739237,1099073.2304968904,283.03999999999996,514.2933333333333,806.405,9.3855
capsule,-540.6483333333334,540.6483333333332,-476.7466666666669,476.74666666666644,-52.460830630432326,52.460830630432326,1396452.3594433898,-217.97749751848687,0.0,6.090670242655242,1.55e-06,3.163075788076396,2040694.0568234816,58927.58379125375,82106.26676876127,132302.97246500524,476.74666666666667,104.69333333333333,435.95500000000004,17.0805
capsule,-1254.895000000001,1254.894999999999,-190.0266666666673,190.02666666666605,-304.07322017210043,304.07322017210043,3143841.560588038,-323.687499973826,0.0,4.836778780263037,1.55e-06,7.305992557021409,4713543.585175103,262902.2938478897,1069415.970484102,874245.8332023486,190.02666666666667,607.52,647.375,27.2775
capsule,-880.3016666666671,880.3016666666664,-664.0533333333331,664.0533333333336,-97.19899810666638,97.19899810666638,3230259.091064821,-343.2174950366154,0.0,10.342324840515662,1.55e-06,7.216029928272216,4655503.179530462,286816.32312177145,508467.2339199442,725177.4594726509,664.0533333333333,193.86666666666667,686.4350000000001,24.9285
capsule,-1281.8316666666706,1281.8316666666626,-74.61333333333396,74.6133333333327,-326.69130317496496,326.69130317496496,3038946.821477615,-314.5425078587508,0.0,0.44781753411960845,1.55e-06,7.066327127978674,4558920.727728177,231926.7094710302,1036719.8885821578,815155.322165026,74.61333333333333,652.7466666666667,629.0849999999999,22.7235
capsule,-767.7416666666677,767.7416666666657,-196.21333333333328,196.21333333333345,-180.96840532013513,180.96840532013513,1373027.8701868637,-203.09749998606026,0.0,7.602782117920891,1.55e-06,3.182438026409824,2053185.823490209,53198.807441516634,181383.0959950256,156203.31798985766,196.21333333333334,361.5466666666667,406.195,29.7795
capsule,-1063.9983333333405,1063.9983333333262,-69.70666666666688,69.70666666666648,-98.3636574678893,98.3636574678893,958367.1222973419,-433.89250012859003,0.0,3.7753299157627644,1.55e-06,2.1997674838538384,1419204.828292799,9050.973497602026,203052.03496688313,196723.52796795158,69.70666666666666,196.21333333333334,867.785,24.4245
capsule,-648.7450000000005,648.7449999999998,-149.2800000000001,149.27999999999997,-113.84208387911009,113.84208387911009,776358.5000911385,-210.6925000018565,0.0,3.345467595862338,1.55e-06,1.7880268128276766,1153565.6856952752,13875.421935034461,68387.54088456981,63653.89919533559,149.28,227.36,421.38500000000005,11.9685
capsule,-299.73500000000007,299.73499999999996,-653.3866666666669,653.3866666666663,-99.69339959678014,99.69339959678014,1029119.3948187794,-50.26750000119205,0.0,5.87694871297616,1.55e-06,2.3525991998589175,1517805.93539285,81069.9805103715,28547.116673998506,88904.59211273896,653.3866666666667,199.2,100.535,15.3075
capsule,-990.6750000000012,990.6749999999985,-239.5200000000002,239.5199999999998,-163.52773640240585,163.52773640240585,1858208.3946098501,-332.0575000004241,0.0,8.718818227233195,1.55e-06,4.2941280341953485,2770405.183351838,75334.65168696777,381416.05603346165,361043.2308942542,239.52,326.56,664.115,27.0615
capsule,-969.9216666666678,969.9216666666658,-97.86666666666663,97.86666666666672,-201.81225195313942,201.81225195313942,1537115.8362379456,-283.38749921778776,0.0,0.6800322611338456,1.55e-06,3.5718883778424506,2304444.114737065,52015.139367610565,293515.2653020689,250560.07189811717,97.86666666666667,403.14666666666665,566.7750000000001,11.6985
capsule,-815.6950000000004,815.6949999999997,-200.9066666666665,200.9066666666668,-81.88257055472457,81.88257055472457,1088140.0169814648,-326.1674999957307,0.0,7.176276491902906,1.55e-06,2.4589628146076525,1586427.6223275177,17335.35642971866,141546.79265941432,143713.35625694698,200.90666666666667,163.36,652.335,21.0765
capsule,-693.801666666666,693.8016666666673,-63.7333333333333,63.73333333333337,-178.38593591650118,178.38593591650118,924813.9199788937,-168.6875120415157,0.0,1.5611997823496497,1.55e-06,2.1497804651200902,1386955.138787155,22256.867283912496,93698.28030360345,73643.87008397654,63.733333333333334,356.4266666666667,337.375,20.077499999999997
capsule,-1125.8716666666674,1125.871666666666,-625.2266666666668,625.2266666666666,-182.36548997091808,182.36548997091808,3865032.203218407,-380.88250001393254,0.0,8.434173632681404,1.55e-06,8.928948472060414,5760611.917458331,465891.3469104725,1104184.1481747797,1277155.5894735132,625.2266666666667,364.1066666666667,761.765,17.2425
capsule,-927.3749999999999,927.3750000000002,-405.7066666666669,405.7066666666666,-172.2653603081857,172.2653603081857,2414775.397028309,-291.4475000051962,0.0,11.612208679313085,1.55e-06,5.575443098150402,3597060.0633228403,163593.2886444059,466074.3268563643,480172.17888160155,405.7066666666667,344.48,582.895,29.8515
capsule,-1252.8783333333336,1252.878333333333,-519.8400000000001,519.8399999999999,-253.31272367388513,253.31272367388513,4158084.129862855,-373.1324999801996,0.0,7.006179223912418,1.55e-06,9.645423375997341,6222853.7909660265,541114.2005729135,1513128.5740862824,1510590.5089589683,519.84,506.61333333333334,746.265,18.241500000000002
capsule,-1012.5750000000005,1012.5749999999991,-294.77333333333365,294.77333333333297,-47.69336274827037,47.69336274827037,1446708.5440970683,-458.84749998328164,0.0,3.1751559436945582,1.55e-06,3.3395103886184603,2154522.8313667485,28624.302858512,291955.16003392934,312202.14072871103,294.7733333333333,94.88,917.6949999999999,7.3245000000000005
capsule,-701.7550000000005,701.7549999999995,-224.58666666666682,224.58666666666647,-123.77931056481104,123.77931056481104,1144391.4263287564,-227.2775000030828,0.0,8.738543648318275,1.55e-06,2.6305011175215522,1697097.495175195,30640.54489275851,120311.80011936475,116975.50798639722,224.58666666666664,247.2,454.555,29.5095
capsule,-264.0083333333335,264.00833333333316,-322.5066666666668,322.50666666666655,-50.52742568087346,50.52742568087346,476244.1909878017,-81.57749999839521,0.0,5.282469168882919,1.55e-06,1.0880977030442534,701998.5180930666,9729.552748551654,7566.151489100889,14789.623230476478,322.50666666666666,100.85333333333334,163.155,17.9355
capsule,-934.6016666666674,934.6016666666661,-580.2133333333335,580.2133333333333,-122.64171301628645,122.64171301628645,2920493.9392212518,-344.76750002290424,0.0,9.630603578544644,1.55e-06,6.673158558250995,4305263.585968384,241825.77503455538,545664.4665833998,683445.7307819981,580.2133333333334,245.06666666666666,689.535,19.4025
capsule,-388.3950000000002,388.39499999999975,-678.5599999999997,678.5600000000004,-50.18802915529656,50.18802915529656,1247566.7429105234,-144.19750916854838,0.0,3.5568006432083097,1.55e-06,2.8694418477287598,1851252.8049862967,101437.62681013998,41002.106357560195,134698.4815156073,678.5600000000001,100.0,288.395,8.1435
capsule,-1181.9550000000052,1181.9549999999947,-111.73333333333353,111.7333333333331,-277.8126235521656,277.8126235521656,2519374.1956295073,-313.45750023891145,0.0,2.280488390469231,1.55e-06,5.856471196439935,3778368.513832216,153916.02975449417,729894.9264539214,595380.3312845919,111.73333333333332,555.04,626.915,23.209500000000002
capsule,-1175.8616666666705,1175.861666666663,-135.6266666666669,135.62666666666644,-332.42839340371637,332.42839340371637,2916631.2589193513,-255.7974983122574,0.0,-3.639655279889068,1.55e-06,6.718100274513814,4334258.241621816,239564.41710359385,882111.8982139202,675295.061695214,135.62666666666667,664.2666666666667,511.59499999999997,7.9455
capsule,-988.6750000000012,988.6749999999986,-361.1200000000002,361.11999999999983,-42.252816570348706,42.252816570348706,2072417.3864627772,-452.33749824154575,0.0,4.154202015470102,1.55e-06,4.678700142253575,3018516.2208087584,53405.50302640924,386203.31750815554,432249.87004282756,361.12,84.0,904.675,23.1825
capsule,-1050.0850000000069,1050.0849999999934,-63.946666666666644,63.94666666666669,-196.4968483027564,196.4968483027564,1556963.1704383048,-328.80250236212373,0.0,-1.1336290287140611,1.55e-06,3.61140311324775,2329937.492417903,45432.14012737863,334956.11198374064,293484.35942038073,63.946666666666665,392.47999999999996,657.605,7.2885
capsule,-352.59166666666687,352.5916666666665,-194.08000000000007,194.07999999999993,-41.030427351524395,41.030427351524395,419328.7210135517,-135.36249999656977,0.0,3.4488506305136966,1.55e-06,0.9544081588701337,615747.199271054,3664.5993044286715,10470.945081790189,12849.780258797364,194.07999999999998,81.86666666666667,270.725,23.9835
capsule,-965.0616666666671,965.0616666666664,-241.22666666666655,241.22666666666683,-44.56801316303575,44.56801316303575,1084758.13679027,-438.0774999748226,0.0,1.95753501205456,1.55e-06,2.5737284226397397,1660469.9500901545,15951.843355592924,204420.39074652526,214802.14659069362,241.2266666666667,88.90666666666667,876.155,6.1815
capsule,-944.5083333333353,944.5083333333314,-156.53333333333362,156.5333333333331,-344.11082350416797,344.11082350416797,2382733.327472524,-128.38749964134655,0.0,0.08748457195185774,1.55e-06,5.540400694467786,3574452.060946959,210835.55448332886,534341.0361010487,357001.5717908317,156.53333333333336,687.7333333333333,256.775,13.1295
capsule,-1032.0416666666672,1032.041666666666,-608.1600000000004,608.1599999999997,-134.17056938215583,134.17056938215583,3264941.8942862498,-381.96750005321337,0.0,7.235168931214812,1.55e-06,7.494403248037901,4835098.869701872,312191.3718792734,751161.4186604011,922206.1353572995,608.1600000000001,268.1066666666667,763.935,14.0745
capsule,-803.945,803.9449999999999,-113.01333333333338,113.01333333333328,-87.31596508471456,87.31596508471456,784196.6734687685,-314.85249998587057,0.0,5.204347125703683,1.55e-06,1.786791640067371,1152768.800043465,8187.227710047289,97341.37631489254,94405.76865631694,113.01333333333332,174.24,629.705,19.5555
capsule,-613.0783333333336,613.0783333333333,-162.2933333333335,162.29333333333315,-184.66519014399728,184.66519014399728,991291.2614302855,-122.03250005035409,0.0,3.2657728755913524,1.55e-06,2.3014083966665515,1484779.610752614,34027.821123452035,90623.43672175093,70635.33697080352,162.29333333333332,369.0133333333333,244.065,16.549500000000002
capsule,-1088.1949999999993,1088.1950000000008,-193.44000000000023,193.43999999999977,-116.8267354917623,116.8267354917623,1426310.0104539494,-427.53750000104293,0.0,-0.32613164381982296,1.55e-06,3.3135962047425718,2137804.003059724,34076.148103240776,341078.5887445847,336367.80664727784,193.44,233.12,855.0749999999999,6.2805
capsule,-1064.581666666668,1064.5816666666651,-286.02666666666676,286.02666666666653,-59.758279809947744,59.758279809947744,1519978.6127824644,-472.7975000333015,0.0,3.0508150639577964,1.55e-06,3.489430709985445,2251245.6193454484,32289.268554091483,339542.5940223736,358315.52060297027,286.02666666666664,118.98666666666666,945.595,7.2435
capsule,-202.09499999999997,202.09499999999997,-344.9066666666667,344.9066666666666,-65.08445681622989,65.08445681622989,402295.52007870364,-36.00750000024835,0.0,6.088739898426305,1.55e-06,0.9248594175383471,596683.4951860304,9419.1715573681,4687.322578883337,10937.977340941277,344.90666666666664,130.07999999999998,72.015,23.6955
capsule,-861.728333333334,861.7283333333326,-681.5466666666669,681.5466666666664,-160.29184343730248,160.29184343730248,3005798.0111607923,-270.6774999896415,0.0,4.274935021376003,1.55e-06,6.948496818526289,4482901.173242767,369353.0960684432,534516.6322294909,727640.7301020905,681.5466666666666,320.37333333333333,541.355,11.1315
capsule,-822.3683333333338,822.3683333333328,-420.4266666666665,420.42666666666696,-86.04324271813843,86.04324271813843,1955534.1266174268,-325.23749994192343,0.0,8.686319099709356,1.55e-06,4.389396435367305,2831868.6679789065,81464.02194428419,265632.9275132855,313945.9189878401,420.4266666666667,171.89333333333335,650.475,20.3835
capsule,-1110.0716666666679,1110.0716666666654,-487.84000000000003,487.83999999999986,-157.70678541721367,157.70678541721367,3224215.342489422,-397.62249999999744,0.0,12.334493674082847,1.55e-06,7.420554523887426,4787454.531540275,252491.32281041844,849518.8300109445,923547.9958092007,487.84,314.82666666666665,795.245,28.6455
capsule,-778.4583333333331,778.4583333333336,-671.7333333333333,671.7333333333335,-82.90051422003783,82.90051422003783,2951977.377727976,-306.48249999179194,0.0,9.370759596584232,1.55e-06,6.616599134276786,4268773.635017281,255048.42497419642,361338.9024516005,571847.0303024114,671.7333333333333,165.49333333333334,612.965,29.2395
capsule,-512.2483333333348,512.2483333333317,-87.62666666666671,87.62666666666662,-44.347844359621874,44.347844359621874,297659.362257196,-211.7774999970977,0.0,2.685724951391349,1.55e-06,0.6868622998316226,443136.9676333049,1150.656502113275,15222.479774476977,15162.033547481627,87.62666666666667,88.69333333333333,423.555,8.7285
capsule,-1044.7249999999997,1044.7250000000006,-287.73333333333363,287.73333333333306,-120.42408853505117,120.42408853505117,1885868.7465656493,-401.96249999990954,0.0,6.972343456392637,1.55e-06,4.31998010771447,2787083.9404609487,66294.97819396837,418225.88772365364,424681.5523902569,287.73333333333335,240.79999999999998,803.9250000000001,16.072499999999998
