vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,capsule_fuselage_VERT_DIAMETER
capsule,2599.276567042631,7068.048886690429,7068.048886690429,49.99999999999999,-4.005897336849045e-16,-43.1,-50.506865799784975
capsule,2682.4422863236205,6509.473829128491,6509.473829128491,50.000000000000014,8.192314186949387e-16,-43.100000000000016,-40.525205799532145
capsule,2813.6539687700156,5251.961185176853,5251.961185176853,49.99999999999998,-2.3367822010825825e-16,-43.099999999999994,-42.36749397468542
capsule,5153.310714722789,5153.310714722789,5153.310714722789,49.99999999999999,-1.413138113866094e-16,-43.1,-60.72334468352939
capsule,6565.420030119014,6565.420030119014,6565.420030119014,49.99999999999999,-5.423450769077762e-16,-43.1,-57.98329370808042
capsule,2669.2541618864743,5830.175468753377,5830.175468753377,50.00000000000001,-7.937928713342582e-16,-43.1,-61.05121588847675
capsule,2627.0789467383765,5036.623651047099,5036.623651047099,50.0,-4.1800777687470967e-16,-43.099999999999994,-72.60710912214083
capsule,2663.948221926029,6204.026557482063,6204.026557482063,50.0,-6.280642028614854e-16,-43.099999999999994,-54.539392145390465
capsule,2829.287914336655,6692.902154627878,6692.902154627878,49.99999999999999,3.014981170732477e-15,-43.099999999999994,-34.941978664666195
capsule,2791.327751177005,8757.386580624427,8757.386580624427,49.99999999999999,9.489394097788592e-18,-43.099999999999994,-27.08688148214243
capsule,2774.836050809344,6604.09256275823,6604.09256275823,50.00000000000001,7.642220123433597e-16,-43.1,-28.726007538571746
capsule,2895.1561602753704,5396.924727799509,5396.924727799509,50.0,3.44283407893609e-16,-43.1,-29.94531893873606
capsule,2972.699677455277,4881.524508371036,4881.524508371036,49.99999999999999,2.054429853108729e-15,-43.099999999999994,-17.388707070943084
capsule,3855.2911738337016,3855.2911738337016,3855.2911738337016,49.99999999999998,1.569382384420258e-15,-43.1,-36.358220819463426
capsule,3233.4668512655358,3636.5005260226567,3636.5005260226567,50.00000000000002,1.1664593904321232e-15,-43.10000000000003,-36.05171666627302
capsule,3403.680601184334,3403.680601184334,3403.680601184334,49.99999999999995,1.4981398804672726e-15,-43.099999999999966,-55.000914910473156
capsule,3262.040542921788,3480.1249469558884,3480.1249469558884,50.00000000000003,2.848802874597207e-16,-43.100000000000016,-38.506457199521535
capsule,2942.3488593057104,3882.34326171042,3882.34326171042,50.00000000000002,1.7333594446351169e-15,-43.100000000000016,-55.92212302771631
capsule,3564.2368530146136,3564.2368530146136,3564.2368530146136,50.0,-8.653293516298699e-16,-43.1,-59.86703574093765
capsule,3028.331132759329,3246.9739919276362,3246.9739919276362,50.00000000000005,-1.031504812893786e-16,-43.10000000000001,-65.62309712536421
capsule,3108.489031738688,3325.897613293738,3325.897613293738,49.999999999999964,-1.2154272415105578e-16,-43.09999999999999,-62.92921707000592
capsule,2944.574481730413,4094.0107109690234,4094.0107109690234,50.0,1.5318251710116912e-15,-43.1,-73.95571488803648
capsule,3113.245490599772,4104.957996652296,4104.957996652296,49.99999999999998,3.100148052002051e-15,-43.09999999999997,-54.90897923544436
capsule,3758.632093263803,3758.632093263803,3758.632093263803,50.00000000000008,2.8528365489009904e-15,-43.10000000000005,-49.52281347396194
capsule,3227.8131310671038,3928.9106687448866,3928.9106687448866,50.000000000000014,1.4437130940174763e-15,-43.10000000000001,-64.12406450150301
capsule,3166.622073800575,4104.938149220891,4104.938149220891,50.000000000000014,-1.2418015900813859e-15,-43.09999999999999,-52.912305113346896
capsule,5182.328425174449,5182.328425174449,5182.328425174449,50.0,-2.3007247735649843e-15,-43.099999999999994,-53.85345948453505
capsule,3221.2101459839687,4500.597063003647,4500.597063003647,50.00000000000001,2.1573973209282156e-15,-43.1,-54.41908669407816
capsule,3246.8155136395644,5248.789592790307,5248.789592790307,50.000000000000014,1.772585250770905e-16,-43.1,-55.365673549500855
capsule,3384.704281893003,5440.330798442691,5440.330798442691,50.0,2.164588507889333e-15,-43.1,-48.46283038441682
capsule,3110.7511054737533,5379.016304014289,5379.016304014289,50.00000000000001,1.7159909311123297e-15,-43.10000000000002,-66.59270977538016
capsule,3088.98685487926,4434.786249560522,4434.786249560522,49.999999999999986,2.7608936380659063e-15,-43.1,-78.5053664706404
capsule,3341.803611996342,4168.998568686744,4168.998568686744,50.00000000000001,7.446905878415052e-16,-43.1,-71.9163330980408
capsule,3213.855972495727,3481.9951895084446,3481.9951895084446,50.00000000000009,3.5622492158409314e-16,-43.10000000000007,-87.14918947912119
capsule,2923.37008188016,4126.886128921766,4126.886128921766,50.0,-7.15511727111835e-16,-43.099999999999994,-90.29506101594268
capsule,3061.606147877331,3470.080013436605,3470.080013436605,49.99999999999996,-1.0523971975901526e-15,-43.09999999999998,-82.68489578541842
capsule,3080.275396077257,3918.8777480243266,3918.8777480243266,49.999999999999986,1.583587582529147e-15,-43.09999999999999,-68.13578877492407
capsule,3212.570058151977,3446.7261690975633,3446.7261690975633,50.00000000000005,3.359276262465017e-16,-43.100000000000016,-83.2266854374064
capsule,3229.9652869558845,3299.0452029389157,3299.0452029389157,50.00000000000015,1.71889318304905e-15,-43.10000000000008,-102.9790667908432
capsule,3388.4852839746704,3123.0957556582734,3123.0957556582734,49.99999999999999,6.686859224291798e-16,-43.100000000000016,-98.15051773150886
capsule,3709.0711939061266,2928.5062556874054,2928.5062556874054,50.000000000000014,9.580970661094497e-16,-43.10000000000002,-87.11257531677708
capsule,2709.5717104823043,2709.5717104823043,2709.5717104823043,50.0,2.7616875148545027e-16,-43.099999999999994,-104.85519321955564
capsule,4104.842434096652,2715.58408542318,2715.58408542318,50.0,1.1355822335935622e-15,-43.1,-124.17686036776695
capsule,5561.991477926585,2791.0928563466623,2791.0928563466623,50.0,4.019648642237102e-16,-43.10000000000001,-135.55920844053605
capsule,6023.727454576371,2844.2421409860517,2844.2421409860517,49.99999999999999,6.634791890824471e-16,-43.1,-152.80615902957828
capsule,6576.179606955543,2953.4388044607863,2953.4388044607863,49.99999999999998,2.4274075829497417e-16,-43.099999999999994,-162.17779518731473
capsule,4053.2429835811213,4053.2429835811213,4053.2429835811213,49.99999999999999,-2.7219154867627174e-16,-43.099999999999994,-180.40700501274213
capsule,5559.413056551462,3011.9484262697606,3011.9484262697606,50.0,9.858231639624652e-16,-43.1,-185.70118631896725
capsule,10086.489647845583,3367.791396065536,3367.791396065536,50.0,-3.537238058005471e-16,-43.1,-185.55665695513883
capsule,3551.265868092648,3551.265868092648,3551.265868092648,49.99999999999998,-3.3883778292997135e-16,-43.1,-194.5001048075675
capsule,3115.2641749764,3115.2641749764,3115.2641749764,50.00000000000001,-3.6150830690599217e-16,-43.1,-175.03900836708047
capsule,119655.1144585637,4946.153335258526,4946.153335258526,50.0,-6.730083100223635e-16,-43.10000000000001,-189.40931100226436
capsule,9040.7648766406,3200.9807381150786,3200.9807381150786,49.99999999999999,6.518250639502495e-16,-43.10000000000001,-182.36015382449935
capsule,3132.179242306109,3132.179242306109,3132.179242306109,49.99999999999999,5.428569407051409e-16,-43.099999999999994,-167.66497307741713
capsule,4809.5423499309945,2895.5629340727637,2895.5629340727637,49.99999999999999,-3.143217616914974e-16,-43.1,-178.32663277730018
capsule,3545.674911165447,2799.105043222337,2799.105043222337,49.99999999999999,-2.844745825418167e-16,-43.10000000000001,-191.0756915628943
capsule,5277.049014853123,3046.699678984512,3046.699678984512,49.99999999999999,2.98962424642353e-16,-43.099999999999994,-202.96053078685728
capsule,3562.927787438292,2750.6135217869455,2750.6135217869455,49.99999999999999,4.2535164272075824e-16,-43.1,-198.66340294567877
capsule,2792.296958130056,2792.296958130056,2792.296958130056,50.00000000000001,1.1394125186260475e-15,-43.099999999999994,-208.9653000337879
capsule,2734.0075452336287,2902.179771708891,2902.179771708891,49.99999999999995,2.464797354452501e-16,-43.09999999999995,-221.02374388343506
capsule,2687.092419461909,2950.303313499309,2950.30331349931,50.0,1.8373465282727424e-16,-43.10000000000003,-233.55903947714725
capsule,2898.7335755169765,2849.062716132125,2849.062716132125,50.00000000000009,3.066758196813557e-16,-43.10000000000011,-222.14710317297218
capsule,3025.153825852953,2836.9679927249845,2836.9679927249845,49.99999999999999,-2.49019993532067e-16,-43.1,-209.9115060702319
capsule,3803.142717437371,3019.8062499978737,3019.8062499978737,49.99999999999998,3.874071324055161e-16,-43.09999999999999,-197.66457420897882
capsule,3339.464944048537,3005.3591136400632,3005.3591136400632,50.000000000000014,3.963143296741732e-16,-43.1,-211.4494230568661
capsule,3158.837190976175,2883.698674725723,2883.698674725723,49.99999999999998,2.535833234267302e-16,-43.09999999999999,-218.45469067604074
capsule,3064.8512243677874,2968.3536708277684,2968.3536708277684,50.00000000000001,3.563525481150388e-16,-43.10000000000002,-229.95690123307372
capsule,3085.0707408477965,3033.908709252103,3033.908709252103,49.99999999999987,1.502971691521197e-17,-43.09999999999989,-223.94710629374546
capsule,3480.509484631282,3245.139575189371,3245.139575189371,50.00000000000001,1.8543527454153396e-16,-43.100000000000016,-224.8048638118215
capsule,2829.6937109267787,2866.926464695043,2866.926464695043,50.000000000000114,5.486160760781704e-16,-43.09999999999999,-211.41582550233852
capsule,2761.430870284575,2930.894103553807,2930.894103553807,50.00000000000002,4.435385468739908e-17,-43.099999999999994,-228.53308735740086
capsule,2577.4515449264204,3241.7033198818813,3241.7033198818813,49.99999999999999,1.939897635844943e-16,-43.1,-210.34146485031894
capsule,2721.82118291344,2905.1093510735113,2905.1093510735113,50.0,8.642307738488701e-18,-43.10000000000001,-206.0416287755909
capsule,2857.82456351736,2857.82456351736,2857.82456351736,49.999999999999986,-2.7512466262615273e-16,-43.099999999999966,-197.74394424355728
capsule,2784.39023857097,2860.8334312439347,2860.8334312439347,50.000000000000114,4.18111965168733e-16,-43.100000000000094,-209.60843751890957
capsule,2596.420283320475,3170.3900551132283,3170.3900551132283,49.99999999999999,3.4535028865601307e-16,-43.09999999999999,-221.57747546369237
capsule,2603.352350020094,3208.606901195733,3208.606901195733,50.0,0.0,-43.09999999999999,-230.76167078898777
capsule,2572.177212255508,3400.641618024,3400.641618024,50.00000000000001,4.73349797605646e-16,-43.1,-224.05787864945083
capsule,3147.726742576075,3147.726742576075,3147.726742576075,50.00000000000002,2.896870094310259e-16,-43.10000000000001,-227.4360913693427
capsule,2950.93667485397,3001.883802843294,3001.883802843294,50.00000000000004,5.648972049769757e-17,-43.100000000000044,-240.92605809237762
capsule,3132.5440194860457,3132.5440194860457,3132.5440194860457,50.000000000000014,2.648015254092566e-16,-43.099999999999994,-236.14198368072468
capsule,2785.4412289958213,3007.851349794176,3007.851349794176,50.00000000000001,-1.8928637620605439e-16,-43.1,-245.8083187877617
capsule,2958.3646894804297,2874.9355545238373,2874.9355545238373,50.000000000000036,-4.868104518889347e-17,-43.10000000000003,-226.87130041648356
capsule,2723.0273185848014,2903.321322848868,2903.321322848868,50.00000000000001,9.941261643716724e-16,-43.100000000000016,-224.2992119172157
capsule,2605.5711453094314,3133.9200894712535,3133.9200894712535,50.00000000000001,3.372388500473785e-16,-43.09999999999999,-237.44422569840592
capsule,2536.0377546063237,3530.0211735885377,3530.0211735885377,49.99999999999999,3.1253130592496617e-16,-43.1,-234.63096196784164
capsule,2554.5875017122394,3448.1589184128075,3448.1589184128075,49.99999999999999,2.2499329347328907e-18,-43.1,-246.6386942423778
capsule,2700.445055600753,2984.329964964291,2984.329964964291,50.0,4.754164413528451e-16,-43.1,-239.67285920481086
capsule,2695.911166941103,3054.752388404046,3054.752388404046,49.999999999999964,3.186030061630405e-16,-43.09999999999997,-235.6361600715927
capsule,2608.7983904574457,3215.084884464499,3215.084884464499,49.99999999999999,-3.786649141912379e-16,-43.1,-228.56431706544495
capsule,2497.2324427714607,3739.9631714078364,3739.9631714078364,50.000000000000014,1.5727924311657583e-16,-43.10000000000002,-210.8746186883618
capsule,4161.673337672752,4161.673337672752,4161.673337672752,49.99999999999999,1.3072133276586342e-16,-43.099999999999994,-224.43213751218062
capsule,2489.8908020501535,4209.895817755594,4209.895817755594,50.000000000000014,-3.5563632375126136e-16,-43.09999999999999,-211.71922500878824
capsule,2579.0340461353885,3660.5435446582055,3660.5435446582055,49.99999999999999,3.6829458519947884e-16,-43.099999999999994,-220.3274528060757
capsule,2721.2424588463386,3069.8469811355494,3069.8469811355494,50.00000000000001,2.5407835483934614e-16,-43.100000000000016,-230.75828841211424
capsule,2708.7085063396603,2937.4748062558015,2937.4748062558015,49.99999999999999,-8.318022384847078e-17,-43.09999999999998,-211.78326630649892
capsule,2616.566524514591,3100.5216987759395,3100.5216987759395,50.00000000000002,-1.1295898088434827e-15,-43.10000000000001,-192.85489026838957
capsule,3022.9032704009796,3022.9032704009796,3022.9032704009796,50.00000000000002,5.906692758246424e-17,-43.10000000000002,-187.07683038420168
capsule,2693.7464154884196,2979.334312015259,2979.334312015259,49.99999999999997,2.8265613355554066e-16,-43.09999999999999,-194.86665234447784
capsule,3058.142938226061,3045.4258781904955,3045.4258781904955,49.99999999999999,1.3855711071764607e-16,-43.09999999999986,-206.88380570668167
capsule,2962.407153964212,2926.0386518698233,2926.0386518698233,50.00000000000014,4.698957406699419e-16,-43.10000000000018,-195.3091517574784
capsule,3063.4442957257374,3063.4442957257374,3063.4442957257374,50.0,1.1378628081805098e-16,-43.099999999999994,-210.3670182926858
capsule,4122.194385091783,3558.2502902049196,3558.2502902049196,50.0,3.5654844155149365e-16,-43.099999999999994,-222.4830182307979
capsule,3090.6937949352605,3090.6937949352605,3090.6937949352605,49.99999999999999,8.921594550685062e-16,-43.09999999999999,-226.3690192229195
capsule,2898.1445161923766,2907.0523844969694,2907.0523844969694,49.999999999999936,1.9911466148231374e-16,-43.09999999999982,-229.73389852034913
capsule,2778.0753756826543,2891.856385152196,2891.856385152196,49.999999999999936,5.054004008166183e-16,-43.099999999999945,-227.49024783121592
capsule,2608.2667574089064,3123.974849998534,3123.974849998534,50.00000000000001,5.332833007806724e-16,-43.1,-216.5982448639207
capsule,2682.5212049870124,2982.2743484581656,2982.2743484581656,49.99999999999998,4.0697623102033483e-16,-43.09999999999998,-210.400081015071
capsule,2715.583806433417,2936.520919462644,2936.520919462644,49.999999999999986,2.8561773874534173e-16,-43.099999999999994,-192.85649280939649
capsule,2851.6486209999603,2828.1656611765575,2828.1656611765575,50.00000000000035,5.3866736783749325e-17,-43.100000000000314,-210.02436950714005
capsule,2788.1477384247746,2788.1477384247746,2788.1477384247746,50.0,7.980661186028095e-16,-43.099999999999994,-210.8744852694352
capsule,2803.165214278835,2803.165214278835,2803.165214278835,50.0,4.7616874929089595e-17,-43.1,-220.2652090752719
capsule,3007.3380953529454,2785.81080332099,2785.81080332099,50.0,-2.293568079683686e-17,-43.10000000000002,-202.52897384406816
capsule,2779.0220496806983,2859.654822788254,2859.654822788254,50.00000000000009,8.589939996026918e-16,-43.100000000000044,-218.347402803303
capsule,3039.2799683191915,2927.9485599408245,2927.9485599408245,50.000000000000036,4.838434701645407e-16,-43.10000000000004,-228.42444701606743
capsule,2908.779711987509,2908.779711987509,2908.779711987509,50.00000000000001,2.4434194234384275e-16,-43.099999999999994,-226.40389123025386
capsule,2662.3315801877875,2992.1599225038826,2992.1599225038826,49.99999999999998,4.487529102185124e-16,-43.09999999999998,-211.05435111751896
capsule,2518.713243385233,3540.8914662412303,3540.8914662412303,50.00000000000001,-2.5211384171779695e-16,-43.099999999999994,-230.67597165315684
capsule,2592.759348629124,3167.3550928399486,3167.3550928399486,50.00000000000001,3.807733988952359e-16,-43.099999999999994,-233.09369758838082
capsule,2620.2581296841345,3225.864042285236,3225.864042285236,49.99999999999998,0.0,-43.099999999999994,-249.7527326301888
capsule,2616.212792769496,3091.43227653264,3091.43227653264,50.00000000000003,2.4945389319469135e-16,-43.10000000000001,-230.9360949382972
capsule,2826.996821486896,2850.500084552936,2850.500084552936,50.00000000000016,4.963348622592313e-16,-43.1,-221.20679674490594
capsule,3217.7922773801656,2872.984050932586,2872.984050932586,50.0,5.927778655746614e-16,-43.09999999999999,-215.67226527768503
capsule,3501.329766637804,3133.863783301697,3133.863783301697,49.99999999999999,3.7418220635034123e-16,-43.1,-230.99145755851086
capsule,3751.504829591002,3334.1351591505277,3334.1351591505277,49.999999999999986,-4.638565819418879e-17,-43.09999999999998,-222.4183448868871
capsule,10976.531029185506,4253.752363859717,4253.752363859717,49.99999999999998,7.589853591729277e-16,-43.099999999999994,-213.73069582855214
capsule,4137.520928662707,4137.520928662707,4137.520928662707,50.00000000000002,3.352039226131922e-16,-43.100000000000016,-219.98145819779214
capsule,3804.8083618122364,3804.8083618122364,3804.8083618122364,49.999999999999986,-3.0133996232920333e-17,-43.09999999999999,-212.73149268051972
capsule,3382.8611190936113,3258.955392847789,3258.955392847789,50.00000000000003,-2.1563519748710293e-16,-43.10000000000004,-227.37180425618794
capsule,3613.735237490352,3584.006687711502,3584.006687711502,50.0,3.4137119009565505e-16,-43.10000000000003,-243.4979364786294
capsule,3423.247417598346,3459.4634370477384,3459.4634370477384,50.00000000000005,3.0526201907071134e-17,-43.10000000000005,-256.5988972847
capsule,3301.8369334183562,3336.578135288282,3336.578135288282,50.00000000000005,2.7409626965111493e-17,-43.10000000000004,-252.28127715327403
capsule,3582.733180090987,3611.0581197096058,3611.0581197096058,49.99999999999999,-1.3433486759518987e-17,-43.100000000000044,-253.0427024639703
