vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,capsule_fuselage_TUBE_LENGTH
,2498.7304146624615,14685.58300057168,14685.58300057168,50.0,1.7462605380822145e-15,-43.1,117.20042833847171
,2542.577792410265,11613.755943140948,11613.755943140948,50.000000000000014,1.3487903494665043e-15,-43.10000000000001,100.68583126657983
,2515.8271632316832,13330.648267314227,13330.648267314227,50.00000000000001,-2.6867013728644945e-16,-43.1,110.34858335928587
,2509.29243349962,13821.231591240796,13821.231591240796,50.0,1.1012271057083057e-15,-43.1,112.89921577212134
,2492.400785291355,15250.690004690521,15250.690004690521,50.00000000000001,2.4010559833483256e-15,-43.1,119.89157758597145
,2518.0881818086355,13168.111020135057,13168.111020135057,50.0,1.484978451824301e-16,-43.1,109.48465019907931
,2534.5437357199166,12085.269919163746,12085.269919163746,50.0,2.680574808884619e-16,-43.10000000000001,103.4652547733249
,2489.959643226065,15478.965241136944,15478.965241136944,50.00000000000001,1.019988749387672e-15,-43.100000000000016,120.95359870615425
,18966.362450064687,18966.362450064687,18966.362450064687,49.99999999999999,-4.863723995490857e-16,-43.10000000000001,135.6765008558918
,20984.635724272925,20984.635724272925,20984.635724272925,50.0,-8.216861671909935e-16,-43.100000000000016,143.16063007475867
,2435.4727784767774,22696.78532474897,22696.78532474897,50.00000000000001,1.5463924023385429e-15,-43.10000000000001,149.04650641893363
,21539.304823203096,21539.304823203096,21539.304823203096,49.999999999999986,2.886691567909266e-15,-43.1,145.1102841040337
,2417.9640291644414,26353.861812514468,26353.861812514468,49.99999999999999,9.893170961241613e-16,-43.10000000000001,160.47117754271713
,20493.73095627984,20493.73095627984,20493.73095627984,50.000000000000014,-1.115998798582816e-15,-43.100000000000016,141.39846103358826
,2445.41077001123,20989.5687807385,20989.5687807385,50.000000000000014,1.0687291873932787e-16,-43.1,143.17816030828047
,2465.474410960068,18145.37995900115,18145.37995900115,50.0,2.0075338973909204e-15,-43.10000000000001,132.43609732659317
,2497.955974247579,14752.727213857404,14752.727213857404,50.00000000000001,9.358196635448983e-16,-43.100000000000016,117.52496742398574
,2478.3427642345987,16652.405992684944,16652.405992684944,49.99999999999999,2.1218216250446928e-16,-43.1,126.20414692122978
,2455.610746394507,19454.64772318634,19454.64772318634,49.999999999999986,-8.899851828370331e-16,-43.1,137.5471698806947
,2467.462765922831,17899.807620118965,17899.807620118965,50.00000000000002,1.9863323203035237e-15,-43.1,131.44231619067276
,21465.550653475177,21465.550653475177,21465.550653475177,49.999999999999986,1.974088747479334e-15,-43.099999999999994,144.85349586968152
,2415.9833539690326,26831.193128200714,26831.193128200714,50.0,1.0398892912176685e-15,-43.10000000000001,161.86391016058053
,2513.754199200305,33006.014304298806,33006.014304298806,49.99999999999999,1.6308750858411749e-15,-43.10000000000001,178.26962498212242
,2504.2913895496163,36612.23377364114,36612.23377364114,50.000000000000014,1.2087164629156223e-15,-43.1,186.72911168984976
,2503.7975118268396,36821.01657477934,36821.01657477934,49.99999999999999,8.991576712911117e-16,-43.1,187.19803231941833
,2405.649586859113,29582.066735337063,29582.066735337063,50.0,0.0,-43.100000000000016,169.51615768494378
,2511.6791830681823,33737.98985013111,33737.98985013111,50.0,8.286446937912795e-16,-43.1,180.04485283452965
,32565.827705146563,32565.827705146563,32565.827705146563,49.99999999999998,2.310133642296785e-15,-43.10000000000001,177.18670409935737
,2514.417384778618,32778.32003693774,32778.32003693774,49.99999999999999,9.47159217816938e-16,-43.10000000000001,177.71093142983972
,2401.0333920574444,30972.412609887415,30972.412609887415,50.00000000000001,-4.086921008945005e-16,-43.1,173.1649298947006
,2425.107942525754,24747.452412346498,24747.452412346498,50.0,1.0139729230581016e-15,-43.099999999999994,155.62596302771436
,2405.667774807939,29576.802579672763,29576.802579672763,49.99999999999999,-6.544966425088189e-16,-43.1,169.502079935554
,2423.357342152101,25125.28145827311,25125.28145827311,50.0,2.2203008238073244e-15,-43.10000000000001,156.78843641699578
,2437.2303671805166,22377.840840388242,22377.840840388242,50.0,3.8130841351353265e-16,-43.10000000000001,147.97900033559137
,18248.591768650804,18248.591768650804,18248.591768650804,50.000000000000014,-2.663566813296028e-16,-43.10000000000001,132.8503168132254
,2443.1896019246806,21351.603957571235,21351.603957571235,50.00000000000001,1.4896131114243227e-15,-43.10000000000001,144.45530559523445
,2443.705276226105,21266.60144438838,21266.60144438838,50.0,1.4926946113163181e-15,-43.1,144.1570938878864
,2432.2190489873155,23308.220597879175,23308.220597879175,50.0,9.433349029038433e-16,-43.10000000000001,151.05838266390907
,2443.6674378460034,21272.818867263675,21272.818867263675,50.00000000000001,2.4078490732124527e-15,-43.1,144.17894030779425
,2413.750169045443,27387.451261084254,27387.451261084254,50.00000000000001,5.265644838949744e-16,-43.10000000000001,163.46147437652672
