vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,capsule_fuselage_FLOOR_CONNECTOR_3_DISP_LENGTH
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,8.179922883375212
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,27.46219022045597
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,10.16384118410323
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,2.2146164237085397
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,5.093387932383484
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-7.153025646775593
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-18.09968041153963
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-8.076722213482224
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-26.893298722772453
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-12.91081087704777
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-24.29598630710683
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-30.46139903990434
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-26.03560306560152
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-34.91171812761039
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-32.8559278018886
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-28.596203578958246
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-13.822802523319917
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-4.629386129321803
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-11.186007931090957
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-14.560683912094285
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-31.476450745765817
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-43.564726568504526
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-39.81730783783144
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-45.59851562445151
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-36.85420798289544
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-40.68158297375484
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-49.165573651726106
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-37.177458143168344
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-38.95552711963577
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-55.28121390605466
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-49.18674586114659
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-36.04941456215668
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-35.61716766626668
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-35.393915656176446
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-37.211671118355206
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-39.46238681254203
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-56.720482191759245
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-48.16994894716997
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-61.36399888095808
capsule,2544.604726436472,11500.100009576325,11500.100009576325,49.999999999999986,9.946214129717654e-16,-43.099999999999994,-62.29848580140331
