vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,leg_3_LENGTH,leg_2_LENGTH,arm_1_LENGTH,arm_4_LENGTH,leg_4_LENGTH,arm_2_LENGTH,leg_1_LENGTH,arm_3_LENGTH,prop_3_DIAMETER,prop_4_DIAMETER,prop_2_DIAMETER,prop_1_DIAMETER
quad,13755.534842242992,23460.02100506016,19538.223628351338,27.588656025444504,27.581356535241362,12.434291401399133,-32.67896726067322,145.63759122833537,70.61409520215652,212.00692964182787,57.30620509228556,94.7157855953568,130.16878608486203,224.3757651164268,135.30124813813356,340.57776050605185,61.17131551321509,252.18689845547866
quad,13755.468222097923,23103.52292140443,19446.100691578096,26.525427519287657,23.704274056477356,11.258230976618503,-26.997921924636906,147.9124233072444,78.10103344533147,206.1495491966225,72.00342452172282,101.12799360117117,110.74417046235881,210.12959383449794,131.46182108989288,354.9720767849126,51.92522441373286,260.6758701321133
quad,14649.04269674495,23366.61354374759,18948.786718566702,20.31744203906711,21.668515346173464,13.843717182201923,-8.40143052230584,142.94665174455122,70.22616108909695,188.2471956529577,77.28383387835208,90.13894631915089,130.17418925210268,202.76292728616346,130.40828439113446,359.95127821150754,71.15347213206816,251.48856590378713
quad,14600.926684519349,23119.48218156432,18748.875277415435,21.046972002944187,18.176381228039485,12.605181222598217,-1.2492048996933711,128.71495366703093,53.51990719444624,170.28205867767906,93.94867974404059,96.6280301881146,123.86257816241718,197.9666824270317,119.88571702278307,376.0014131129858,86.76642676964045,258.12076687416044
quad,15250.509715283024,23906.041994620977,18848.29699002134,21.28356322427624,15.616618224617682,15.763091266473705,15.731655140217502,133.33151106509524,72.63550023653048,167.94089540138623,107.60809547050856,91.76813445714811,138.87710874594208,211.4573535847349,135.33103409180035,390.7768830181421,80.45863932809766,239.2523327581609
quad,15500.189780881778,24386.612269009933,19262.349495973645,23.849993709423266,13.087672538445675,17.45748806399027,13.412843455123202,143.50263582807136,88.6690980868068,187.73382688851058,125.28078621674028,80.3539760156341,131.30301783541174,222.32100359240184,120.04654625620985,401.6882660760859,77.12751433129793,244.453369124715
quad,15513.879522011344,24544.225220183394,19106.7657577392,25.962632597675054,16.691103822227724,19.1345499331062,16.961261932549455,147.33776515400635,81.91264342010696,183.7595823846298,126.63239355542186,92.98922905343878,142.90553997063685,207.24781288745905,124.13141050192955,401.9983588754251,81.69689055116451,263.18745696553776
quad,15398.853936223208,24408.68284881685,19226.8107347537,27.497944376397328,18.677109700693645,19.50687542798917,0.5138659759553583,142.35444764494724,72.767318295854,200.9543704281062,112.42178092837729,77.79681176100411,160.08378242778718,223.90520494270905,104.71038900545912,417.0886878223475,92.75032808467398,253.52039266324246
quad,15657.714533716293,24635.099670870884,19730.210275016394,23.385459679974684,16.47384609322221,19.694669635502354,9.265547670916384,156.863614711165,59.81117697105222,208.4118573580117,122.51742167377424,94.55491301203892,141.4360405365328,243.89802238382396,110.25991309807833,401.8395914236221,80.82364118185635,265.7880405132653
quad,16138.760864595879,25268.13337932516,19844.575291962017,21.38005312364462,17.711218952640618,22.371944527474444,1.0914919666037335,172.4880691988321,69.11507695628157,202.26466615339692,127.25744944064144,103.63965785583032,146.9413405257906,250.36782711748992,113.40357575691888,390.3387897762722,77.94354763630452,275.106814658451
quad,16779.50969027055,25397.40772081793,20059.30526331221,23.053594607596743,12.234804196740095,22.746196616063145,-12.434215049249069,157.03334501557717,89.08422229103158,189.2818462150619,145.77182139650358,106.72874289717508,155.85481627186846,261.2319660608277,99.86920199052207,389.9087875078858,97.7012574677718,271.0892479175743
quad,16175.294664548212,25220.451268665412,20042.66704975512,29.688087726213364,17.985020875620418,23.277004872797693,-19.616941830081984,151.69226113227043,88.87869376266764,195.44612269752193,142.74813342450136,115.49950024862882,163.16271323341178,245.26035047143398,88.80442391862755,406.0589471744997,116.37839130283764,270.8298176919069
quad,16356.64631104174,25368.230419369243,19785.793708406625,26.570619914751592,15.317508303552158,24.804378212941273,-9.645923019505112,167.6046260317055,71.90634468244852,204.00401993171636,158.68920827148227,117.13641763438073,147.884667728748,229.22980417501887,73.28889416578312,396.0244906066601,115.65948274864174,285.77037560899396
quad,15561.892406676887,24835.286152965356,19911.788767044647,30.37275829468316,13.800886488726634,19.234025229400842,-17.320064313991992,151.62785106297227,69.23248626616636,212.10578521937052,147.78043900714562,132.68297736780087,131.15510134196492,217.62189656969863,61.267433445015286,414.8575775269927,111.06271142815403,283.1775900670964
quad,15311.20422985847,24276.3101838681,19754.380543240408,26.864536241481332,11.521373958506949,16.19844761614168,-12.11602913498718,133.346731719545,74.0395059737509,203.47200362806925,140.30608052567882,125.9417303902848,115.34805417723052,217.54210587634128,55.96972870876501,417.3113257924109,114.14939614101411,277.17843291194686
