vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,leg_3_LENGTH,leg_2_LENGTH,arm_1_LENGTH,arm_4_LENGTH,leg_4_LENGTH,arm_2_LENGTH,leg_1_LENGTH,arm_3_LENGTH,prop_3_DIAMETER,prop_4_DIAMETER,prop_2_DIAMETER,prop_1_DIAMETER
quad,18247.36321337899,25926.762901506056,23460.000659186124,22.26048526914794,6.884831779290572,23.110510035716608,87.60884643759111,142.84038177335685,227.43186474353885,197.5444101916365,163.21865110717195,262.5045635585527,138.682656715436,245.44433228827205,211.89318071630913,163.2460116549587,161.69160956641113,274.0256479855416
quad,19036.30805946121,26054.32353787227,23549.32712825011,13.358261734039086,2.596071775579053,23.807140717223376,104.65939335664689,156.3502281793127,222.32038503864106,190.4701077413755,166.01149819243702,273.21311511965155,121.79608539905071,254.31379284863462,195.49767226600895,150.23297343274788,170.7879408211529,285.871678303071
quad,18936.04937442356,26117.116588878882,23153.8582033123,16.207328607052865,3.8040840923534325,26.276750551578996,123.50473749672267,150.9842644561839,209.05121582452904,194.6525804211268,166.89621174929235,261.15735647643834,138.7942193510456,241.95302375645437,213.5428588110991,132.7486788264639,186.59044985797743,301.5378090265579
quad,18932.32902968026,26492.433441808214,22848.120740660994,21.271070400074848,2.8874963473140913,27.599811959745587,116.73631060229079,141.37375893665455,190.93858751197885,208.54626351281988,180.75246504651818,241.8480525732163,152.14573683577493,239.66654878211955,216.07354849607,142.09205444080033,202.07426653424972,298.99692217346995
quad,18771.26313955697,26239.054023461256,22928.39593139407,20.222167319307623,4.658162122086588,25.979779609305712,120.50800748049346,134.11350596226356,206.5380410567442,193.7388286931421,162.55200611251485,252.2235621897904,157.621470532363,235.36836985729963,201.0491170440753,148.3256536940513,184.55920543051195,302.6643406206219
quad,18651.003439807664,25941.05095054621,23461.68194365298,11.874071467887504,2.313631089519914,22.016329354456044,112.22554737146554,144.399151771078,226.05089706371422,184.84652489349284,146.05982287315967,270.4806929425607,139.309608252255,251.60234309095173,209.53008945301426,141.19746885487197,200.31709272883447,295.646456936945
quad,19385.33384404335,26250.62010877242,23872.497784210504,9.359456882800385,6.83890062993561,22.82742120352169,127.64062328207517,154.56827954458464,230.56965166209295,191.91767018853443,148.25887202160175,283.721950037571,125.70235646508019,261.26162207315144,222.80500342732023,130.04906119795692,193.60759589385643,300.589254616319
quad,19560.015737779755,26045.812332309444,23538.454477856143,9.097485620145823,4.594589150101704,22.72101497427377,117.84476563454338,143.99383221261164,214.09306978860812,187.19437477704727,149.04802398801002,273.3165023850618,135.24185387484894,264.8049301979435,216.54544045974336,113.09568073737691,182.23415502276598,293.9395822742921
quad,19616.840863041038,26472.515227946416,23358.57422476442,8.327732947464753,6.90209283766933,23.21926614571717,137.31715015932167,143.2299042748165,197.4809237957639,188.81335570959104,149.04776597243935,290.959607322123,135.34439723195703,246.86589571317597,224.5239219919774,94.25462134900168,198.4191971952032,300.57576209950224
quad,19935.788928338425,26350.00454580778,23333.424200875004,-1.9191636008823052,7.156765400598422,22.714213033999787,136.3037248780644,158.2102184712141,177.99691456696047,179.2061614607796,129.25285346641175,303.9922833416334,123.06248777638609,260.87571897960413,217.31064089042673,83.8663994691176,181.89969239324708,287.8203894065781
quad,19674.51716341898,26006.896588050142,23049.19154996796,-5.485852408664732,7.450699923184554,21.26394748874368,132.09842960907667,155.9030494170858,165.17216868127116,163.24207099072666,122.39283886541187,305.7288787060383,115.7705335208066,264.07657256360415,208.02177469034916,80.61975830516278,172.40023049673906,300.5884784325139
quad,19376.828786989234,26269.54051881342,23474.535058196256,-8.75024977037145,8.788519972695942,18.258333456868332,124.52116885618764,152.6403931950799,157.0565487666556,181.5699259036175,103.87449200402995,324.3238115700804,100.85251568927397,271.37671991341927,189.06894860406564,66.80743289903663,187.57527462482835,301.75183895469263
quad,19901.803443137676,26127.902184732913,23496.504862724,-11.548792005033638,4.71447415864989,21.31325676758898,136.74516798675396,169.1724615709712,152.6868466388673,177.3334002749382,121.51636271266788,315.2380419596389,93.11657048989295,290.6313943302212,199.1412081726523,85.22283101317507,187.63218158762672,320.16778674563295
quad,19899.543664002515,26071.162904084398,24103.791025487248,-9.698304847859834,2.2272393925680247,19.44111795500814,135.75183515908756,151.1180853199323,165.23144535485022,189.35208560504284,124.28336533174112,325.70889922112156,89.48675353609867,306.8912012544274,218.84679710971218,82.00609123245324,202.10353125817684,300.53868793764514
quad,20298.012470544814,26496.84716170031,23912.202985153872,-12.933905693887697,7.624056250050456,22.071255036766043,142.61648659003328,170.58958600640426,157.96957323529256,179.1213445140718,112.91116581428417,336.90772967045,107.67915612691225,296.7910984891668,233.0338962337437,75.11687328082348,207.8568362002818,281.70524336553166
quad,20817.452802063275,27594.724266448207,23621.222455774114,-15.761770465807519,8.612580402327302,25.79484827220146,160.98361409731993,182.16623264653703,143.2538296252124,169.73237366181118,119.62934664509436,345.45244717005085,119.07543412013135,287.45536697920335,220.75848599296475,83.64704730581207,207.89405310292457,292.39284316821494
quad,20398.818981435586,27224.436638390438,23120.24279070257,-15.91937965318684,6.950350443892948,24.925427078941983,167.1000948877378,171.70017742746816,139.16170527392552,159.02857018910012,120.53400918126309,337.52180759042875,108.25261371857883,268.0782934065174,220.30068859685798,87.17637167899177,221.2285581106147,288.38709270051356
quad,20090.086130774907,26940.720251548715,22994.76748658099,-17.42853860347463,5.648743372192363,24.858118922303166,182.50019920425245,169.08704024544414,145.7476830567642,162.36847398003337,100.69294860759132,322.2718681301766,101.51020061511504,262.9857115439814,230.03393963249954,104.9645414492189,233.44996578093065,306.57320859229594
quad,19910.295292323703,26699.18973460333,22769.799081854275,-18.448064957292846,6.550907047301169,23.534744429411806,182.654528620832,151.48869174689216,131.3216583384419,150.68716563708082,90.03904021471106,327.11736168630085,113.80123209152816,265.3122966672581,226.18510557061373,105.62741599237603,228.23704493852088,286.7111728558251
quad,19688.745848506114,26557.993125928177,22487.73854995145,-18.919091384146537,10.005032046871602,24.437166262391415,177.01142816999447,171.00758417423086,131.28645342542825,154.898648949191,72.8847520841945,309.5675677059751,116.60558752158083,254.9756524678749,216.10367995455258,100.99604350691297,228.0286652571245,279.0525255451023
quad,20610.484394065967,26996.539094788568,22733.09457562406,-17.862607927663845,7.422422977735707,29.57621980648293,195.4430642932138,187.4057669810565,122.7524687440729,172.94449025392476,89.3900067505175,301.7045866955271,134.03867388082483,273.5110082055362,230.2585256404753,118.93752610857851,238.51215817167522,263.19567814924363
quad,20719.201795512334,26846.417064159243,22773.103247198214,-13.776183501218481,5.80557561642719,29.200645641301097,187.27113182156614,176.10486896964187,139.19652377766346,157.2522397297579,101.26887101564786,288.3092387730107,148.93753542477074,289.52003570177834,220.17935004791985,133.3707894642427,239.63844798893183,248.07618152773446
quad,21208.299330752816,27480.831660340733,22841.536085534848,-16.008535303382324,3.3964960664869785,31.810530136448122,195.07101846307154,183.23531208145158,130.86781982111196,150.3433743365862,108.4222855867386,298.651770783559,164.64982442453126,299.8428434650829,224.34550072808818,132.50238318902558,253.20284900661423,237.99902159299918
quad,21619.25595147498,27748.859373080573,22805.292750139073,-13.548253020628053,3.2092826187795387,34.868775949786816,213.47052971256153,178.33191578063924,139.5150047621408,148.0087915857605,114.89140810159465,281.6230253479525,176.43849243595128,307.32915726052727,209.40047890830107,120.26958157089555,237.42225850826117,242.68836325713215
quad,21087.631501041313,28138.727097133524,22601.716973861832,-14.418075191565388,4.697299395726995,32.40676836185638,197.37768022375133,192.5555419853345,121.70180780453063,152.4663204741591,108.03610458486928,262.14446644849653,164.821596159623,323.0804959550529,212.0727593027984,138.40317180063212,240.6955631523061,244.97380637611062
quad,21164.444847460545,27988.406943459897,22997.19690465532,-15.227744111274417,6.304581269012909,31.898613699287736,185.38316459038472,194.0196709730492,135.89264173592204,162.05698029675082,88.9623206719929,267.2550278167188,170.68081546125072,327.74335997696437,218.18993510728657,134.59465548671233,230.37193437598341,232.57149369199544
quad,20299.74311906462,27157.84445666748,22961.84585095153,-8.540174838100604,10.344009583851456,28.635403478505086,165.84418289180908,200.0989593847692,148.43889989011322,168.0682210511619,86.03382134472726,265.0944638380322,166.67412050591022,308.5933757764296,200.77228513272274,124.61774502212126,238.31975821116313,213.85771338963644
quad,21060.099395589026,27831.00212873712,23634.511429078295,-6.367023457474882,11.10244659579139,31.183206706908017,163.95007098296327,210.87653247939676,162.90685631933363,179.3534255493953,102.54858243664152,283.09243006845134,179.82227837442932,321.25577926573243,195.47125270294848,107.00391119352838,234.76727698229482,194.6143501012028
quad,21798.488916575538,28124.800516920623,23535.092104414143,-8.23354928641908,10.566353575902625,35.427149142537736,166.17423453341308,227.32649186368738,170.4061366999108,180.53404559452719,120.15256185330423,278.55966896610744,175.57721457505136,308.55390264388524,189.8479519115419,115.57431521439756,234.32917365349175,203.5846582078332
quad,21591.44457652932,28052.28707982919,23947.529144692937,-6.490378620240242,10.459748420318903,33.5781807801353,149.0414960418543,228.14965885690407,179.7450932661354,194.95253934596977,121.52660797707145,275.5483925670515,167.79504547120916,322.71193764271146,207.05239272992338,96.42303815285828,217.3349322357755,197.23258057235412
quad,21108.16685285206,28231.49905463793,24004.763107733826,-4.887691787086187,13.400653696687092,31.04530551045576,134.53309901549937,227.60466970206224,188.4797070955831,185.3310413176745,114.67317129469342,274.0803206711863,162.6103630460194,330.06442571473247,192.56259735698438,113.66109457250722,207.20281850558058,202.44584412659376
quad,21815.314158773024,28940.787838685796,23843.340800154296,-8.718192471003869,11.318789283590881,35.874080348184286,143.94406461676132,247.12174380243286,191.2147015948988,172.6663953028956,116.47949453777306,257.4041116865906,175.72174721038937,342.75585577303644,184.50628117310188,122.62954188675035,198.85756896130675,216.9281806634309
quad,21543.002473932134,28752.260034977513,23590.83880010955,-8.217675762448108,9.850775419086263,34.21949736268463,154.20987671694238,232.01358852637622,172.6962229973839,168.7178605838154,119.31259010471013,252.02646369076868,175.62334334744386,349.3124703191241,167.93296865223897,124.74729179432329,202.5733807807866,212.7611924037777
quad,22083.683149506236,29070.985352608048,23579.658041367762,-10.376050247492614,12.093860063301985,37.761597522954496,162.93373811726195,243.5147625098386,188.92662656591807,153.87176007743224,114.62684886311195,268.3270475362302,187.50564875533598,330.50217677462376,179.23181487821026,133.7215292712451,187.47555645664104,199.42608757578603
quad,21667.004537618803,28869.50437068418,24167.782526572853,-6.085252872079333,8.379010897567245,34.53992825243759,146.39294705277737,239.37602364649592,207.0116925657635,170.66296099563212,127.6103977270829,269.0025244428599,174.0249999044547,344.6552943667914,163.16929587978998,127.10890172685345,186.85321115460383,199.68096244563904
quad,21065.784991237757,28637.68597269193,24192.12653040749,-7.599438257632929,5.160738823684954,34.24435161234934,165.53827499176018,227.09289630853647,218.880725286058,171.621635292872,114.36229688241053,261.64671041510167,158.9793806558945,341.3946165860714,153.78274851235957,137.7401486607675,200.63999369829395,188.84100216318993
quad,21114.42371134084,28553.912551614456,24769.661852221143,-9.933664073737747,1.0846705791901072,33.504704428961254,183.51605109837928,219.51051300327276,227.56894395391163,187.18420593295625,107.39275902552907,268.36151600466053,146.38589404514786,359.1205433916366,165.2161489964434,134.63227198422177,207.3552336637786,176.15809544837578
quad,21354.38007185952,28594.416269872178,25037.123841802757,-10.428540483060308,1.1187667656683387,30.80737983903411,167.7662720731016,221.422889473821,217.46747883511696,197.1512740748118,113.09150182225794,272.82004844739504,143.53816185537283,377.37241997311304,156.85075058608888,153.5795014549231,194.1504545614308,190.67521556689678
quad,20843.677915532895,28406.50738633298,25130.057365739158,-10.861218162586322,3.448170083826676,32.131778205805354,162.51515008162096,233.05532643291633,234.84832792973992,196.96707294378416,97.02043206404664,268.4408829547395,137.17407000184102,372.5013581411492,145.20014730499992,166.95224573899125,185.61937198199917,193.68963450015974
quad,20354.95404948011,28122.001183947465,24858.602568071692,-5.43877238903101,3.470904922540567,30.679592313794004,149.6915624406537,225.82456980892445,241.97276994881508,202.73224077552808,107.81254195721226,249.39315465085662,132.33038578192583,355.9340351426549,160.11260136041435,166.68549620336768,202.47159471362988,207.01928242933857
quad,19918.883063613557,27813.645611689528,25113.158939914825,-7.321075882501434,0.9818482609697261,28.34764869721147,162.3019688357701,211.18554410599927,247.19931661801132,217.43387862806205,89.8746690076033,242.69083782014008,118.75525002946819,364.36772870184103,169.86488352560738,184.0003551582183,196.42776048531354,223.19848381074834
quad,19694.838394384118,27622.715963915532,25352.29689184619,-8.779955537500541,2.1972487652944017,27.513702276095394,166.85152929110947,209.2367254524222,254.9554275200726,220.56044169445713,73.77364081745523,256.1462755290652,111.52382643587706,360.3065785832385,169.49469303493098,199.28132708719855,203.6250421938335,226.24956891824326
quad,20297.601698138023,28299.030959556923,25701.57294110235,-4.651047307867255,4.8317270121553575,30.730677252715477,169.1747197076663,221.254268684662,271.4494157321196,225.38395890965498,90.45898828322842,271.34558330772836,128.2012346292669,352.86854309400843,161.71484864702492,179.71574532472596,196.3138790908624,241.9691406466667
quad,19851.948317739985,28234.631501777007,25942.1023800061,-0.7108502780865863,9.397807260417467,27.472264090242103,155.7826936891043,207.4511926744666,266.48324921151084,234.64683550419372,76.51220592247225,283.81790955168134,141.86808925786278,356.529722045852,142.17403559243684,199.58276812747616,200.06088713376334,241.43171708528774
quad,20178.663280088535,27984.0090252512,26076.67166772491,2.8671248720700735,11.168903144019245,28.063848236559515,140.45165816312687,203.80400422180267,284.99673692304276,225.32061501120134,87.16651800589985,299.72253500660196,154.91254774010497,342.728077171267,149.87925559868995,219.4067375479828,203.41623032227486,256.3370611877571
quad,20297.160627396694,27765.23170927275,25720.38203570851,-3.4661354599973278,13.231211302609903,29.150981506965408,152.76182819788698,214.77108805090813,274.93889114632066,205.75328040990013,71.22880791720115,315.24638213365637,148.42698993802227,326.8269265415717,135.81129689030868,234.2924700958753,220.56064717160936,267.1444906619763
quad,20256.117900032936,27707.259079564923,25911.87086646949,0.4535859914516322,10.6590325736005,26.767211549314894,135.78160096652337,195.3798230932435,267.15674157575603,213.01332187826554,89.37189165144805,315.19050733517054,155.61246455225563,343.5924271245579,123.54931567836228,221.55657478032873,239.00406468097356,282.8647078755508
quad,20290.691965175734,28083.448090622085,26368.292765426635,1.6989538149090628,10.140759632852797,26.99583702096631,148.14570122017395,204.03636960925712,281.37456582148235,221.67583231585087,106.41237941592753,329.70142158434595,135.7031559205776,344.4850416777425,113.86108009771382,214.09979481943836,258.50243484049867,281.03138053898533
quad,21846.25777117245,28368.81997101622,26768.783798630106,-5.66492125554611,10.520104041233383,31.661721676339656,163.19494861142428,223.42054440732986,271.2382733885114,240.80427190650084,108.9054798148964,337.1290417536223,150.48195455500877,361.41080283566924,125.31111050240321,198.34583389623168,270.2054620726999,285.97705162489217
quad,21411.314586181656,28413.93918244222,26553.739272574257,-7.564039882312394,11.012453942674448,30.827695156088204,169.7623054297641,237.01692441076702,272.50336861957317,220.8178658328397,102.90009293929398,335.42057832817295,137.4643455683756,363.7231313091829,139.08685785027333,181.40650352657292,276.06964077211245,274.73185635558605
quad,20835.804103757826,28316.42101379273,26665.392525869807,0.792883405379489,12.139710576096125,31.35292848987339,157.5598498817056,228.83795215735785,285.8645191200437,236.453572868979,100.50580156430777,325.80391011960427,150.20608146373377,353.8290975516324,141.4631486665748,172.49261453604845,292.51329163717077,267.561332957699
quad,21187.959197311753,28367.40083998373,26242.118647185333,-3.6868461465590756,9.82323540573369,33.81460869795777,167.12959233348727,229.17924178402643,268.32923735977533,228.93362105674305,94.73794000460309,314.145279517689,162.89186330855912,354.8114632667796,156.16725659320574,170.76847370766131,278.9787668395319,272.03749740998194
quad,20962.688417459714,28070.972833453863,26377.740534564306,-2.304035063433134,11.578519185810826,32.76782457499766,153.1180090697261,234.22267106550956,263.0914081383393,248.6133286357569,86.69080015755898,313.51797828407376,159.85697696066154,352.55735979270287,152.3695609753807,170.08836254918145,260.3611419016292,271.1347843592274
quad,21327.020751705946,27818.269059382623,26131.52995990769,-10.48084433908188,17.507415504010034,33.31164260151106,163.10849514551094,249.51786555116269,249.81416686173526,230.07785348322318,78.6898373567466,327.8134834393224,152.01943850794032,349.2752763851318,145.47374068868015,157.6291610393586,266.85159829307275,273.3451853395559
quad,21637.658581267493,28215.301303265045,25469.184919055464,-8.935622637724117,17.28736578932952,35.875142576687686,150.21585367752607,257.3163118617126,240.2349068958298,216.58641157954017,94.1039105353709,314.48497212798526,165.7816570025265,329.77817873218385,145.63979151552434,170.49853787284485,248.76084307836885,264.42492200673934
quad,21107.3006208112,27516.20972163827,25429.69219444305,-6.8414423611687285,17.786114379924665,32.494545336438435,141.9084511905624,242.60098092291997,253.5354220661389,212.31153061539567,84.70109297144286,309.3960975815163,157.49415358271494,322.8017857677041,150.9832695359691,188.06263435927806,238.73677690018633,278.4679913111503
quad,21452.766254009133,28171.674453567935,25140.72092491688,-7.645360214385496,17.531668981660985,34.4682748379068,148.37041037112482,253.14402657850616,237.42729730280482,195.3478836594796,101.47946029664789,309.7258590521501,162.61054244430144,330.9289513409189,153.36717550310732,169.48237597303472,243.2393814664964,267.25965709731116
quad,21611.914291803027,28171.196854209247,25307.230454695444,-5.131355199131895,16.82225213081342,35.57599779248356,160.7813362552174,237.85611795359,251.9283771660021,209.56371630812154,92.19143908702925,307.189792665647,181.4124007542622,318.7467789172951,138.02426292697456,179.54583578080567,257.0047648590541,270.86864081328105
quad,20665.59405473686,27464.01089875265,25106.294037458472,-7.220190105674924,14.99718311355069,31.398896635954866,154.59648901008853,224.45335633066998,239.28485054110422,219.56917644325156,84.84143332437856,307.32435756851453,166.61229671263658,304.63732895913,121.37529259354238,163.44375446561963,241.04203174481478,286.6480586027087
quad,20877.633555229324,27432.963802607446,25327.073367454657,-4.104497474019879,20.580818290399147,33.385013758115285,158.82987573994916,232.1525496673389,232.4204912988616,235.5174407402158,76.92155870296159,314.7287510265453,177.5525194541787,306.62953502846625,102.68539355073358,160.65715841448727,233.25619831063918,277.50528235792285
quad,21498.988080773794,28054.584183165192,25221.364369849503,-8.487214292672538,19.245980381874524,36.79008147253723,169.43862543619954,245.91817414394743,240.7393912613601,217.35058658876608,75.24809763766655,315.6840385275266,180.3664525791033,306.44349340282423,91.17752083915276,160.01535866878785,217.91156185560067,276.9168246509804
quad,21409.965708830387,27977.387954243357,24867.957515636645,-8.5162263665534,19.82604994137635,38.284405520866564,176.01610964284967,245.0035865914297,237.034130792596,212.12281680847516,61.458616543834275,297.0418601939247,192.95545653174264,304.2497673154695,99.6540266018193,152.37997760248788,231.1492294838042,272.5081787127113
quad,21407.041941253523,28196.402128141275,24902.338535037175,-6.388929568333023,20.760568467948975,38.87854309209902,161.53357389275516,248.8583733737743,221.70498263289358,229.68973961034516,65.92536828974775,288.78576646665306,204.5074096584181,313.12785507733923,115.78936579153317,137.97540716118982,235.59079286835623,273.18005236461687
quad,21365.27103382488,28135.222093082775,25177.851674094807,-2.617630343386544,18.86742202720326,36.407677336155096,150.84385834271762,232.87435906991166,218.02725163455727,244.96864138511356,74.2314262263135,289.91903091978793,207.2206110467972,323.6840006501341,118.81516754754004,127.23728714036082,219.90767107969822,286.5716605761954
quad,21379.282584279856,28074.811127346526,25042.368419835217,-4.542831254921622,25.24385390717412,37.633038937885374,135.89295225758906,251.52100038009098,204.34796623137282,246.309741736159,60.682688038565196,306.69978257578214,210.3478520921323,307.87388154101285,117.30731441948848,109.91575354095977,230.46204907535468,305.42198133700253
quad,21305.518283925307,28322.67043781896,25455.630934744964,0.9556730930356261,27.995433473812938,39.110183584266395,131.43337833129792,254.47373922540385,221.21975032955993,258.1063077527413,63.527614220467925,305.16912229823265,226.9235112153112,315.4085409379054,112.76912382891614,108.44920670140529,226.24299870157955,323.3824492323826
quad,20899.68545864043,27831.476990780295,25493.492994084372,1.6050807021927271,23.9333675373521,35.50064231627286,114.81497100367426,244.4720401319299,225.40235846206954,268.6877998356196,60.7674019523931,287.00665286625104,208.72461235157644,322.3235034070067,103.86685554682936,126.45140810757954,231.76830790377363,342.22563227771855
quad,20786.429737713675,27843.725284777036,25050.013512784266,-1.167138594272825,23.053743905568332,34.588288212650106,111.5222596802545,241.1358680608406,209.96264970303082,249.02053940127877,69.00029605653077,287.82626932950825,213.37674588303946,319.23306580912396,112.68949483198833,131.79023374400816,227.24375932587333,347.58164561025444
quad,20702.298687687748,28656.498223588595,24973.12233898078,2.51621593918829,22.475199951200594,34.33535514899333,128.92930294087967,240.32719643373957,190.63985587208768,256.8120034636663,87.18246960839807,302.8874892733135,195.13919651642146,309.0948662853015,104.36605408692121,131.73839642673164,211.6961399770092,344.311535540221
quad,19868.305179308234,27275.5400054977,24804.058301425102,3.2604749643637727,25.560950823296128,30.81493935698952,116.89098109621905,223.97588632178642,207.87961943243005,240.46813842476595,70.11108031170814,306.6248603441139,190.11682369760564,290.6032675608028,94.20682947053974,125.55154281740023,202.95290242377473,328.9888476455301
quad,20320.689045855208,27603.202730929574,24993.190772022754,2.8071730912681496,22.375662879330317,32.44588327222566,132.29280376024906,228.47904856627082,225.71999042642713,237.59698265146764,71.60281769511576,291.02328764133654,200.13381880474904,306.9525121258375,89.11886918965278,125.88092558210344,206.9869719570217,333.48582417325554
quad,21256.17914299721,27710.28922322347,24865.502253017574,-1.5832733759694526,19.664839268305737,33.72086630623233,136.92221418381723,215.07254969282465,211.32043348897156,219.27258923352693,88.46486746555121,307.40108434154905,207.3294257103584,312.4163028752845,81.1269490858343,109.31995331372008,213.9611779552418,323.15053730721206
quad,21265.292452180216,27665.872987509585,24957.01186336077,-2.0694555407324233,18.57754430622683,33.070766397455515,137.27119176464603,219.77729867081166,205.2881106409218,231.51574223265865,83.61844774483181,311.9359414807054,193.5910236481385,309.464965550805,94.57184792154457,118.3531990271031,203.05148128314065,311.10543728999687
quad,20031.86792778699,26855.111381992396,24587.90081025006,-1.0149333583770355,25.24380428893363,30.56135676788658,121.93960265683144,227.3509877308393,223.58629598349745,218.68889966476348,67.33054486983454,294.98980492832294,179.0441821504952,290.16293455856294,93.8238900724439,121.474619021488,212.19074996798153,328.04312145952787
quad,19514.752951707454,26980.01205195835,24843.56642089153,2.3507774528517285,16.496850141311867,28.733729955490865,120.02156369910577,222.87308721870235,240.43014902044416,219.22261848089187,73.5669481296271,284.70246432676663,166.0518898814449,304.68557029758335,74.43286781828284,106.75571389727945,225.6212521868632,328.8717363159968
quad,19754.90785818948,26942.90470088504,24956.704370634383,-1.0765520987440373,16.40432624918038,28.83150703573539,110.30088469388281,232.91895068665008,255.08360316085594,203.02601119734908,78.6509386714842,279.3198358493336,146.60230391131768,321.20824414749313,82.14536193759385,91.08419408452338,214.65808722202806,348.425266704229
quad,19678.09273565175,27486.46797741602,24979.097451340564,1.3587410303609577,11.54583570064101,26.333395086180253,127.90987031439337,216.57050681119742,272.52152600779937,183.8773304332724,87.28075644736217,291.4898281732788,138.2716642924827,312.59475390965787,70.700592165915,107.03452802185603,224.46960511261605,348.9365114662757
quad,19283.712888944738,27039.30823485476,25266.954755941828,2.7022908367734986,11.805030955131265,23.4176573065629,117.3106929320193,206.57227045987491,279.6891516998747,191.46009152230943,79.39179185526928,295.86160003628106,129.65836210012048,317.9587284951204,75.6812840925401,120.32863819684674,214.6729473917045,362.70822125941595
quad,19273.473457386757,26901.687754156832,25513.268876884744,1.139314825014026,9.422831008942962,21.835512821532813,117.8094371553986,190.87169675406003,285.3613101436061,194.97543101167417,80.70991330947967,290.5256188638039,116.92980399358066,335.0132198999757,87.52474301035136,131.7213277642337,212.4172987871309,360.97917915208086
quad,19146.396960594524,27659.916561483496,25962.362831746803,-1.4543091339324552,8.972036824606807,21.527397362202123,113.65124368468646,203.33827084569612,304.8389246578122,202.06433976441045,77.77853980634715,289.95812339137336,106.90537517877375,346.83500101480274,95.35802438723758,125.97409412024646,202.3603232825064,355.7654448928171
quad,19418.36989733117,27507.389970709344,25357.310843886622,-2.0644913059242107,4.484469576132894,21.895126506488214,129.9317105953932,191.941844322456,289.576720841456,184.03080338631077,91.90247725171048,275.40751539650466,95.02712045295995,343.69620453852076,112.53093511709847,132.83216871581882,185.56473174113717,340.7150085332432
quad,19236.033626176228,27368.109069771326,25359.872740841223,1.9519672345066168,5.674749226640835,21.09241363614471,115.88176234530907,189.32826173199132,291.5960300263289,191.03865002953276,101.68046241507099,276.83330868649256,94.39420255156432,333.5287982160694,112.6663463954086,126.50587335398663,175.90977051665732,346.79515881923174
