vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,leg_3_LENGTH,leg_2_LENGTH,arm_1_LENGTH,arm_4_LENGTH,leg_4_LENGTH,arm_2_LENGTH,leg_1_LENGTH,arm_3_LENGTH
quad,15671.838416380933,23787.74637785158,22770.98191052716,26.85784603085916,1.6287182407193779,10.65236712863835,89.06706046934387,92.4363647946047,216.8200826127266,217.7319700296169,103.74756121047993,223.15043810287955,102.50372540014567,218.20884645514496
quad,15755.12579559869,23795.899305652914,23189.456045434727,25.117590561488306,0.7020282499610618,9.948460754446998,82.84184204055956,88.92026240054415,214.51606237755092,237.25994173432565,109.17822749242137,222.0863615168416,85.23637983662825,237.43514715913707
quad,15118.102837672204,23173.164479887393,22688.751658866226,22.534389975357996,0.12758364885680848,6.272705041804888,77.90737461182013,75.15593044100252,199.72844635844694,228.9019965356025,92.28790375264008,215.00541340002889,67.29702231847354,225.85557811148766
quad,15161.801876227846,23311.585442603257,23028.787686077005,24.83168744443025,-3.985929372274878,6.647609081065777,75.20809216481575,80.0993343891997,213.9808560954661,247.43171093544703,105.23645736825658,207.2771983874867,53.137207158780555,229.42941885118861
quad,15246.378668963891,23834.10455987748,23334.39360815114,22.09496221178979,0.003775358940028121,5.727952188540823,64.43793816371806,93.79938203775208,200.58219039675583,262.48126255368004,87.12562659421442,221.6094394967825,52.13405688766704,239.28070255695232
quad,14581.399863941419,23258.632293010185,23749.83389597833,25.253042079819558,-1.097284508717885,2.6590031755096284,75.3681826764034,74.58982734049631,214.65548912718486,271.0996038480477,70.56165782255192,228.28550156875178,41.6967297545308,245.13777563858707
quad,14816.638898969506,22982.047968329396,23599.667476747232,21.87617713492175,-5.748385440955377,4.066060294176935,91.26452527508414,63.09378655993753,215.30821381608075,264.691067467768,68.1346823833337,219.23169906133415,48.11220252069257,247.24767956546262
quad,15282.916464089894,23981.548407150014,23349.504457536757,19.343411839287217,-8.245245110825266,6.642018227744864,111.00675973023158,72.78391295236226,214.2681762608883,275.10701613066976,71.9528356904807,206.55136003959242,49.30570516059435,229.24272136336688
quad,15905.31549544009,23893.174705522044,23751.47359947779,21.3406118505131,-9.545698903134173,6.544011772117632,103.24864861089448,64.90428504652428,214.15932109049882,289.6055048002812,71.80271799250787,221.15518989666566,67.1434500946003,234.07702053730995
quad,15577.002805349613,24320.218973303494,23898.193448459886,26.33282801608108,-8.968407481490008,7.74800074699305,121.47529830297347,56.80170961778228,209.53021979374466,280.3387138128945,91.48632103734447,227.43802427182467,67.16324499393116,253.842553161356
