vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,leg_3_LENGTH,leg_2_LENGTH,arm_1_LENGTH,arm_4_LENGTH,leg_4_LENGTH,arm_2_LENGTH,leg_1_LENGTH,arm_3_LENGTH
quad,16070.743957676552,24067.35033604543,23017.727618774516,20.175681523702544,-1.4411085577703897,11.664549978832374,100.55265909443834,107.40794644269616,210.7436524302072,218.09046563685308,112.4999801894705,235.40807911012126,80.89676236348039,232.35318457771552
quad,16503.547587306937,24272.913539130703,23109.26173161523,16.284562374753882,1.4654237083908732,13.304386400893696,111.89428833754417,104.29046367021772,225.66552397854448,204.7313210765673,109.94864050099855,255.0241189325734,86.01487847392306,218.7997841129236
quad,16806.780962627574,24337.563546775033,23001.736748944903,19.21462664864954,-0.16265216733001703,14.119499296657137,110.32578371846942,91.12290466086927,216.13043388762728,198.68497901092056,118.33324818631255,241.72272650236536,104.42056042655969,238.54507196685086
quad,16642.140338154637,24313.228916983677,22870.81525095472,21.708020648198296,5.013778433548632,13.493985881265829,95.58309439855338,89.88010493721386,226.79953087274953,183.7943691165832,103.97584431637388,239.24296742093526,123.60354305400718,234.28537269898692
quad,15830.951704343222,23579.253860186098,23147.56315790956,26.085502076699985,4.972109352686668,9.47024074194114,82.69488905870107,70.77113128358303,234.55324437647883,200.96403073707427,93.39920738480113,244.55955964754332,108.75777049968079,227.75719662389847
quad,16159.72311354836,23990.318945353763,23368.0334019724,29.94055151497149,7.2528895469639485,11.172403167653073,73.02235011641588,78.58752945669517,249.4930446441723,198.91981916042909,106.64485187455514,248.5381238002588,119.18752365349694,229.29287689410867
quad,16268.895722433024,24097.11345544153,23727.789823659357,34.96808862603412,3.3615421859207832,12.666732222903578,74.42068300713544,61.85877901412456,246.27596864188254,217.96561665986985,124.02148676461955,245.60065641580965,129.30957731706738,246.6213646511626
quad,16690.74887083336,23904.393242928352,23831.611252497634,30.51370394234514,1.1850610157927566,11.427712619552397,55.19562157767619,48.42585786090449,226.7251673549483,207.46541599345247,124.08404304644428,265.5193473777788,132.76980219886835,265.6753640614297
quad,16176.186686649718,23798.85302835283,23796.52631713338,36.832823160888886,9.116008959733882,12.119577556452633,43.108487402585844,50.8876259689783,219.586177077261,220.36465970760733,117.4789011041995,271.0478596586563,147.66499006107531,251.44864934940227
quad,17116.314365050068,24276.080259623952,24104.977671668723,29.154821146623377,12.525190341246436,13.704605699575698,47.996308128309906,68.31793885004149,238.1102054338624,200.85177857319349,97.72099660657439,288.75134317272875,166.70008352873953,260.53376964587636
