vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,leg_3_LENGTH,leg_2_LENGTH,arm_1_LENGTH,arm_4_LENGTH,leg_4_LENGTH,arm_2_LENGTH,leg_1_LENGTH,arm_3_LENGTH
quad,16015.380343483248,23896.784246609775,22363.191028675534,19.13938011419153,-0.11290715431745509,12.060834694505196,104.84238540574285,98.01625064755241,213.45832845383458,205.77357816643922,110.18158507451625,215.5265582666172,82.59932905584247,206.74809316357727
quad,16340.29328521033,24210.50687269564,22433.923441923664,21.520659737677175,3.8640883189408615,13.811685937049653,84.88039141096709,116.20352913251998,207.10597573304398,218.44430818237524,123.3930077247605,222.91092025348934,92.38153842083248,198.85542784700345
quad,16035.647193729803,24082.01429747693,22598.48447798138,21.5023097912092,1.9399612754346467,13.244401007499217,89.90834538788457,130.29323034725178,220.31929572499936,215.26562346599275,105.02533190889872,209.64403800026724,83.60483015977223,216.0086843470378
quad,16278.49243665611,24120.191572331132,23001.510339328495,12.284703040361602,3.3046681450660804,13.555311832786945,108.67903506950626,129.42186499321306,217.23576619044528,218.99850716382883,94.32488113674276,223.44950938806485,75.24483937945763,235.50516301560208
quad,16431.673015093555,24323.78761887423,23129.87111103958,16.621363727067063,3.511853927713685,13.073097191954899,110.03532555442601,109.53930948537797,206.78441396957308,236.14282649843872,94.31610525689196,239.1177997001838,94.09007033866735,223.94655650360858
quad,15767.591725261911,24255.625917858742,22836.660858420597,16.510663230377116,0.7487607701036048,10.525677131392426,100.05138804689769,115.36934140468782,192.1230165994914,236.1521962201506,86.46913865139742,222.61160264959062,94.1308651778367,230.4855542407067
quad,15936.525302650318,23842.046947793584,23037.127694514584,13.080061484814605,3.127841487428289,9.400779972119976,100.66876907819267,99.79086971136002,190.11405946368944,230.3577924448932,74.99861939798362,228.86091508266333,78.08820712209247,249.20506144583322
quad,16135.370661682875,24675.37437757687,23060.01143331503,10.734305600156485,-1.696304177279513,10.56280259599098,113.36263027923647,105.57817101366042,184.44153543903852,239.72780421640866,82.45653453775834,212.23163521798583,65.42083076201946,263.95513611148033
quad,16035.477337250159,25458.253700209527,23119.368741135713,7.63991249645252,-5.792994975469566,11.672252754282148,127.7511675978617,111.12980835140436,189.15062395062859,248.5111635616541,80.68590421696233,198.9813643987853,66.17998034930685,268.57477058448114
quad,16211.210996893946,25177.178505744847,23209.561460898472,11.871708576438666,1.8469017405980364,10.933710452958044,112.33919621733298,106.88091859206725,187.93588173869028,244.4480990218439,68.81286058278383,212.51250530182458,83.50884095278596,268.0212934758726
