capsule,xmin,xmax,ymin,ymax,zmin,zmax,surface_area,cg_x,cg_y,cg_z,density,mass,volume,cg_inert_tensor_x,cg_inert_tensor_y,cg_inert_tensor_z 
,-900.0000000000013,899.9999999999989,-199.99999999999994,200.00000000000006,-327.34723192123204,327.34723192123204,2292157.784771618,-124.99999998277379,0.0,3.675960603524015,1.55e-06,5.336949665767183,3443193.3327530213,202022.55231052643,480004.92211269937,328828.4518453146
,-950.0000000000013,949.9999999999986,-200.00000000000023,199.99999999999977,-327.4581456383122,327.4581456383122,2437156.6878572446,-150.00000061638994,0.0,3.763115782749303,1.55e-06,5.674508594318131,3660973.286656859,217619.51525033556,551495.6417570456,388711.9964074463
,-999.999999999999,1000.000000000001,-200.0000000000001,199.9999999999999,-327.5698765668387,327.5698765668387,2582155.5123653477,-175.0000005714617,0.0,3.8404920581024236,1.55e-06,6.012068480719791,3878753.8585288976,233216.44573740914,630079.5128172857,455688.7249665993
,-1050.000000000002,1049.9999999999982,-200.00000000000003,199.99999999999997,-327.68232252726966,327.68232252726966,2727154.420929067,-199.99998316340177,0.0,3.9096382692966754,1.55e-06,6.3496286935843615,4096534.6410221686,248813.239670094,716178.6441554389,530180.8489829052
,-1100.0000000000005,1099.9999999999995,-200.0,200.0,-327.79539718278915,327.79539718278915,2872153.311177198,-225.0000002401162,0.0,3.971876817358537,1.55e-06,6.687185559462607,4314313.264169424,264409.8839883549,810214.3690106522,612609.7117632723
,-1150.000000000001,1149.9999999999989,-200.00000000000048,199.99999999999955,-327.9090271783779,327.9090271783779,3017152.2337190565,-249.9999997871561,0.0,4.02808744974064,1.55e-06,7.024743782335737,4532092.7627972495,280006.54373470775,912609.1365830494,703397.6055648143
,-1200.0000000000027,1199.9999999999975,-199.99999999999994,200.00000000000006,-328.0231498576091,328.0231498576091,3162151.1301820753,-274.9999997331636,0.0,4.0792620808246935,1.55e-06,7.362306849092335,4749875.386511184,295603.3804141069,1023785.1951270126,802966.6256084851
,-1250.0,1250.0,-199.99999999999983,200.00000000000017,-328.1377114305981,328.1377114305981,3307152.391390973,-299.9999994253105,0.0,4.123745685803876,1.55e-06,7.703169104512193,4969786.5190401245,311471.5628493526,1144481.3076991243,911811.7309855937
,-1299.9999999999998,1300.0000000000002,-200.0000000000002,199.9999999999998,-328.25266549584535,328.25266549584535,3452151.444670085,-324.99999934257977,0.0,4.166326328010067,1.55e-06,8.041002489368182,5187743.54152786,327090.7624269089,1274522.1980920276,1030225.4909371901
,-1350.0000000000023,1349.9999999999975,-200.00000000000034,199.9999999999997,-328.3679718410436,328.3679718410436,3597150.5591875217,-349.9999990423839,0.0,4.2055640726836945,1.55e-06,8.37883347583446,5405699.016667394,342709.7545683904,1414612.437569769,1158688.8054708585
,-1400.000000000002,1399.999999999998,-200.00000000000023,199.9999999999998,-328.48359546491145,328.48359546491145,3742149.735572952,-374.9999989953616,0.0,4.241689628991378,1.55e-06,8.716667030355064,5623656.14861617,358328.9021643887,1565174.4200631515,1297623.7094642422
,-1449.9999999999995,1450.0000000000002,-200.00000000000026,199.99999999999974,-328.599505775071,328.599505775071,3887148.6630608067,-399.99999962507303,0.0,4.275096524422044,1.55e-06,9.054499666610221,5841612.688135627,373947.9772384382,1726629.9072750357,1447452.1922386296
,-1499.9999999999973,1500.0000000000025,-200.0000000000003,199.99999999999972,-328.7156759268784,328.7156759268784,4032148.6245261338,-424.9999992676421,0.0,4.30261215050161,1.55e-06,9.401722126547833,6065627.178417956,389893.5324992526,1902331.8154738452,1611269.7122272223
,-1550.0,1549.9999999999998,-200.0000000000001,199.9999999999999,-328.8320822757024,328.8320822757024,4177148.61468984,-449.9999996762255,0.0,4.3314184236787145,1.55e-06,9.739689433999484,6283670.602580312,405518.11967835616,2087102.05864999,1784407.9811554442
,-1600.0000000000043,1599.999999999996,-200.00000000000028,199.99999999999972,-328.9487039209822,328.9487039209822,4322148.599296961,-474.9999995181759,0.0,4.358422171459718,1.55e-06,10.0776629287615,6501718.018555807,421143.0538013415,2284047.347500085,1969720.9613207034
,-800.0000000000009,799.9999999999992,-200.00000000000009,199.99999999999994,-352.1512003931103,352.1512003931103,2093781.7270465435,-50.0000005198368,0.0,3.0101898842445536,1.55e-06,4.875427376145614,3145437.016868138,197109.9459169067,389047.2489459442,236155.65535500197
,-850.0000000000003,849.9999999999997,-199.9999999999999,200.0000000000001,-352.258992203646,352.258992203646,2247912.108538556,-74.99999883366596,0.0,3.1231128999165114,1.55e-06,5.234343591573377,3376995.865531211,215805.69447605257,452282.62587025785,284978.70810999407
,-900.0000000000013,899.9999999999989,-199.99999999999994,200.00000000000006,-352.36795967881085,352.36795967881085,2402042.4796775677,-100.00000020773082,0.0,3.221525531697863,1.55e-06,5.593261140360555,3608555.574426165,234501.39223781772,522060.9261655892,340344.7374698632
,-950.0000000000013,949.9999999999986,-200.00000000000023,199.99999999999977,-352.4779476353155,352.4779476353155,2556172.806599289,-124.99999965183233,0.0,3.3080653403623974,1.55e-06,5.952180188114759,3840116.2503966186,253197.05766186942,598830.8056696837,402702.3862503902
,-999.999999999999,1000.000000000001,-200.0000000000001,199.9999999999999,-352.58882593285796,352.58882593285796,2710303.1952576563,-149.99999966499513,0.0,3.3847604524777184,1.55e-06,6.311097379917613,4071675.728979105,271892.5990246573,683040.6855731825,472500.1528457302
,-1050.000000000002,1049.9999999999982,-200.00000000000003,199.99999999999997,-352.70048483984925,352.70048483984925,2864433.57754261,-175.0000198134026,0.0,3.453233670319652,1.55e-06,6.670014981008197,4303235.471618191,290588.0812334188,775139.4292962641,550186.8428426324
,-1100.0000000000005,1099.9999999999995,-200.0,200.0,-352.8128313401102,352.8128313401102,3018563.94129917,-199.99999817897623,0.0,3.5146935660982437,1.55e-06,7.0289311603982325,4534794.297031118,309283.46644042863,875575.4983907937,636210.950613149
,-1150.000000000001,1149.9999999999989,-200.00000000000048,199.99999999999955,-352.92578617859965,352.92578617859965,3172694.3203520137,-224.99999845195293,0.0,3.5701935921434846,1.55e-06,7.387847971044604,4766353.529706196,327978.8027775142,984797.7581603668,731021.3010264195
,-1200.0000000000027,1199.9999999999975,-199.99999999999994,200.00000000000006,-353.039281488177,353.039281488177,3326824.7049304103,-249.9999991920941,0.0,3.6205649713775467,1.55e-06,7.746764946419481,4997912.86865773,346674.0978195921,1103254.8360575107,835066.5110013824
,-1250.0,1250.0,-199.99999999999983,200.00000000000017,-353.1532588742557,353.1532588742557,3480955.0451495466,-274.99999937634277,0.0,3.666460288046873,1.55e-06,8.105677813116266,5229469.556849204,365369.18979197304,1231394.8334065173,948794.8321478192
,-1299.9999999999998,1300.0000000000002,-200.0000000000002,199.9999999999998,-353.2676678615121,353.2676678615121,3635085.4393027686,-299.99999966130986,0.0,3.7084519431699596,1.55e-06,8.464594193711159,5461028.512071716,384064.3981860324,1369667.2725372822,1072655.4891701129
,-1350.0000000000023,1349.9999999999975,-200.00000000000034,199.9999999999997,-353.38246462799276,353.38246462799276,3789218.8147418327,-325.00000051577433,0.0,3.744804453548377,1.55e-06,8.826664825965425,5694622.46836479,403047.27671983634,1518860.6052573381,1207177.5880049472
,-1400.000000000002,1399.999999999998,-200.00000000000023,199.9999999999998,-353.49761096834237,353.49761096834237,3943349.3679705868,-350.0000020861909,0.0,3.780312725209913,1.55e-06,9.185824182782826,5926338.182440532,421764.5948322957,1678780.7445285325,1352666.0085023546
,-1449.9999999999995,1450.0000000000002,-200.00000000000026,199.99999999999974,-353.61307344052483,353.61307344052483,4097480.0550314705,-375.00000291030875,0.0,3.813127562356309,1.55e-06,9.544983352491675,6158053.775801081,440481.8634290799,1850181.4539365205,1509635.0480280954
,-1499.9999999999973,1500.0000000000025,-200.0000000000003,199.99999999999972,-353.72882266018166,353.72882266018166,4251610.675080532,-400.0000018357733,0.0,3.843546976477068,1.55e-06,9.904143134817968,6389769.764398688,459199.110884103,2033511.7960674386,1678533.741510436
,-1550.0,1549.9999999999998,-200.0000000000001,199.9999999999999,-353.84483271434107,353.84483271434107,4405741.182142875,-424.99994642815534,0.0,3.871781211914254,1.55e-06,10.263308181746842,6621489.149514092,477916.6578989686,2229221.1728783213,1859811.178283329
,-1600.0000000000043,1599.999999999996,-200.00000000000028,199.99999999999972,-353.9610806720637,353.9610806720637,4559871.796181476,-449.99993184750645,0.0,3.898165308628781,1.55e-06,10.622468961423909,6853205.781563812,496633.9978262455,2437756.7873555496,2053915.055164713
,-1649.999999999998,1650.000000000002,-200.00000000000028,199.99999999999972,-354.0775461741871,354.0775461741871,4714005.163061715,-474.99991869958654,0.0,3.920476640142083,1.55e-06,10.990458663938883,7090618.492863796,515697.41264285316,2662877.532681848,2264323.928578373
,-850.0000000000003,849.9999999999997,-199.9999999999999,200.0000000000001,-377.2821044660587,377.2821044660587,2345756.1510033906,-49.999979550690725,0.0,2.6994138220590895,1.55e-06,5.463190119111385,3524638.786523474,247218.67178497426,491309.42118473037,294005.6179903299
,-900.0000000000013,899.9999999999989,-199.99999999999994,200.00000000000006,-377.39002009010613,377.39002009010613,2509115.4414424207,-74.99999525334665,0.0,2.7932488714666546,1.55e-06,5.843660410335432,3770103.4905389883,269417.34210712486,566390.1100275788,351466.14165153715
,-950.0000000000013,949.9999999999986,-200.00000000000023,199.99999999999977,-377.49903900832174,377.49903900832174,2672420.06498766,-99.99999930244829,0.0,2.8935245523924187,1.55e-06,6.223123549691115,4014918.419155558,291568.1264392983,648614.6923840416,416114.1135623295
,-999.999999999999,1000.000000000001,-200.0000000000001,199.9999999999999,-377.60902283882615,377.60902283882615,2835760.5582692544,-124.99999726495643,0.0,2.9680474474776464,1.55e-06,6.603570045649723,4260367.771386918,313767.5237785602,738765.4078539391,488643.2895606065
,-1050.000000000002,1049.9999999999982,-200.00000000000003,199.99999999999997,-377.7198544585974,377.7198544585974,2999101.054473053,-149.99999991001067,0.0,3.0345003737518326,1.55e-06,6.984018120819138,4505818.14246396,335966.93518971215,837170.6420342065,569426.9751443733
,-1100.0000000000005,1099.9999999999995,-200.0,200.0,-377.83143425321475,377.83143425321475,3162441.5846864823,-175.0000000797759,0.0,3.0942141347113354,1.55e-06,7.364460551653714,4751264.872034654,358165.8779083716,944305.3945220658,658940.6418587926
,-1150.000000000001,1149.9999999999989,-200.00000000000048,199.99999999999955,-377.9436770931688,377.9436770931688,3325782.0684894174,-199.9999962735706,0.0,3.14792297754591,1.55e-06,7.744906735209476,4996714.022715791,380365.0869678674,1060646.0375246853,757659.9307668647
,-1200.0000000000027,1199.9999999999975,-199.99999999999994,200.00000000000006,-378.0565098879298,378.0565098879298,3489122.5492903986,-224.99999472844146,0.0,3.1965861917941734,1.55e-06,8.125353717015518,5242163.688397109,402564.28335204045,1186667.9227878798,866060.4755376038
,-1250.0,1250.0,-199.99999999999983,200.00000000000017,-378.1698695998275,378.1698695998275,3652463.0260083773,-249.99999478566582,0.0,3.240824838630266,1.55e-06,8.505798041532513,5487611.6396983955,424763.285037596,1322846.3494413078,984617.7473285898
,-1299.9999999999998,1300.0000000000002,-200.0000000000002,199.9999999999998,-378.2837016246194,378.2837016246194,3815803.505603682,-274.99999602660813,0.0,3.281344471283819,1.55e-06,8.886244524262166,5733060.983394946,446962.39778014016,1469657.1514816056,1113807.2893802372
,-1350.0000000000023,1349.9999999999975,-200.00000000000034,199.9999999999997,-378.39795846532127,378.39795846532127,3979144.0072924756,-299.9999976297081,0.0,3.3186273362026357,1.55e-06,9.266686107386654,5978507.166055906,469161.3211048244,1627574.4774224642,1254103.5530537304
,-1400.000000000002,1399.999999999998,-200.00000000000023,199.9999999999998,-378.5125986413854,378.5125986413854,4142484.5020606094,-324.99999901780046,0.0,3.352894876712768,1.55e-06,9.647131519417309,6223955.818978909,491360.3416984745,1797076.0752980183,1405983.9862559203
,-1449.9999999999995,1450.0000000000002,-200.00000000000026,199.99999999999974,-378.6275857874677,378.6275857874677,4305828.736667421,-349.9999983975461,0.0,3.3822630256229784,1.55e-06,10.030415223447639,6471235.628030735,513835.37053624354,1978967.9770666023,1570007.115622402
,-1499.9999999999973,1500.0000000000025,-200.0000000000003,199.99999999999972,-378.7428879055364,378.7428879055364,4495679.114978245,-375.0000020723385,0.0,9.199197099403968,1.55e-06,10.449990226460466,6741929.178361591,556633.1642053038,2180168.919135011,1731102.469597363
,-1550.0,1549.9999999999998,-200.0000000000001,199.9999999999999,-378.85847674152586,378.85847674152586,4661492.303549904,-400.0000004745265,0.0,9.3414928460425,1.55e-06,10.836074669901082,6991015.916065214,580052.9326876048,2387938.2580921752,1919957.6010173897
,-1600.0000000000043,1599.999999999996,-200.00000000000028,199.99999999999972,-378.9743272635733,378.9743272635733,4827305.356349397,-425.0000003560753,0.0,9.474281706548293,1.55e-06,11.222169389242426,7240109.283382211,603473.1543110769,2609251.613174922,2122356.287495915
,-1649.999999999998,1650.000000000002,-200.00000000000028,199.99999999999972,-379.0904172234623,379.0904172234623,4993120.257698606,-449.99999997565646,0.0,9.59814736561786,1.55e-06,11.608243372623035,7489189.272660023,626892.7110650527,2844586.9589942372,2338777.4714094307
,-1700.0000000000027,1699.9999999999973,-199.9999999999999,200.00000000000014,-379.2067267865081,379.2067267865081,5158933.665552442,-474.999999935323,0.0,9.714141243624848,1.55e-06,11.994351055197576,7738291.003353275,650312.2362140391,3094433.5445431103,2569710.304053505
,-900.0000000000013,899.9999999999989,-199.99999999999994,200.00000000000006,-402.4133767856124,402.4133767856124,2613074.592538195,-50.00000072368619,0.0,2.422396512469497,1.55e-06,6.08582229468786,3926336.9643147485,306510.97884344694,612574.1706745087,362024.36577789776
,-950.0000000000013,949.9999999999986,-200.00000000000023,199.99999999999977,-402.52138757580974,402.52138757580974,2785712.605910333,-75.00000022193447,0.0,2.5000782723865065,1.55e-06,6.487966613218111,4185784.91175362,332644.42160382454,700914.3982754033,429104.9155388278
,-999.999999999999,1000.000000000001,-200.0000000000001,199.9999999999999,-402.6304387224809,402.6304387224809,2958350.6527605685,-99.99999769392296,0.0,2.5684932656916986,1.55e-06,6.890108105044576,4445231.03551263,358777.65863768564,797364.1614633565,504295.20613807876
,-1050.000000000002,1049.9999999999982,-200.00000000000003,199.99999999999997,-402.74040595530045,402.74040595530045,3130988.689444368,-124.99999433754894,0.0,2.62963052985712,1.55e-06,7.292254983851164,4704680.6347426865,384911.1109472042,902427.1779007886,588098.5361769582
,-1100.0000000000005,1099.9999999999995,-200.0,200.0,-402.85118321431185,402.85118321431185,3303626.716680723,-149.99998908667723,0.0,2.6843342003541077,1.55e-06,7.694399324742862,4964128.596608298,411044.407509307,1016605.1181495455,681016.9457900225
,-1150.000000000001,1149.9999999999989,-200.00000000000048,199.99999999999955,-402.9626795819793,402.9626795819793,3476264.7545983596,-174.99999602719458,0.0,2.733644880158758,1.55e-06,8.096543918148583,5223576.721386183,437177.6136228002,1140401.1167644977,783553.5050916323
,-1200.0000000000027,1199.9999999999975,-199.99999999999994,200.00000000000006,-403.0748167832822,403.0748167832822,3648902.8001762815,-199.9999954780198,0.0,2.7782474235019254,1.55e-06,8.49868882805278,5483025.050356632,463310.835101229,1274317.7888051495,896210.7220444127
,-1250.0,1250.0,-199.99999999999983,200.00000000000017,-403.1875271426682,403.1875271426682,3821389.284844466,-225.00000319385444,0.0,2.849860381886856,1.55e-06,8.899614931480249,5741687.052567903,489407.26609959605,1418579.3330717217,1019239.7082304616
,-1299.9999999999998,1300.0000000000002,-200.0000000000002,199.9999999999998,-403.3007519086773,403.3007519086773,3994006.561530381,-249.99999950479963,0.0,2.8881639725421384,1.55e-06,9.30173520332729,6001119.486017606,515542.99339642614,1574222.6453207354,1153620.2284726927
,-1350.0000000000023,1349.9999999999975,-200.00000000000034,199.9999999999997,-403.4144398749875,403.4144398749875,4166623.8393454025,-274.999999426999,0.0,2.9233654376485996,1.55e-06,9.703858465297397,6260553.848578966,541678.9529891653,1741493.4576914138,1299628.0188091688
,-1400.000000000002,1399.999999999998,-200.00000000000023,199.9999999999998,-403.5285462410153,403.5285462410153,4339241.140378442,-299.9999992944089,0.0,2.9557056538309485,1.55e-06,10.105980089189577,6519987.154315856,567814.7184080041,1920893.9786590796,1457765.7107017352
,-1449.9999999999995,1450.0000000000002,-200.00000000000026,199.99999999999974,-403.64303166670794,403.64303166670794,4511858.444285982,-325.0000001794474,0.0,2.985564152309511,1.55e-06,10.508101614500605,6779420.396452003,593950.4795497415,2112926.8954285365,1628535.802927239
,-1499.9999999999973,1500.0000000000025,-200.0000000000003,199.99999999999972,-403.7578614852796,403.7578614852796,4684479.95602726,-350.00000019868804,0.0,3.010840983685477,1.55e-06,10.91240971150285,7040264.3300018385,620296.1628799206,2318345.248854894,1812507.4605972522
,-1550.0,1549.9999999999998,-200.0000000000001,199.9999999999999,-403.8730050448707,403.8730050448707,4857097.554431447,-375.0000006811759,0.0,3.036451543857967,1.55e-06,11.314686469500549,7299797.722258419,646446.8831951848,2537177.0902712382,2010063.3771542287
,-1600.0000000000043,1599.999999999996,-200.00000000000028,199.99999999999972,-403.9884351558352,403.9884351558352,5029715.14087358,-400.0000007437843,0.0,3.0602897901021526,1.55e-06,11.71696407340794,7559331.660263187,672597.6316246403,2770151.289625448,2221761.6242659185
,-1649.999999999998,1650.000000000002,-200.00000000000028,199.99999999999972,-404.1041276249001,404.1041276249001,5202332.712037517,-424.99997091070065,0.0,3.0824640451248526,1.55e-06,12.119245386636136,7818867.991378153,698748.6617392987,3017771.020812783,2448105.1253261394
,-1700.0000000000027,1699.9999999999973,-199.9999999999999,200.00000000000014,-404.2200608610444,404.2200608610444,5374950.309839299,-449.99996621625087,0.0,3.1033157419305777,1.55e-06,12.521522248114815,8078401.450396655,724899.3446140036,3280537.7008587103,2689595.918247651
,-1750.0000000000002,1749.9999999999995,-200.00000000000017,199.99999999999983,-404.33621554081515,404.33621554081515,5547567.902110582,-474.99996488655137,0.0,3.12285627884154,1.55e-06,12.923799313834653,8337935.041183647,751050.0073007154,3558954.977256741,2946737.3272338714
,-950.0000000000013,949.9999999999986,-200.00000000000023,199.99999999999977,-427.5449603710299,427.5449603710299,2895790.0944681778,-49.999999817061656,0.0,2.1655694896950655,1.55e-06,6.7442310728159285,4351116.821171567,376140.2260175852,755240.5424313538,441459.7511030426
,-999.999999999999,1000.000000000001,-200.0000000000001,199.9999999999999,-427.6530442179963,427.6530442179963,3077763.6616465934,-74.99998931568435,0.0,2.228276894444988,1.55e-06,7.1681700490327485,4624625.838085644,406667.7607392601,858349.8260203099,519211.0854693431
,-1050.000000000002,1049.9999999999982,-200.00000000000003,199.99999999999997,-427.7621131016652,427.7621131016652,3259737.202749049,-100.00000051334926,0.0,2.284023066973357,1.55e-06,7.592109786170407,4898135.345916391,437195.3218894668,970419.3624548463,605922.6457052769
,-1100.0000000000005,1099.9999999999995,-200.0,200.0,-427.87205473346177,427.87205473346177,3441710.733824226,-125.00000063437052,0.0,2.3337326012925304,1.55e-06,8.016051100523516,5171645.871305494,467723.0093664829,1091979.1718260555,702124.3530928352
,-1150.000000000001,1149.9999999999989,-200.00000000000048,199.99999999999955,-427.98277254994537,427.98277254994537,3623684.2618989423,-150.0000003339412,0.0,2.3784903415518457,1.55e-06,8.43998927291631,5445154.369623426,498250.5660398878,1223558.5150305107,808345.719430275
,-1200.0000000000027,1199.9999999999975,-199.99999999999994,200.00000000000006,-428.09418317840726,428.09418317840726,3805657.7895437214,-175.00001481057532,0.0,2.418846912917032,1.55e-06,8.863934644188907,5718667.51237994,528778.3751691305,1365688.9798208834,925117.9639576719
,-1250.0,1250.0,-199.99999999999983,200.00000000000017,-428.20621435162997,428.20621435162997,3987631.290976954,-200.00000149783463,0.0,2.455584273267869,1.55e-06,9.287875835064922,5992177.958106401,559305.9976060044,1518898.608237218,1052969.5566424066
,-1299.9999999999998,1300.0000000000002,-200.0000000000002,199.9999999999998,-428.3188031876711,428.3188031876711,4169604.7793612937,-225.00000161140062,0.0,2.489091802478514,1.55e-06,9.71181783770377,6265688.927550819,589833.6418421293,1683718.2384388545,1192431.1274606532
,-1350.0000000000023,1349.9999999999975,-200.00000000000034,199.9999999999997,-428.4318947664402,428.4318947664402,4351578.303884497,-249.99999111529735,0.0,2.5198298638920034,1.55e-06,10.135758787536517,6539199.217765495,620361.130014943,1860677.58048268,1344032.565024408
,-1400.000000000002,1399.999999999998,-200.00000000000023,199.9999999999998,-428.5454409479487,428.5454409479487,4533551.829444409,-274.99998821403904,0.0,2.548072735639516,1.55e-06,10.559700579649263,6812710.051386622,650888.6996262487,2050306.6972467704,1508303.6965189066
,-1449.9999999999995,1450.0000000000002,-200.00000000000026,199.99999999999974,-428.6593993877694,428.6593993877694,4715525.359941107,-299.99998163574315,0.0,2.57418397338349,1.55e-06,10.983643795512151,7086221.803556226,681416.3107865258,2253135.874490372,1685774.8461021697
,-1499.9999999999973,1500.0000000000025,-200.0000000000003,199.99999999999972,-428.7737327138454,428.7737327138454,4897498.896104361,-325.0000008673445,0.0,2.598400348712897,1.55e-06,11.407580975914259,7359729.661880167,711943.5205100528,2469693.2643146743,1876974.608280705
,-1550.0,1549.9999999999998,-200.0000000000001,199.9999999999999,-428.88840783570305,428.88840783570305,5079213.446231137,-350.0000027528633,0.0,2.6653508922355518,1.55e-06,11.830184440207878,7632377.058198632,742481.4411594348,2700095.3538062447,2081990.5868004488
,-1600.0000000000043,1599.999999999996,-200.00000000000028,199.99999999999972,-429.00339536266256,429.00339536266256,5261169.591629608,-375.00000281250334,0.0,2.6844226875125887,1.55e-06,12.25568726581242,7906895.01020156,773129.7811798074,2945822.6281063166,2302263.1650695107
,-1649.999999999998,1650.000000000002,-200.00000000000028,199.99999999999972,-429.1186691120787,429.1186691120787,5443121.048979106,-400.00000298371475,0.0,2.7045423315868846,1.55e-06,12.679732789835978,8180472.767636115,803671.2868412571,3206739.2250475036,2537808.5176635073
,-1700.0000000000027,1699.9999999999973,-199.9999999999999,200.00000000000014,-429.23420569219854,429.23420569219854,5625072.51583747,-425.0000094384729,0.0,2.7234041559030797,1.55e-06,13.103774582437753,8454048.117701776,834212.6005316876,3483504.127146529,2789202.361928615
,-1750.0000000000002,1749.9999999999995,-200.00000000000017,199.99999999999983,-429.34998414707667,429.34998414707667,5807023.955508427,-450.0000085331233,0.0,2.741156031472872,1.55e-06,13.527811338161834,8727620.218168925,864753.6976676707,3776646.742530141,3056974.125978262
,-1800.000000000005,1799.9999999999952,-200.0000000000003,199.9999999999997,-429.46598565328287,429.46598565328287,5988975.445446259,-475.0000025570367,0.0,2.7578854915018316,1.55e-06,13.951842282974846,9001188.56966119,895294.4795232612,4086696.612613449,3341653.450609279
,-999.999999999999,1000.000000000001,-200.0000000000001,199.9999999999999,-452.67680932199914,452.67680932199914,3181292.0007052985,-50.0000012662645,0.0,4.763863039742882,1.55e-06,7.386448239741234,4765450.477252409,465566.09910366056,922124.2935538564,524405.4389915396
,-1050.000000000002,1049.9999999999982,-200.00000000000003,199.99999999999997,-452.7849490103976,452.7849490103976,3375012.629253584,-75.0000010500871,0.0,5.207810042619222,1.55e-06,7.83743673344267,5056410.795769464,502833.49111651006,1042335.9872021731,612727.9145801696
,-1100.0000000000005,1099.9999999999995,-200.0,200.0,-452.89402465858416,452.89402465858416,3568733.477003918,-99.99998758323508,0.0,5.6036054176646015,1.55e-06,8.288420795853806,5347368.255389553,540097.6741959772,1172340.9504308356,710846.8785487585
,-1150.000000000001,1149.9999999999989,-200.00000000000048,199.99999999999955,-453.00393424924624,453.00393424924624,3762454.1333713396,-125.00000065313469,0.0,5.958730702262981,1.55e-06,8.739410519956555,5638329.367713907,577359.9786098717,1312704.9207473388,819326.7233692466
,-1200.0000000000027,1199.9999999999975,-199.99999999999994,200.00000000000006,-453.11458944252166,453.11458944252166,3956174.7473793537,-150.00000582905793,0.0,6.278820160766623,1.55e-06,9.19040047565704,5929290.629456155,614620.2688405853,1463991.252928099,938730.9462379111
,-1250.0,1250.0,-199.99999999999983,200.00000000000017,-453.2259134637644,453.2259134637644,4149895.401585206,-175.00000795553865,0.0,6.56893286694911,1.55e-06,9.641390021826128,6220251.626984599,651878.7671416488,1626763.885568099,1069623.2621653825
,-1299.9999999999998,1300.0000000000002,-200.0000000000002,199.9999999999998,-453.337839350159,453.337839350159,4343616.056516358,-200.00002053708434,0.0,6.833089051897569,1.55e-06,10.092379315996917,6511212.461933495,689135.8189582538,1801586.6552452354,1212567.1607937757
,-1350.0000000000023,1349.9999999999975,-200.00000000000034,199.9999999999997,-453.4503084917651,453.4503084917651,4537336.714559636,-225.00002419442478,0.0,7.074656257634851,1.55e-06,10.543370096194225,6802174.255609178,726391.661193981,1989023.9708697796,1368126.8176650137
,-1400.000000000002,1399.999999999998,-200.00000000000023,199.9999999999998,-453.5632694142248,453.5632694142248,4731057.360758958,-250.00002738596802,0.0,7.296377793118718,1.55e-06,10.994360649300969,7093135.902774819,763646.3491124606,2189639.438653368,1536865.7777500467
,-1449.9999999999995,1450.0000000000002,-200.00000000000026,199.99999999999974,-453.67667676006147,453.67667676006147,4924778.283643964,-275.00001978163124,0.0,7.500670910886328,1.55e-06,11.445350027168343,7384096.791721512,800899.8300931242,2403996.4576595994,1719347.5117538972
,-1499.9999999999973,1500.0000000000025,-200.0000000000003,199.99999999999972,-453.7904904334905,453.7904904334905,5118498.933589095,-300.00002164939724,0.0,7.689427352319683,1.55e-06,11.89633997520511,7675058.048519426,838152.662528015,2632659.521272489,1916135.922555582
,-1550.0,1549.9999999999998,-200.0000000000001,199.9999999999999,-453.9046748801536,453.9046748801536,5312219.541402034,-325.0000253796268,0.0,7.864575383721781,1.55e-06,12.347336647508449,7966023.643553838,875405.4990090304,2876193.4177863295,2127795.1633809777
,-1600.0000000000043,1599.999999999996,-200.00000000000028,199.99999999999972,-454.0191984784896,454.0191984784896,5505940.192927355,-350.00003018866175,0.0,8.027130433970413,1.55e-06,12.798329827815417,8256986.985687366,912657.179847388,3135160.4061408537,2354888.6533649466
,-1649.999999999998,1650.000000000002,-200.00000000000028,199.99999999999972,-454.1340330237348,454.1340330237348,5699654.8985564215,-375.00004514827606,0.0,8.178688466497924,1.55e-06,13.25710001853807,8552967.753895529,951139.4192644268,3411545.157059739,2598228.0960055236
,-1700.0000000000027,1699.9999999999973,-199.9999999999999,200.00000000000014,-454.24915328901204,454.24915328901204,5893375.200545013,-400.00004611970473,0.0,8.320133872692558,1.55e-06,13.70861017319103,8844264.62786518,988471.9626084607,3703197.246440105,2857929.7266701353
,-1750.0000000000002,1749.9999999999995,-200.00000000000017,199.99999999999983,-454.3645366507739,454.3645366507739,6087095.452115265,-425.00005030022754,0.0,8.452736133736439,1.55e-06,14.160112281095168,9135556.31038398,1025803.1801012584,4011977.6254525483,3134760.9813399883
,-1800.000000000005,1799.9999999999952,-200.0000000000003,199.9999999999997,-454.48016276813684,454.48016276813684,6280815.644238241,-450.00001425200213,0.0,8.577082722450303,1.55e-06,14.611624293448324,9426854.382869886,1063134.9182778508,4338455.847596481,3429289.562253121
,-1849.9999999999995,1850.0000000000005,-200.00000000000048,199.99999999999955,-454.59601330748967,454.59601330748967,6474594.915056179,-474.99994954064033,0.0,8.745223610439222,1.55e-06,15.063536660411385,9718410.748652507,1100556.081281628,4682568.305123285,3741357.709547446
,-1050.000000000002,1049.9999999999982,-200.00000000000003,199.99999999999997,-477.80888627144816,477.80888627144816,3507512.1362587544,-50.00000153165266,0.0,1.7060618540881916,1.55e-06,8.16855969867805,5270038.515276162,551190.0553720985,1114613.1322238753,639634.7384233462
,-1100.0000000000005,1099.9999999999995,-200.0,200.0,-477.9170682923283,477.9170682923283,3695304.139987195,-75.00000034194467,0.0,4.978688309932415,1.55e-06,8.581808851494614,5536650.871932009,603790.5854601256,1253031.5029401686,729735.0952286364
