vehicle,drag_x,drag_y,drag_z,drag_cx,drag_cy,drag_cz,mid_tube_r_LENGTH
tube,2255.9052732926734,1587.5897389873069,2255.9052732926734,-7.802537102192198e-15,105.7985316085784,10.160000000000004,191.27706321715675
tube,2322.415421447485,1632.8520698862187,2322.415421447485,-8.061121301753063e-15,108.59217386886836,10.160000000000002,196.86434773773672
tube,2303.8794400156175,1620.2377283401377,2303.8794400156175,-7.769418891760873e-15,107.81360244028751,10.16,195.30720488057509
tube,2192.0404184600097,1544.1276167030715,2192.0404184600097,-7.784628445840539e-15,103.11600026024148,10.160000000000004,185.9120005204829
tube,2060.0181415444154,1454.2821397410853,2060.0181415444154,-7.414626811326891e-15,97.57063579597016,10.160000000000005,174.82127159194033
tube,1842.0541385393371,1305.9505076252774,1842.0541385393371,-6.96424590984527e-15,88.41543968063998,10.160000000000002,156.51087936128
tube,1634.8115389156962,1164.9151411323014,1634.8115389156962,-6.2281657005254614e-15,79.71057733251604,10.16,139.10115466503214
tube,1521.868601336844,1088.053778540082,1521.868601336844,-6.088084982460753e-15,74.96660709376158,10.159999999999998,129.6132141875232
tube,1397.2121741249853,1003.2210031866698,1397.2121741249853,-5.495558290989494e-15,69.73063224274755,10.16,119.1412644854951
tube,1563.3782989465853,1116.3024852540211,1563.3782989465853,-5.987589042435528e-15,76.71014922487385,10.16,133.10029844974773
tube,1791.9528841006402,1271.854965519786,1791.9528841006402,-6.499021820152121e-15,86.31102425567813,10.16,152.30204851135628
tube,1687.6718792808765,1200.8883314410773,1687.6718792808765,-6.368254730352545e-15,81.93088332843345,10.159999999999998,143.5417666568669
tube,1920.4599771834864,1359.3082449266262,1920.4599771834864,-6.8321939866675474e-15,91.70873958097904,10.160000000000002,163.09747916195803
tube,2037.9851330770728,1439.2879569341828,2037.9851330770728,-7.390506397595176e-15,96.64517787288112,10.160000000000002,172.97035574576222
tube,2091.873888668975,1475.9610174369775,2091.873888668975,-7.302838070715678e-15,98.90868064881175,10.160000000000002,177.49736129762354
tube,2308.253883622386,1623.214680271854,2308.253883622386,-7.694952521233248e-15,107.99734328080831,10.160000000000004,195.67468656161657
tube,2544.2453527201915,1783.814592615494,2544.2453527201915,-8.537413588261664e-15,117.90975152871945,10.160000000000004,215.49950305743891
tube,2314.4558775940977,1627.4353399932434,2314.4558775940977,-8.059720586745971e-15,108.25784717289265,10.160000000000002,196.19569434578534
tube,2183.142986752991,1538.0726234539786,2183.142986752991,-7.61580102695151e-15,102.74227922797256,10.160000000000002,185.16455845594518
tube,2293.0906000810187,1612.8955699375044,2293.0906000810187,-7.8129264411348e-15,107.36043611880159,10.160000000000004,194.40087223760318
tube,2256.1199442357656,1587.7358295844595,2256.1199442357656,-7.761419546571729e-15,105.80754848548088,10.160000000000004,191.2950969709618
tube,2022.0064093946578,1428.4139129165342,2022.0064093946578,-7.39954793770919e-15,95.97401957624359,10.160000000000002,171.6280391524872
tube,2219.0713581181353,1562.5230551325096,2219.0713581181353,-7.71737486489275e-15,104.25138752758778,10.160000000000002,188.18277505517557
tube,2454.5907062564734,1722.801673723473,2454.5907062564734,-8.287570938229579e-15,114.1439651616614,10.160000000000002,207.96793032332278
tube,2342.6676847324707,1646.6343973608662,2342.6676847324707,-8.182679779719755e-15,109.44283471009464,10.160000000000002,198.5656694201893
tube,2373.7363873169375,1667.7776655085302,2373.7363873169375,-8.280033911719154e-15,110.74782113577994,10.16,201.17564227155992
tube,2257.2118394985428,1588.4789000189999,2257.2118394985428,-7.786626277355974e-15,105.85341163320389,10.160000000000002,191.3868232664078
tube,2306.2234762748726,1621.8329216715142,2306.2234762748726,-7.729983345771143e-15,107.91205957705805,10.16,195.50411915411613
tube,2378.6757590446855,1671.1390695014013,2378.6757590446855,-8.120569580630885e-15,110.95529079237733,10.160000000000005,201.5905815847546
tube,2185.23805081232,1539.4983830611752,2185.23805081232,-7.707904911763028e-15,102.83027872363652,10.160000000000004,185.34055744727303
tube,2236.76682759414,1574.5654008053864,2236.76682759414,-7.821160046856689e-15,104.99465472387745,10.160000000000002,189.6693094477549
tube,2386.561717882125,1676.505722384576,2386.561717882125,-8.260115410212922e-15,111.28652667866488,10.160000000000002,202.2530533573298
tube,2254.002160044332,1586.2946081843495,2254.002160044332,-7.773360133932146e-15,105.71859467046914,10.16,191.11718934093835
tube,2385.6754883823605,1675.902614227647,2385.6754883823605,-8.212212817267425e-15,111.24930216103044,10.16,202.17860432206095
tube,2216.119719221376,1560.5143683358979,2216.119719221376,-7.734407661470628e-15,104.1274091064315,10.160000000000005,187.93481821286295
tube,2295.650511182689,1614.6376731588941,2295.650511182689,-7.679922008231721e-15,107.46796070015672,10.160000000000002,194.61592140031343
tube,2262.2684900830095,1591.9201161092353,2262.2684900830095,-7.766025687205301e-15,106.06580738272775,10.160000000000002,191.81161476545554
tube,2275.4339716053405,1600.8796568355654,2275.4339716053405,-7.783569161781113e-15,106.61880037068865,10.160000000000002,192.91760074137736
tube,2203.0598376742923,1551.6266918461577,2203.0598376742923,-7.639939027626334e-15,103.57885166044005,10.160000000000002,186.83770332088014
tube,2022.447373429602,1428.7140033631485,2022.447373429602,-7.346201520623762e-15,95.99254149804746,10.160000000000002,171.66508299609495
tube,1828.2199150398458,1296.5358661136397,1828.2199150398458,-6.8439618388028505e-15,87.83435735743544,10.16,155.3487147148709
tube,1637.6613052101245,1166.8545002914893,1637.6613052101245,-6.306167317632698e-15,79.83027677347255,10.159999999999997,139.34055354694516
tube,1498.72284817669,1072.3023365796628,1498.72284817669,-6.1949247344905726e-15,73.99441027916514,10.160000000000002,127.66882055833028
tube,1618.981510667754,1154.1422892205946,1618.981510667754,-6.135958227535054e-15,79.04566472711787,10.16,137.7713294542358
tube,1611.1336636550816,1148.8015726805436,1611.1336636550816,-6.137291553804641e-15,78.71602966126508,10.160000000000002,137.11205932253014
tube,1653.0380947933343,1177.3189084695941,1653.0380947933343,-6.330637681353026e-15,80.47615188274543,10.160000000000002,140.63230376549083
tube,1575.0988257688543,1124.278687052645,1575.0988257688543,-6.070367555369097e-15,77.20244942194067,10.159999999999997,134.08489884388132
tube,1708.2911774008187,1214.9204381240427,1708.2911774008187,-6.394241579397606e-15,82.79696082492784,10.160000000000002,145.27392164985565
